age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
-380.0,Private,,Bachelors,,Never-married,Sales,Not-in-family,,Female,,-24440.0,,United-States,
33.0,Private,1949010.0,Assoc-voc,11.0,,Craft-repair,,White,Male,0.0,2444.0,42.0,United-States,
,Private,155106.0,Assoc-acdm,12.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,2444.0,70.0,,
-500.0,,-1214410.0,,-70.0,Never-married,,Other-relative,,Male,0.0,,400.0,United-States,>50K
44.0,Private,162028.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,,White,Female,0.0,24150.0,-60.0,,>50K
51.0,Self-emp-not-inc,,Bachelors,,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.0,2415.0,-400.0,,>50K
41.0,Private,132222.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,,2415.0,,United-States,>50K
60.0,Self-emp-inc,2263550.0,Assoc-voc,1100.0,Married-civ-spouse,Machine-op-inspct,,White,,0.0,241500.0,70.0,?,>50K
,,,Masters,,Married-civ-spouse,Exec-managerial,Husband,,Male,0.0,2415.0,60.0,United-States,
5500.0,,124137.0,,-150.0,,Prof-specialty,Husband,White,Male,0.0,2415.0,35.0,,>50K
-390.0,Self-emp-inc,329980.0,Bachelors,-130.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,-24150.0,60.0,,
-420.0,Self-emp-inc,,,,Married-civ-spouse,,Husband,White,Male,0.0,2415.0,60.0,United-States,>50K
49.0,Private,,,13.0,Married-civ-spouse,Sales,Husband,White,,0.0,2415.0,,,>50K
47.0,Self-emp-not-inc,-1452900.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,,White,Male,0.0,2415.0,,,>50K
41.0,Local-gov,,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,45.0,United-States,>50K
,Self-emp-inc,227856.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,,White,Male,0.0,2415.0,50.0,,>50K
39.0,Private,,,14.0,Married-civ-spouse,,Wife,White,Female,0.0,2415.0,,United-States,>50K
42.0,Private,154374.0,Bachelors,,Married-civ-spouse,Exec-managerial,,White,,0.0,,60.0,United-States,
410.0,,,Assoc-voc,11.0,,,,White,Male,,,1200.0,United-States,>50K
46.0,Private,,Masters,14.0,Married-civ-spouse,Sales,,White,Male,0.0,2415.0,6500.0,United-States,>50K
40.0,Private,160369.0,,14.0,Married-civ-spouse,,Husband,White,Male,0.0,-24150.0,45.0,,
320.0,Private,,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,,48.0,United-States,
41.0,Self-emp-inc,151089.0,Some-college,,,,Husband,White,Male,0.0,,55.0,United-States,>50K
60.0,Self-emp-inc,33618800.0,,-150.0,,Prof-specialty,Husband,,Male,0.0,2415.0,80.0,United-States,>50K
31.0,,279015.0,Masters,140.0,Married-civ-spouse,Exec-managerial,,White,Male,,2415.0,,,
-580.0,Self-emp-not-inc,4322100.0,Some-college,10.0,Married-civ-spouse,,Husband,,Male,0.0,2415.0,40.0,United-States,
37.0,Self-emp-inc,,Bachelors,13.0,Married-civ-spouse,,Husband,White,,0.0,2415.0,50.0,United-States,>50K
4400.0,Self-emp-not-inc,201742.0,Bachelors,,,Exec-managerial,Husband,White,Male,0.0,,50.0,,
-390.0,Self-emp-not-inc,218490.0,Prof-school,,Married-civ-spouse,Prof-specialty,Husband,White,,0.0,241500.0,50.0,?,>50K
4300.0,,156996.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,24150.0,55.0,?,>50K
-550.0,Self-emp-inc,,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,241500.0,50.0,United-States,>50K
44.0,Self-emp-inc,,,14.0,Married-civ-spouse,,Husband,White,Male,,2415.0,55.0,United-States,>50K
39.0,Private,198654.0,,-150.0,Married-civ-spouse,,Husband,,,,2415.0,67.0,India,>50K
460.0,Self-emp-not-inc,,Bachelors,,Married-civ-spouse,Sales,Husband,White,Male,0.0,2415.0,40.0,United-States,>50K
390.0,Private,-3485210.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,,White,Male,0.0,2415.0,99.0,United-States,>50K
,Self-emp-inc,,Bachelors,13.0,,Farming-fishing,Husband,White,Male,,,,United-States,
31.0,Self-emp-not-inc,,,9.0,Married-civ-spouse,Other-service,,,Female,0.0,2415.0,40.0,,>50K
46.0,,,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,,24150.0,35.0,Philippines,
46.0,Self-emp-not-inc,198759.0,Prof-school,1500.0,Married-civ-spouse,Prof-specialty,Husband,White,,0.0,,,United-States,
39.0,Self-emp-inc,143123.0,,11.0,Married-civ-spouse,,Husband,White,,0.0,2415.0,40.0,United-States,>50K
,,237713.0,Prof-school,,Married-civ-spouse,Sales,Husband,,Male,0.0,24150.0,-990.0,United-States,
59.0,Private,81929.0,Doctorate,16.0,,,Husband,White,Male,0.0,241500.0,,United-States,>50K
50.0,Self-emp-inc,167793.0,Prof-school,1500.0,Married-civ-spouse,Prof-specialty,,,Male,0.0,2415.0,60.0,United-States,>50K
46.0,Private,456062.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,,United-States,>50K
-530.0,,105478.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,-24150.0,40.0,United-States,>50K
,Self-emp-not-inc,42402.0,,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,30.0,United-States,>50K
410.0,,114580.0,Prof-school,,,,,,,,2415.0,,,>50K
,Private,346478.0,,-130.0,Married-civ-spouse,,Husband,White,Male,0.0,2415.0,45.0,United-States,>50K
38.0,Private,,,15.0,,,Husband,,Male,0.0,-24150.0,90.0,United-States,>50K
5400.0,,35576.0,,10.0,Married-civ-spouse,,Husband,White,,0.0,2415.0,5000.0,United-States,>50K
50.0,,102346.0,Bachelors,130.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,,,-200.0,United-States,>50K
47.0,Private,,,13.0,,Exec-managerial,,White,Male,,2415.0,60.0,,>50K
,Self-emp-inc,102308.0,Prof-school,15.0,Married-civ-spouse,,Husband,White,Male,0.0,-24150.0,45.0,United-States,>50K
67.0,,105252.0,Bachelors,,,Exec-managerial,Not-in-family,White,Male,0.0,,400.0,United-States,>50K
67.0,Self-emp-inc,106175.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2392.0,75.0,,>50K
72.0,Self-emp-not-inc,52138.0,,16.0,Married-civ-spouse,,Husband,White,Male,0.0,2392.0,25.0,United-States,
72.0,?,,Doctorate,,Married-civ-spouse,?,Husband,White,,0.0,2392.0,,United-States,>50K
46.0,Self-emp-inc,191978.0,,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,,,,United-States,>50K
78.0,,,,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2392.0,40.0,United-States,>50K
71.0,,666240.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,,60.0,,>50K
83.0,Self-emp-inc,153183.0,Bachelors,1300.0,Married-civ-spouse,Exec-managerial,,White,,0.0,2392.0,550.0,United-States,>50K
680.0,,211287.0,Masters,-140.0,Married-civ-spouse,,Husband,White,,0.0,,40.0,United-States,>50K
26.0,Private,,Assoc-voc,11.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,2377.0,-450.0,United-States,<=50K
,,235882.0,,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2377.0,60.0,United-States,>50K
49.0,,15868500.0,HS-grad,,Married-civ-spouse,Adm-clerical,,White,Female,0.0,,40.0,United-States,>50K
36.0,Private,370767.0,HS-grad,,,Prof-specialty,,White,Male,0.0,2377.0,60.0,United-States,<=50K
70.0,,155141.0,Bachelors,,,,Husband,White,Male,0.0,237700.0,12.0,United-States,>50K
27.0,Private,,Some-college,10.0,,,,Black,Female,0.0,237700.0,20.0,United-States,<=50K
3500.0,Local-gov,,,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2377.0,40.0,,
,Private,162945.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,23770.0,40.0,United-States,<=50K
,Private,177408.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2377.0,,United-States,
66.0,Self-emp-not-inc,427422.0,Doctorate,1600.0,Married-civ-spouse,Sales,Husband,,Male,0.0,2377.0,25.0,United-States,>50K
71.0,,-1523070.0,HS-grad,9.0,,,Husband,White,Male,0.0,237700.0,,,>50K
680.0,Private,218637.0,Some-college,10.0,,,Husband,White,Male,0.0,2377.0,55.0,,
,State-gov,202699.0,,-140.0,Married-civ-spouse,,Husband,White,Male,,2377.0,42.0,?,>50K
650.0,?,,Bachelors,13.0,,?,Husband,White,Male,0.0,2377.0,40.0,United-States,>50K
,Private,,,9.0,,Sales,,Black,,0.0,23770.0,40.0,United-States,<=50K
40.0,Self-emp-inc,,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,,2377.0,,United-States,<=50K
68.0,,257269.0,,,Married-civ-spouse,?,Husband,White,Male,0.0,-23770.0,,United-States,>50K
21.0,Private,377931.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2377.0,48.0,United-States,<=50K
35.0,Private,,HS-grad,9.0,Married-civ-spouse,Craft-repair,,White,,,2377.0,40.0,United-States,<=50K
,Self-emp-inc,,,130.0,Married-civ-spouse,,Husband,White,Male,0.0,,,United-States,>50K
61.0,,36671.0,HS-grad,9.0,Married-civ-spouse,,,White,Male,0.0,2352.0,,,
,Self-emp-inc,81413.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,,,-23520.0,,United-States,<=50K
460.0,Private,2149550.0,,3.0,Divorced,Craft-repair,Not-in-family,,,0.0,2339.0,45.0,United-States,<=50K
26.0,Local-gov,,Bachelors,-130.0,Never-married,Prof-specialty,Not-in-family,,Male,0.0,2339.0,55.0,,<=50K
59.0,Local-gov,,,9.0,Widowed,Farming-fishing,Unmarried,White,,0.0,2339.0,,United-States,<=50K
61.0,Private,,,3.0,Never-married,Handlers-cleaners,Not-in-family,Black,,0.0,2339.0,40.0,United-States,<=50K
60.0,State-gov,,Bachelors,13.0,Divorced,,Not-in-family,,Female,0.0,2339.0,40.0,United-States,<=50K
49.0,,,Some-college,,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,2339.0,50.0,United-States,<=50K
34.0,Private,25322.0,Bachelors,13.0,Married-spouse-absent,Machine-op-inspct,Not-in-family,,Male,0.0,,40.0,?,<=50K
,Private,77071.0,,13.0,Never-married,Prof-specialty,,White,,0.0,2339.0,3500.0,,<=50K
55.0,Private,158702.0,Some-college,10.0,Never-married,Adm-clerical,,Black,Female,,2339.0,45.0,?,<=50K
5900.0,Local-gov,171328.0,,,,,Other-relative,Black,Female,,2339.0,40.0,United-States,<=50K
280.0,State-gov,381789.0,Some-college,10.0,,Exec-managerial,Own-child,White,Male,0.0,,400.0,United-States,<=50K
43.0,,152569.0,,,Widowed,?,,White,,0.0,233900.0,,,
560.0,Self-emp-not-inc,,Masters,14.0,Divorced,Sales,Unmarried,,Female,0.0,,60.0,,<=50K
41.0,Private,162140.0,,,Divorced,Craft-repair,,White,,0.0,2339.0,,,<=50K
42.0,Private,-1917650.0,,9.0,,Adm-clerical,Other-relative,Black,Female,,2339.0,,,<=50K
28.0,,251905.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,,Male,0.0,2339.0,40.0,Canada,<=50K
-400.0,,333100.0,Prof-school,15.0,Divorced,Other-service,Not-in-family,White,Female,,2339.0,350.0,,<=50K
6900.0,Private,228921.0,,130.0,Widowed,Prof-specialty,Not-in-family,White,Male,0.0,2282.0,40.0,United-States,
6600.0,Local-gov,,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,,40.0,,<=50K
,Private,,5th-6th,3.0,Married-civ-spouse,Machine-op-inspct,Husband,White,,0.0,2267.0,,,
,Local-gov,176046.0,,14.0,Married-civ-spouse,Prof-specialty,,White,Female,,2267.0,40.0,,<=50K
57.0,Federal-gov,-3708900.0,,9.0,Never-married,Adm-clerical,Not-in-family,,,0.0,2258.0,400.0,United-States,<=50K
20.0,Self-emp-not-inc,157145.0,,10.0,Never-married,Farming-fishing,Own-child,,Male,0.0,2258.0,,,<=50K
33.0,Private,-2888250.0,,-90.0,Divorced,Craft-repair,Not-in-family,White,,0.0,2258.0,84.0,United-States,<=50K
,,,Some-college,1000.0,Never-married,,Other-relative,,Male,0.0,2258.0,40.0,South,<=50K
40.0,Private,287983.0,Bachelors,,Never-married,,Not-in-family,Asian-Pac-Islander,Female,0.0,,48.0,Philippines,<=50K
3800.0,Private,,Some-college,10.0,Separated,Machine-op-inspct,Not-in-family,White,Male,0.0,,,,>50K
,State-gov,,Assoc-acdm,1200.0,Divorced,Adm-clerical,Unmarried,White,,0.0,2258.0,-380.0,United-States,
29.0,,135296.0,,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,2258.0,45.0,United-States,>50K
5700.0,Federal-gov,199114.0,Bachelors,,Never-married,Adm-clerical,Not-in-family,White,,0.0,2258.0,,United-States,
39.0,Private,,HS-grad,9.0,Never-married,Craft-repair,Own-child,,Male,0.0,,-420.0,United-States,>50K
47.0,,138107.0,,13.0,Divorced,,Not-in-family,,,0.0,2258.0,,United-States,>50K
26.0,Private,,Bachelors,13.0,Never-married,Exec-managerial,,White,Male,0.0,2258.0,45.0,United-States,>50K
27.0,Self-emp-not-inc,2085770.0,HS-grad,90.0,Never-married,Craft-repair,,,Male,0.0,2258.0,5000.0,,<=50K
23.0,,1029420.0,Bachelors,1300.0,Never-married,Prof-specialty,Own-child,White,,,2258.0,,United-States,
34.0,Private,36385.0,,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,,2258.0,50.0,United-States,<=50K
,Private,176185.0,12th,8.0,Divorced,,,White,Male,,2258.0,42.0,,<=50K
3800.0,Local-gov,162613.0,,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,2258.0,60.0,United-States,
57.0,,,Some-college,10.0,,Adm-clerical,,White,,,2258.0,38.0,United-States,>50K
36.0,Private,,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,2258.0,70.0,United-States,<=50K
,Federal-gov,29591.0,,13.0,Divorced,Tech-support,Not-in-family,White,Male,0.0,2258.0,400.0,United-States,>50K
-490.0,State-gov,2694170.0,,,Never-married,,,White,Female,,-22580.0,-500.0,United-States,>50K
44.0,Self-emp-inc,178510.0,Some-college,10.0,Never-married,Sales,,,Male,0.0,225800.0,60.0,,
55.0,Private,,,,,Farming-fishing,Not-in-family,White,Male,,2258.0,62.0,,>50K
4500.0,Private,,,9.0,,Farming-fishing,Not-in-family,White,,0.0,2258.0,44.0,United-States,
4800.0,,175070.0,,900.0,Divorced,,,White,Female,0.0,,40.0,United-States,
31.0,Private,,Bachelors,13.0,Married-civ-spouse,Exec-managerial,,White,,,2246.0,,United-States,>50K
55.0,Local-gov,-991310.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Other-relative,,Female,0.0,,40.0,United-States,>50K
70.0,Self-emp-not-inc,143833.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,22460.0,-400.0,United-States,>50K
-700.0,Self-emp-not-inc,,Masters,14.0,Married-civ-spouse,,Husband,White,,0.0,,8.0,United-States,>50K
73.0,Private,336007.0,Bachelors,13.0,Married-civ-spouse,,Husband,White,Male,0.0,-22460.0,40.0,United-States,>50K
72.0,Self-emp-not-inc,285408.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,,0.0,2246.0,-280.0,United-States,>50K
31.0,Private,327825.0,,900.0,,Machine-op-inspct,,White,Female,0.0,22380.0,,,
28.0,Private,-1294600.0,,6.0,Widowed,Adm-clerical,,,Female,0.0,2238.0,35.0,,<=50K
23.0,Self-emp-not-inc,,,13.0,Never-married,Adm-clerical,Own-child,White,,,2231.0,,,>50K
49.0,,102359.0,9th,,Widowed,,Unmarried,White,Male,,2231.0,4000.0,,>50K
27.0,Local-gov,9243100.0,Some-college,100.0,,Protective-serv,Not-in-family,White,Male,0.0,2231.0,40.0,,>50K
90.0,Private,51744.0,HS-grad,-90.0,Never-married,Other-service,Not-in-family,,,0.0,2206.0,40.0,,
6800.0,Private,166149.0,HS-grad,9.0,Widowed,Adm-clerical,Not-in-family,White,,0.0,,30.0,United-States,
65.0,Private,,HS-grad,-90.0,,,Unmarried,White,Female,0.0,2206.0,59.0,,<=50K
,?,143118.0,HS-grad,-90.0,Widowed,?,,White,Female,0.0,,10.0,United-States,<=50K
67.0,Private,118363.0,Bachelors,,,,Not-in-family,White,Female,0.0,2206.0,,,<=50K
66.0,Local-gov,,Bachelors,-130.0,Widowed,Prof-specialty,Not-in-family,Black,,0.0,2206.0,,,<=50K
,,379066.0,Some-college,,Never-married,Adm-clerical,,,,0.0,-22050.0,24.0,United-States,<=50K
44.0,Self-emp-not-inc,,Some-college,1000.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,,35.0,,<=50K
35.0,Private,,Some-college,,Never-married,,Own-child,White,Female,0.0,,40.0,United-States,<=50K
200.0,Private,,Assoc-acdm,12.0,Never-married,,Own-child,,Female,0.0,2205.0,18.0,United-States,<=50K
,Private,126675.0,HS-grad,9.0,,,Not-in-family,White,Male,0.0,2205.0,,United-States,<=50K
39.0,,155603.0,,,Never-married,Other-service,Own-child,Black,Female,0.0,-22050.0,40.0,United-States,
,Private,27882.0,Some-college,10.0,,,Other-relative,White,,,2205.0,40.0,Holand-Netherlands,<=50K
-420.0,,242564.0,7th-8th,400.0,,Handlers-cleaners,,Black,Male,,,,United-States,<=50K
,?,,HS-grad,9.0,Divorced,?,Not-in-family,White,Female,,2205.0,40.0,,
42.0,,23510.0,Masters,,,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0.0,2201.0,,India,>50K
,,,11th,7.0,Married-civ-spouse,,Husband,White,,,,40.0,United-States,<=50K
28.0,Private,,7th-8th,4.0,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,,2179.0,4000.0,,<=50K
41.0,Self-emp-inc,-1399160.0,Assoc-voc,11.0,,Sales,Husband,Other,,,2179.0,84.0,Mexico,<=50K
41.0,Self-emp-not-inc,144594.0,7th-8th,4.0,Married-civ-spouse,,,White,,0.0,2179.0,-400.0,,<=50K
58.0,Self-emp-not-inc,266707.0,1st-4th,2.0,,Transport-moving,,White,Male,0.0,2179.0,-180.0,United-States,<=50K
,,3031760.0,Some-college,10.0,,Exec-managerial,Husband,White,Male,0.0,-21790.0,40.0,United-States,
34.0,Self-emp-not-inc,56460.0,,900.0,Married-civ-spouse,Farming-fishing,Wife,White,Female,0.0,,12.0,United-States,<=50K
45.0,Private,,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,,Male,,217900.0,45.0,United-States,<=50K
29.0,Private,119004.0,HS-grad,9.0,Married-civ-spouse,,Wife,,,0.0,2179.0,4000.0,United-States,<=50K
47.0,Private,,,60.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,2179.0,,United-States,<=50K
40.0,,2128470.0,Some-college,100.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,2179.0,-400.0,United-States,<=50K
470.0,Self-emp-not-inc,-1911750.0,,,Married-civ-spouse,Sales,Husband,White,Male,0.0,2179.0,50.0,Mexico,<=50K
63.0,?,83043.0,Bachelors,,,?,,White,Male,0.0,2179.0,,United-States,<=50K
41.0,Self-emp-not-inc,170214.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,,,Male,0.0,,40.0,United-States,<=50K
34.0,Private,,Some-college,10.0,Married-civ-spouse,Transport-moving,,,Male,0.0,217900.0,40.0,,<=50K
,?,-1773510.0,,13.0,Married-civ-spouse,?,Husband,White,Male,,,40.0,,
,,111483.0,,10.0,Married-civ-spouse,Exec-managerial,,White,Male,0.0,2174.0,10.0,United-States,>50K
,Private,282642.0,,,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,,,40.0,United-States,
75.0,Self-emp-not-inc,309955.0,,1500.0,Married-civ-spouse,,Husband,,Male,,2174.0,50.0,United-States,
65.0,State-gov,-2159080.0,,,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,,40.0,United-States,>50K
,Federal-gov,,Some-college,100.0,Married-civ-spouse,Exec-managerial,Husband,Black,,,,40.0,,>50K
73.0,Private,147551.0,Some-college,10.0,,,Husband,,Male,0.0,2174.0,,,>50K
60.0,?,141221.0,Bachelors,,Married-civ-spouse,?,Husband,,Male,0.0,2163.0,25.0,South,
680.0,Self-emp-not-inc,,Assoc-voc,11.0,Married-civ-spouse,,Husband,White,Male,0.0,2149.0,40.0,United-States,<=50K
74.0,,119129.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,21490.0,20.0,United-States,<=50K
430.0,Private,143582.0,,,Married-civ-spouse,Machine-op-inspct,,Asian-Pac-Islander,Female,,2129.0,7200.0,?,<=50K
