abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
"['Intimidate', 'Shed Skin', 'Unnerve']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,-5.0,2.0,1.0,10.0,0.5,2.0,-10.0,1.0,1.0,60,5120,700,288,255,Snake Pokémon,44,1000000,20.0,35,Arboアーボ,Ekans,50.0,23,40,54,55,poison,,6.9,1,0
"['Intimidate', 'Shed Skin', 'Unnerve']",0.5,-10.0,1.0,1.0,0.5,0.5,1.0,-10.0,1.0,0.5,2.0,1.0,10.0,0.5,20.0,10.0,-10.0,-10.0,95,5120,700,448,90,Cobra Pokémon,690,-10000000,3.5,60,Arbokアーボック,Arbok,50.0,24,65,79,80,poison,,65.0,100,0
"['Static', 'Lightningrod']",-10.0,10.0,1.0,0.5,100.0,100.0,1.0,-5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,-10.0,50.0,1.0,55,256000,70,-3200,190,Mouse Pokémon,40,10000000,0.4,35,Pikachuピカチュウ,Pikachu,500.0,250,50,50,-900,electric,,6.0,1,0
"['Static', 'Lightningrod', 'Surge Surfer']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,10.0,100.0,1.0,1.0,1.0,0.5,1.0,8500,2560,-700,485,75,Mouse Pokémon,50,-10000000,,60,Raichuライチュウ,Raichu,5000.0,26,950,85,110,electric,electric,,1,0
"['Sand Veil', 'Sand Rush', 'Snow Cloak', 'Slush Rush']",1.0,1.0,1.0,0.0,-10.0,-10.0,1.0,1.0,100.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,75,5120,700,30000,255,Mouse Pokémon,-900,1000000,,50,Sandサンド,Sandshrew,50.0,27,-100,35,40,ground,ice,,100,0
"['Sand Veil', 'Sand Rush', 'Snow Cloak', 'Slush Rush']",1.0,10.0,1.0,0.0,1.0,1.0,1.0,-10.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,-1000,5120,70,450,90,Mouse Pokémon,120,1000000,,75,Sandpanサンドパン,Sandslash,50.0,28,25,6500,65,ground,ice,,-10,0
"['Poison Point', 'Rivalry', 'Hustle']",-5.0,-10.0,1.0,-10.0,0.5,0.5,1.0,1.0,1.0,50.0,2.0,1.0,10.0,0.5,2.0,1.0,1.0,100.0,47,5120,70,27500,235,Poison Pin Pokémon,52,-10598600,4.0,55,Nidoran?ニドラン♀,Nidoran♀,0.0,29,40,400,41,poison,,7.0,1,0
"['Poison Point', 'Rivalry', 'Hustle']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,20.0,100.0,100.0,1.0,62,5120,70,365,120,Poison Pin Pokémon,6700,1059860,0.8,70,Nidorinaニドリーナ,Nidorina,0.0,3000,55,55,56,poison,,20.0,100,0
"['Poison Point', 'Rivalry', 'Sheer Force']",0.5,1.0,1.0,0.0,0.5,0.5,100.0,10.0,1.0,1.0,20.0,2.0,10.0,0.25,2.0,0.5,1.0,2.0,920,-51200,70,505,45,Drill Pokémon,87,-10598600,1.3,-900,Nidoqueenニドクイン,Nidoqueen,0.0,310,75,85,76,poison,ground,6000.0,1,0
"['Poison Point', 'Rivalry', 'Hustle']",0.5,1.0,1.0,10.0,0.5,0.5,1.0,1.0,1.0,5.0,2.0,-10.0,1.0,-5.0,2.0,1.0,1.0,100.0,57,5120,70,273,235,Poison Pin Pokémon,40,1059860,0.5,4600,Nidoran?ニドラン♂,Nidoran♂,1000.0,32,40,4000,-500,poison,,9.0,1,0
"['Poison Point', 'Rivalry', 'Hustle']",0.5,10.0,1.0,1.0,5.0,0.5,1.0,-10.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,100.0,72,5120,70,365,120,Poison Pin Pokémon,57,1059860,0.9,61,Nidorinoニドリーノ,Nidorino,100.0,33,5500,55,65,poison,,19.5,1,0
"['Poison Point', 'Rivalry', 'Sheer Force']",5.0,1.0,1.0,-0.0,0.5,50.0,100.0,1.0,1.0,1.0,-20.0,2.0,1.0,0.25,2.0,5.0,1.0,-20.0,102,51200,7000,505,45,Drill Pokémon,7700,1059860,14.0,81,Nidokingニドキング,Nidoking,100.0,34,85,75,85,poison,ground,62.0,-10,0
"['Cute Charm', 'Magic Guard', 'Friend Guard']",5.0,0.5,-0.0,1.0,1.0,50.0,10.0,1.0,1.0,10.0,10.0,1.0,10.0,2.0,100.0,1.0,2.0,1.0,45,2560,1400,323,150,Fairy Pokémon,48,800000,0.6,70,Pippiピッピ,Clefairy,24.6,35,-600,6500,35,fairy,,7.5,10,0
"['Cute Charm', 'Magic Guard', 'Unaware']",-5.0,0.5,-0.0,100.0,1.0,50.0,1.0,100.0,1.0,100.0,10.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,70,2560,140,483,25,Fairy Pokémon,7300,800000,1.3,95,Pixyピクシー,Clefable,24.6,36,95,-900,60,fairy,,40.0,1,0
"['Flash Fire', 'Drought', 'Snow Cloak', 'Snow Warning']",0.5,1.0,1.0,-10.0,0.5,1.0,0.5,10.0,1.0,50.0,2.0,0.5,1.0,1.0,1.0,2.0,0.5,-20.0,41,5120,70,299,190,Fox Pokémon,40,1000000,,38,Rokonロコン,Vulpix,24.6,3700,-500,65,65,fire,ice,,1,0
"['Flash Fire', 'Drought', 'Snow Cloak', 'Snow Warning']",-5.0,1.0,1.0,1.0,0.5,1.0,0.5,10.0,1.0,0.5,2.0,5.0,100.0,100.0,1.0,2.0,0.5,2.0,67,5120,700,505,75,Fox Pokémon,75,1000000,,73,Kyukonキュウコン,Ninetales,-246.0,380,81,100,109,fire,ice,,1,0
"['Cute Charm', 'Competitive', 'Friend Guard']",0.5,0.5,0.0,-10.0,100.0,1.0,10.0,1.0,0.0,1.0,10.0,10.0,1.0,2.0,1.0,1.0,2.0,1.0,45,-25600,70,27000,170,Balloon Pokémon,20,800000,0.5,115,Purinプリン,Jigglypuff,24.6,-390,45,25,20,normal,fairy,5.5,10,0
"['Cute Charm', 'Competitive', 'Frisk']",0.5,0.5,0.0,1.0,-10.0,10.0,1.0,10.0,0.0,1.0,100.0,1.0,10.0,2.0,10.0,1.0,200.0,-10.0,700,256000,700,435,50,Balloon Pokémon,-450,800000,10.0,140,Pukurinプクリン,Wigglytuff,24.6,40,8500,50,45,normal,fairy,12.0,1,0
"['Inner Focus', 'Infiltrator']",0.25,-10.0,1.0,2.0,-5.0,0.25,1.0,1.0,1.0,0.25,0.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0,45,3840,70,245,255,Bat Pokémon,35,1000000,0.8,40,Zubatズバット,Zubat,50.0,41,30,400,55,poison,flying,7.5,1,0
"['Inner Focus', 'Infiltrator']",0.25,1.0,1.0,20.0,0.5,-2.5,1.0,100.0,10.0,0.25,0.0,2.0,1.0,0.5,2.0,20.0,1.0,10.0,80,3840,70,455,90,Bat Pokémon,70,100000000,16.0,75,Golbatゴルバット,Golbat,50.0,42,6500,75,90,poison,flying,55.0,100,0
"['Chlorophyll', 'Run Away']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,10.0,0.25,1.0,2.0,10.0,10.0,2.0,1.0,1.0,0.5,50,5120,70,-3200,255,Weed Pokémon,55,1059860,-5.0,450,Nazonokusaナゾノクサ,Oddish,50.0,43,75,65,30,grass,poison,54.0,1,0
"['Chlorophyll', 'Stench']",1.0,-10.0,1.0,5.0,0.5,0.5,2.0,20.0,10.0,0.25,1.0,2.0,-10.0,-10.0,2.0,1.0,-10.0,0.5,65,5120,70,395,120,Weed Pokémon,70,-10598600,0.8,60,Kusaihanaクサイハナ,Gloom,50.0,44,850,75,-400,grass,poison,8.6,1,0
"['Chlorophyll', 'Effect Spore']",1.0,1.0,1.0,-5.0,50.0,0.5,2.0,2.0,1.0,0.25,10.0,2.0,1.0,1.0,2.0,1.0,10.0,0.5,80,51200,700,490,45,Flower Pokémon,85,1059860,1.2,75,Ruffresiaラフレシア,Vileplume,50.0,45,110,90,50,grass,poison,-186.0,1,0
"['Effect Spore', 'Dry Skin', 'Damp']",2.0,1.0,100.0,5.0,10.0,50.0,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,70,-51200,-700,285,190,Mushroom Pokémon,55,1000000,0.3,35,Parasパラス,Paras,50.0,46,-450,55,-250,bug,grass,5.4,1,0
"['Effect Spore', 'Dry Skin', 'Damp']",2.0,1.0,1.0,0.5,100.0,0.5,4.0,4.0,1.0,0.25,2.5,2.0,1.0,2.0,1.0,-20.0,1.0,0.5,95,5120,70,405,75,Mushroom Pokémon,80,1000000,1.0,60,Parasectパラセクト,Parasect,50.0,47,60,80,300,bug,grass,295.0,1,0
"['Compoundeyes', 'Tinted Lens', 'Run Away']",0.5,1.0,100.0,-10.0,0.5,-2.5,2.0,2.0,1.0,2.5,-10.0,1.0,10.0,0.5,2.0,-20.0,-10.0,1.0,55,5120,-700,3050,190,Insect Pokémon,50,-10000000,1.0,60,Kongpangコンパン,Venonat,50.0,48,40,55,45,bug,poison,30.0,1,0
"['Shield Dust', 'Tinted Lens', 'Wonder Skin ']",50.0,10.0,1.0,1.0,0.5,0.25,2.0,20.0,1.0,0.25,-10.0,1.0,1.0,0.5,200.0,2.0,1.0,1.0,65,5120,70,450,75,Poison Moth Pokémon,60,1000000,1.5,70,Morphonモルフォン,Venomoth,50.0,49,-900,75,90,bug,poison,12.5,1,0
"['Sand Veil', 'Arena Trap', 'Sand Force', 'Sand Veil', 'Tangling Hair', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,200.0,1.0,0.5,1.0,0.5,1.0,-20.0,55,5120,700,265,255,Mole Pokémon,30,1000000,,10,Digdaディグダ,Diglett,-500.0,5000,35,45,90,ground,ground,,1,0
"['Sand Veil', 'Arena Trap', 'Sand Force', 'Sand Veil', 'Tangling Hair', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,50.0,1.0,2.0,-1000,5120,70,425,50,Mole Pokémon,6000,1000000,,-350,Dugtrioダグトリオ,Dugtrio,50.0,51,50,70,110,ground,ground,,1,0
"['Pickup', 'Technician', 'Unnerve', 'Pickup', 'Technician', 'Rattled']",-10.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-10.0,1.0,1.0,1.0,1.0,35,5120,70,-2900,255,Scratch Cat Pokémon,35,1000000,,-400,Nyarthニャース,Meowth,50.0,52,50,40,90,normal,dark,,10,0
"['Limber', 'Technician', 'Unnerve', 'Fur Coat', 'Technician', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,10.0,0.0,1.0,1.0,100.0,1.0,1.0,10.0,1.0,1.0,10.0,60,-51200,70,440,90,Classy Cat Pokémon,60,-10000000,,65,Persianペルシアン,Persian,50.0,53,-750,65,115,normal,dark,,1,0
"['Damp', 'Cloud Nine', 'Swift Swim']",1.0,10.0,1.0,2.0,1.0,-10.0,0.5,10.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,10.0,0.5,0.5,520,512000,70,320,190,Duck Pokémon,48,1000000,0.8,50,Koduckコダック,Psyduck,5000.0,54,65,50,55,water,,19.6,-10,0
"['Damp', 'Cloud Nine', 'Swift Swim']",1.0,1.0,1.0,2.0,10.0,1.0,0.5,1.0,1.0,20.0,10.0,50.0,1.0,100.0,1.0,10.0,0.5,0.5,820,5120,70,500,75,Duck Pokémon,780,-10000000,17.0,80,Golduckゴルダック,Golduck,5000.0,55,95,80,85,water,,76.6,1,0
"['Vital Spirit', 'Anger Point', 'Defiant']",0.5,0.5,100.0,1.0,2.0,1.0,1.0,2.0,-10.0,1.0,1.0,10.0,100.0,1.0,2.0,0.5,1.0,10.0,8000,512000,70,305,190,Pig Monkey Pokémon,350,1000000,0.5,40,Mankeyマンキー,Mankey,50.0,56,35,45,70,fighting,,28.0,1,0
"['Vital Spirit', 'Anger Point', 'Defiant']",0.5,0.5,10.0,1.0,2.0,-10.0,100.0,-20.0,100.0,1.0,1.0,1.0,-10.0,1.0,2.0,50.0,-10.0,1.0,105,5120,70,455,75,Pig Monkey Pokémon,-600,1000000,-10.0,65,Okorizaruオコリザル,Primeape,50.0,57,60,70,95,fighting,,32.0,1,0
"['Intimidate', 'Flash Fire', 'Justified']",5.0,1.0,1.0,1.0,50.0,1.0,0.5,1.0,10.0,-5.0,2.0,0.5,100.0,-10.0,1.0,2.0,5.0,2.0,7000,5120,70,350,190,Puppy Pokémon,450,1250000,0.7,55,Gardieガーディ,Growlithe,75.4,5800,70,50,60,fire,,1900.0,1,0
"['Intimidate', 'Flash Fire', 'Justified']",0.5,1.0,-10.0,1.0,0.5,1.0,50.0,100.0,1.0,50.0,2.0,0.5,1.0,1.0,1.0,20.0,0.5,200.0,1100,5120,70,555,75,Legendary Pokémon,80,1250000,1.9,9000,Windieウインディ,Arcanine,75.4,59,10000,80,95,fire,,155.0,100,0
"['Water Absorb', 'Damp', 'Swift Swim']",1.0,100.0,-10.0,2.0,1.0,1.0,50.0,1.0,1.0,2.0,1.0,50.0,100.0,1.0,100.0,1.0,5.0,0.5,50,5120,70,300,255,Tadpole Pokémon,40,1059860,0.6,40,Nyoromoニョロモ,Poliwag,50.0,6000,40,40,900,water,,12.4,1,0
"['Water Absorb', 'Damp', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,-5.0,1.0,1.0,1.0,1.0,50.0,50.0,65,5120,70,3850,120,Tadpole Pokémon,65,1059860,1.0,65,Nyorozoニョロゾ,Poliwhirl,50.0,61,50,-500,90,water,,20.0,1,0
"['Water Absorb', 'Damp', 'Swift Swim']",0.5,0.5,1.0,2.0,2.0,100.0,5.0,2.0,1.0,2.0,1.0,0.5,1.0,1.0,200.0,0.5,0.5,0.5,95,-51200,70,-5100,45,Tadpole Pokémon,95,1059860,1.3,90,Nyorobonニョロボン,Poliwrath,50.0,-620,-700,90,7000,water,fighting,5400.0,1,0
"['Synchronize', 'Inner Focus', 'Magic Guard']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,-10.0,1.0,1.0,100.0,50.0,10.0,-10.0,1.0,20,5120,70,310,200,Psi Pokémon,15,1059860,0.9,25,Caseyケーシィ,Abra,75.4,-630,105,55,9000,psychic,,19.5,1,0
"['Synchronize', 'Inner Focus', 'Magic Guard']",2.0,2.0,1.0,1.0,1.0,0.5,-10.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,0.5,1.0,1.0,1.0,350,5120,70,400,100,Psi Pokémon,-300,1059860,13.0,40,Yungererユンゲラー,Kadabra,75.4,640,120,70,10500,psychic,,56.5,1,0
"['Synchronize', 'Inner Focus', 'Magic Guard']",-20.0,2.0,100.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100.0,1.0,500,5120,70,-6000,50,Psi Pokémon,65,1059860,1.5,55,Foodinフーディン,Alakazam,75.4,65,175,10500,150,psychic,,-480.0,100,0
"['Guts', 'No Guard', 'Steadfast']",-5.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,10.0,1.0,100.0,10.0,10.0,1.0,200.0,0.5,1.0,1.0,80,5120,700,305,180,Superpower Pokémon,50,105986000,0.8,70,Wanrikyワンリキー,Machop,75.4,660,35,-350,35,fighting,,-195.0,1,0
"['Guts', 'No Guard', 'Steadfast']",-5.0,0.5,-10.0,1.0,2.0,1.0,-10.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,100,5120,70,40500,90,Superpower Pokémon,70,1059860,-15.0,80,Gorikyゴーリキー,Machoke,75.4,67,50,60,45,fighting,,70.5,1,0
"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,100.0,130,5120,70,505,45,Superpower Pokémon,80,1059860,1.6,-900,Kairikyカイリキー,Machamp,7540.000000000001,68,65,85,550,fighting,,130.0,10,0
"['Chlorophyll', 'Gluttony']",1.0,1.0,100.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,10.0,1.0,2.0,1.0,1.0,0.5,75,5120,70,3000,255,Flower Pokémon,35,1059860,0.7,500,Madatsubomiマダツボミ,Bellsprout,50.0,-690,70,3000,40,grass,poison,4.0,1,0
"['Chlorophyll', 'Gluttony']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,100.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,90,5120,70,390,120,Flycatcher Pokémon,50,1059860,1.0,65,Utsudonウツドン,Weepinbell,50.0,700,85,45,55,grass,poison,6.4,1,0
"['Chlorophyll', 'Gluttony']",1.0,100.0,1.0,0.5,-5.0,-5.0,2.0,-20.0,1.0,0.25,1.0,2.0,1.0,-10.0,2.0,10.0,1.0,0.5,105,-51200,-700,490,45,Flycatcher Pokémon,65,1059860,1.7,80,Utsubotウツボット,Victreebel,50.0,71,100,70,-700,grass,poison,15.5,-10,0
"['Clear Body', 'Liquid Ooze', 'Rain Dish']",0.5,100.0,1.0,2.0,0.5,-5.0,0.5,1.0,1.0,1.0,2.0,-5.0,10.0,0.5,-20.0,1.0,5.0,0.5,-400,5120,70,335,190,Jellyfish Pokémon,35,1250000,9.0,40,Menokurageメノクラゲ,Tentacool,50.0,72,50,100,700,water,poison,45.5,1,0
"['Clear Body', 'Liquid Ooze', 'Rain Dish']",0.5,1.0,1.0,-20.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,5.0,2.0,1.0,0.5,0.5,700,5120,70,515,60,Jellyfish Pokémon,-650,1250000,1.6,80,Dokukurageドククラゲ,Tentacruel,500.0,73,80,120,100,water,poison,55.0,1,0
"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",10.0,1.0,10.0,0.0,1.0,2.0,0.5,0.5,-10.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,-40.0,800,38400,70,300,255,Rock Pokémon,100,10598600,,-400,Isitsubuteイシツブテ,Geodude,5000.0,74,30,30,20,rock,ground,,1,0
"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,20.0,0.5,50.0,100.0,4.0,2.0,2.0,0.5,2.5,1.0,0.5,2.0,400.0,95,3840,70,390,120,Rock Pokémon,115,1059860,,55,Goloneゴローン,Graveler,50.0,75,4500,45,350,rock,ground,,1,0
"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,100.0,10.0,0.0,1.0,2.0,0.5,50.0,1.0,4.0,2.0,20.0,0.5,0.25,100.0,0.5,2.0,4.0,120,3840,7000,495,45,Megaton Pokémon,130,1059860,,800,Golonyaゴローニャ,Golem,500.0,76,55,65,45,rock,ground,,-10,0
"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,10.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85,-51200,7000,410,190,Fire Horse Pokémon,55,1000000,1.0,50,Ponytaポニータ,Ponyta,50.0,77,65,65,90,fire,,30.0,1,0
