customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
,Female,0.0,,,,Yes,,Fiber optic,No,Yes,,No,No,,Month-to-month,Yes,,90.05,1862.9,No
8779-QRDMV,Male,1.0,No,No,1.0,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,,39.65,,Yes
1680-VDCWW,Male,0.0,Yes,No,12.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,,,,Bank transfer (automatic),19.8,202.25,
,Male,,No,No,,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,,,Yes
,Female,,Yes,No,58.0,Yes,Yes,,No,Yes,No,Yes,No,No,Two year,,,59.9,3505.1,
6322-HRPFA,,0.0,Yes,,49.0,Yes,No,DSL,,,No,Yes,No,,Month-to-month,No,Credit card (automatic),59.6,,No
6865-JZNKO,Female,,No,No,,Yes,No,DSL,Yes,,,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1530.6,
6467-CHFZW,Male,0.0,Yes,Yes,47.0,Yes,Yes,Fiber optic,No,,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.35,4749.15,
8665-UTDHZ,Male,0.0,Yes,Yes,1.0,No,No phone service,DSL,,Yes,No,No,No,No,,No,,30.2,30.2,Yes
5248-YGIJN,Male,0.0,Yes,No,72.0,Yes,,,Yes,,,Yes,Yes,Yes,,Yes,Credit card (automatic),,6369.45,No
8773-HHUOZ,Female,0.0,,Yes,,,No,DSL,No,No,,,Yes,,Month-to-month,Yes,Mailed check,64.7,1093.1,Yes
,Female,1.0,,,71.0,Yes,Yes,,,Yes,Yes,,,No,Two year,Yes,Credit card (automatic),96.35,6766.95,No
4929-XIHVW,Male,1.0,Yes,No,2.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),,181.65,No
6827-IEAUQ,Female,0.0,Yes,,27.0,,,DSL,Yes,Yes,Yes,Yes,,,One year,No,,66.15,,
7310-EGVHZ,Male,,No,No,1.0,Yes,,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,No,Bank transfer (automatic),20.2,20.2,
3413-BMNZE,Male,1.0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,,No,Bank transfer (automatic),45.25,45.25,No
6234-RAAPL,Female,0.0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,,No,Yes,Yes,No,Two year,,Bank transfer (automatic),99.9,7251.7,No
6047-YHPVI,Male,,No,No,5.0,Yes,No,Fiber optic,No,No,No,No,No,,Month-to-month,,Electronic check,69.7,,
6572-ADKRS,Female,0.0,No,No,46.0,,,Fiber optic,,No,Yes,No,,No,,,Credit card (automatic),74.8,,No
,Male,0.0,,No,34.0,Yes,,Fiber optic,No,Yes,Yes,,,Yes,Month-to-month,Yes,Electronic check,,3549.25,Yes
8168-UQWWF,,0.0,No,No,,,,,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,,Yes
,Male,,Yes,Yes,10.0,Yes,No,DSL,No,Yes,,No,No,No,One year,No,Mailed check,49.55,,
9489-DEDVP,Female,0.0,Yes,Yes,70.0,,,DSL,,,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,No
9867-JCZSP,Female,0.0,Yes,Yes,,,,No,No internet service,No internet service,,No internet service,,No internet service,One year,No,Mailed check,20.75,418.25,No
,Female,0.0,No,No,,Yes,Yes,DSL,Yes,,Yes,Yes,Yes,No,,Yes,Credit card (automatic),79.85,4861.45,No
,Female,0.0,Yes,,13.0,,Yes,DSL,Yes,Yes,No,,Yes,No,Month-to-month,Yes,Electronic check,,,No
3714-NTNFO,Female,0.0,No,,49.0,Yes,Yes,Fiber optic,,No,No,,No,,Month-to-month,Yes,Electronic check,84.5,3906.7,No
5948-UJZLF,Male,0.0,,No,2.0,Yes,,DSL,No,Yes,No,,No,No,Month-to-month,No,,49.25,97,
7760-OYPDY,,0.0,No,No,2.0,Yes,No,Fiber optic,No,No,,,Yes,No,,Yes,Electronic check,80.65,,Yes
7639-LIAYI,Male,0.0,,,,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.8,No
2954-PIBKO,Female,0.0,,Yes,69.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,No
8012-SOUDQ,Female,1.0,No,,43.0,Yes,Yes,,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,No
9420-LOJKX,Female,0.0,,No,15.0,Yes,No,Fiber optic,,Yes,,No,Yes,Yes,,,Credit card (automatic),99.1,1426.4,Yes
6575-SUVOI,Female,1.0,Yes,No,25.0,Yes,Yes,,Yes,No,No,Yes,Yes,No,,Yes,Credit card (automatic),69.5,1752.65,No
,Female,1.0,Yes,No,8.0,Yes,Yes,Fiber optic,No,Yes,,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,Yes
,Female,,Yes,Yes,60.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,,One year,Yes,,74.85,4456.35,No
,,1.0,,No,,Yes,Yes,Fiber optic,No,No,,,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,,Yes
,Female,,Yes,Yes,63.0,Yes,Yes,Fiber optic,,,No,No,Yes,,One year,Yes,Credit card (automatic),99.65,,
5067-XJQFU,Male,1.0,Yes,,66.0,,Yes,Fiber optic,No,Yes,Yes,,Yes,Yes,One year,Yes,Electronic check,,7076.35,No
3957-SQXML,Female,0.0,Yes,Yes,34.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,,,No,Credit card (automatic),,,No
,,0.0,,No,72.0,Yes,Yes,,No,,Yes,,Yes,,Two year,Yes,Credit card (automatic),107.5,,
,,,Yes,,47.0,Yes,,Fiber optic,,,Yes,,,,Month-to-month,Yes,Electronic check,100.5,,No
,,0.0,No,No,60.0,Yes,Yes,Fiber optic,No,Yes,No,,Yes,No,Month-to-month,Yes,,89.9,5450.7,No
0526-SXDJP,Male,0.0,Yes,No,,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,,No
0557-ASKVU,Female,0.0,Yes,Yes,18.0,Yes,,,,No,Yes,,No,No,One year,Yes,,54.4,957.1,No
5698-BQJOH,Female,0.0,No,No,,Yes,Yes,Fiber optic,No,,,,,Yes,Month-to-month,No,Electronic check,94.4,857.25,Yes
5122-CYFXA,Female,,No,No,,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,,Yes,Electronic check,75.3,244.1,No
8627-ZYGSZ,Male,0.0,Yes,No,47.0,Yes,Yes,,No,Yes,No,,,No,One year,Yes,,78.9,,
,Female,0.0,No,,31.0,Yes,,DSL,,Yes,,,Yes,Yes,Two year,No,Mailed check,79.2,2497.2,No
,Female,,Yes,Yes,,Yes,No,No,,No internet service,No internet service,,No internet service,No internet service,,No,Bank transfer (automatic),20.15,930.9,No
7410-OIEDU,Male,0.0,No,No,10.0,Yes,No,,Yes,No,,,No,No,Month-to-month,Yes,Mailed check,79.85,,No
,Male,,No,No,,Yes,No,DSL,,No,No,,,,Month-to-month,No,Mailed check,,49.05,No
,Female,0.0,Yes,Yes,52.0,Yes,No,,,,,No internet service,,No internet service,,Yes,Electronic check,20.4,1090.65,
1891-QRQSA,Male,1.0,Yes,Yes,,Yes,Yes,Fiber optic,,No,Yes,Yes,Yes,Yes,,Yes,Bank transfer (automatic),111.6,,No
8028-PNXHQ,Male,,Yes,Yes,62.0,Yes,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,,Yes,Bank transfer (automatic),,1424.6,No
5630-AHZIL,Female,0.0,,Yes,3.0,Yes,No,DSL,Yes,No,No,Yes,No,,,Yes,Bank transfer (automatic),,177.4,
2673-CXQEU,Female,1.0,No,No,,Yes,,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,,Electronic check,110.5,6139.5,
6416-JNVRK,Female,0.0,No,No,46.0,Yes,,,,No,No,No,,,One year,No,Credit card (automatic),55.65,,No
,Female,0.0,Yes,Yes,8.0,,No,DSL,Yes,Yes,No,No,,,Month-to-month,No,Mailed check,,,No
0191-ZHSKZ,Male,1.0,No,No,,,No,DSL,,Yes,,,Yes,Yes,Month-to-month,,Electronic check,74.75,2111.3,No
3887-PBQAO,,0.0,Yes,Yes,,Yes,Yes,No,,No internet service,No internet service,,No internet service,,One year,Yes,Credit card (automatic),25.9,1216.6,No
5919-TMRGD,Female,0.0,No,,,Yes,No,Fiber optic,No,No,,,Yes,No,,Yes,Electronic check,79.35,79.35,Yes
8108-UXRQN,,0.0,,Yes,11.0,No,No phone service,DSL,Yes,No,,No,Yes,Yes,Month-to-month,No,Electronic check,,565.35,No
9191-MYQKX,Female,,Yes,No,7.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,Yes
,Female,0.0,,No,42.0,,No,,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),,,No
0318-ZOPWS,Female,0.0,Yes,,49.0,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,Two year,Yes,,20.15,973.35,No
4445-ZJNMU,Male,,No,No,,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),,,No
4808-YNLEU,Female,0.0,,No,35.0,,No,DSL,,No,,,Yes,No,,Yes,Bank transfer (automatic),,2215.45,No
,Female,0.0,Yes,,48.0,,No,No,,No internet service,,No internet service,No internet service,No internet service,Two year,No,,20.65,1057,
2796-NNUFI,Female,0.0,Yes,Yes,46.0,,No,No,,,,No internet service,No internet service,,Two year,,Mailed check,19.95,927.1,No
,Male,0.0,,,29.0,No,No phone service,DSL,No,No,,No,Yes,No,Month-to-month,No,,33.75,1009.25,
4767-HZZHQ,Male,0.0,,Yes,30.0,Yes,,Fiber optic,No,,Yes,No,No,No,,,Bank transfer (automatic),,2570.2,No
2424-WVHPL,Male,1.0,No,No,1.0,Yes,,Fiber optic,No,,No,Yes,,,,No,Electronic check,,74.7,
,Male,0.0,Yes,Yes,66.0,,Yes,,Yes,No,,,Yes,Yes,Two year,Yes,Mailed check,,5714.25,No
6067-NGCEU,Female,0.0,No,,,Yes,,,,Yes,Yes,No,,Yes,Month-to-month,Yes,,111.05,,
9848-JQJTX,,0.0,No,No,72.0,Yes,Yes,,No,Yes,Yes,No,Yes,Yes,,Yes,,,7459.05,No
8637-XJIVR,Female,,No,,12.0,,,,Yes,No,No,No,No,No,Month-to-month,,Electronic check,78.95,,Yes
9803-FTJCG,Male,,,Yes,,Yes,Yes,DSL,,Yes,,Yes,No,No,One year,Yes,Credit card (automatic),66.85,4748.7,No
0278-YXOOG,Male,0.0,,No,5.0,Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,,113.85,
3212-KXOCR,Male,,No,,,Yes,No,No,No internet service,,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),,1107.2,No
4598-XLKNJ,Female,1.0,Yes,No,25.0,Yes,No,,No,Yes,Yes,,Yes,Yes,Month-to-month,Yes,Electronic check,,2514.5,
6380-ARCEH,Male,0.0,No,No,,Yes,,No,No internet service,,No internet service,No internet service,No internet service,,,No,Mailed check,20.2,,
3679-XASPY,Female,,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,,No internet service,No internet service,No internet service,Month-to-month,No,,19.45,,No
7123-WQUHX,Male,0.0,No,No,38.0,Yes,Yes,,,No,,,,No,,No,Bank transfer (automatic),95.0,3605.6,
5386-THSLQ,Female,1.0,,No,,No,No phone service,,,,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,No
3192-NQECA,Male,0.0,Yes,,68.0,Yes,Yes,Fiber optic,No,Yes,Yes,,Yes,Yes,Two year,Yes,Bank transfer (automatic),,7611.85,Yes
6180-YBIQI,Male,0.0,,No,5.0,,No phone service,DSL,No,No,No,No,No,,,,Mailed check,24.3,100.2,
6728-DKUCO,Female,0.0,,Yes,72.0,Yes,Yes,,Yes,Yes,No,,Yes,Yes,One year,Yes,,,7303.05,No
,Female,0.0,,No,,,No phone service,DSL,Yes,No,No,No,,,One year,No,Mailed check,30.15,927.65,No
8597-CWYHH,Male,,,No,43.0,Yes,Yes,Fiber optic,No,No,No,,,Yes,,No,Mailed check,,3921.3,No
,Male,0.0,Yes,Yes,72.0,,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,No,,,1363.25,No
0486-HECZI,Male,0.0,,No,,Yes,Yes,Fiber optic,Yes,Yes,No,,Yes,No,Month-to-month,Yes,Electronic check,,5238.9,
4549-ZDQYY,Female,,,No,52.0,Yes,No,DSL,Yes,No,Yes,,No,No,,,Credit card (automatic),57.95,,No
5712-AHQNN,,0.0,No,No,43.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,,91.65,3954.1,No
4846-WHAFZ,,1.0,Yes,No,37.0,Yes,,Fiber optic,No,No,No,,,,,,Electronic check,76.5,2868.15,Yes
5256-SKJGO,Female,,Yes,,64.0,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,,,No
3071-VBYPO,Male,0.0,Yes,Yes,3.0,Yes,No,Fiber optic,,Yes,No,,Yes,No,,No,,89.85,248.4,No
9560-BBZXK,Female,0.0,,No,36.0,No,,DSL,,,No,No,No,No,,No,,31.05,1126.35,No
5299-RULOA,,0.0,Yes,Yes,10.0,,,,Yes,,No,,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,Yes
,Female,0.0,No,No,41.0,Yes,No,No,,,No internet service,No internet service,No internet service,,Two year,,Mailed check,20.65,835.15,No
9445-ZUEQE,Male,,Yes,Yes,27.0,,Yes,,No,Yes,,Yes,,No,Month-to-month,,Credit card (automatic),,2151.6,No
1091-SOZGA,Female,0.0,Yes,Yes,56.0,,,Fiber optic,No,No,Yes,No,Yes,,One year,Yes,,99.8,,No
,Female,0.0,,,6.0,,No,No,No internet service,No internet service,No internet service,No internet service,,,,No,Mailed check,20.7,112.75,No
0404-SWRVG,Male,0.0,No,No,,Yes,Yes,Fiber optic,No,No,No,No,No,No,,Yes,Electronic check,74.4,229.55,
6497-TILVL,Female,0.0,Yes,,7.0,Yes,No,,Yes,No,No,No,No,No,,No,Mailed check,50.7,350.35,
,,,Yes,Yes,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,,,Mailed check,20.85,62.9,No
4622-YNKIJ,,,,No,33.0,,No,,Yes,No,No,Yes,Yes,No,,Yes,Electronic check,88.95,3027.65,No
4412-YLTKF,,1.0,No,No,,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,,Yes
6734-PSBAW,Male,0.0,Yes,,,Yes,Yes,No,No internet service,,No internet service,No internet service,,No internet service,Two year,,,23.55,1723.95,No
3930-ZGWVE,Male,0.0,No,,1.0,,No,No,,No internet service,No internet service,No internet service,,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No
2639-UGMAZ,Male,,,,71.0,No,,DSL,Yes,Yes,No,No,Yes,,One year,Yes,,56.45,3985.35,
2876-GZYZC,,,No,No,,,,,No,No,No,No,No,Yes,,Yes,Electronic check,85.95,1215.65,
6207-WIOLX,Female,0.0,Yes,Yes,25.0,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),,1502.65,Yes
,Male,,No,,67.0,,,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,
,,0.0,,No,1.0,No,No phone service,,No,,No,,No,Yes,Month-to-month,,,35.45,35.45,Yes
2372-HWUHI,,0.0,No,No,2.0,Yes,No,,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,
7799-LGRDP,Female,0.0,No,No,43.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,No
7850-VWJUU,Female,,No,,23.0,Yes,No,,Yes,No,No,No,,No,Month-to-month,Yes,,75.0,1778.5,No
3774-VBNXY,Female,0.0,,,64.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Two year,No,Mailed check,20.2,1277.75,No
6217-KDYWC,,,,Yes,57.0,Yes,,No,No internet service,,No internet service,No internet service,No internet service,No internet service,Two year,Yes,,19.6,1170.55,No
0390-DCFDQ,Female,1.0,Yes,No,,Yes,,Fiber optic,No,No,No,,No,No,Month-to-month,Yes,Mailed check,,70.45,Yes
3146-MSEGF,,1.0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,,Two year,Yes,,88.05,6425.65,No
4080-OGPJL,Female,,No,No,,Yes,Yes,,Yes,No,,,No,Yes,Month-to-month,No,,71.15,,Yes
1095-WGNGG,Female,,Yes,No,61.0,,Yes,,No,,,No,Yes,,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No
2636-SJDOU,Male,0.0,No,No,64.0,Yes,,Fiber optic,,,,No,No,No,,,,,5289.05,No
1131-QQZEB,Male,1.0,Yes,No,,Yes,Yes,,No internet service,No internet service,,No internet service,No internet service,,Two year,No,Bank transfer (automatic),23.95,1756.2,No
5716-EZXZN,,,,Yes,65.0,,,Fiber optic,Yes,Yes,No,,,No,,,Credit card (automatic),,,No
6837-BJYDQ,Male,0.0,No,,3.0,Yes,,,No internet service,No internet service,,No internet service,No internet service,No internet service,One year,,Mailed check,19.6,61.35,No
2135-RXIHG,Male,,No,No,1.0,,No,DSL,,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes
6440-DKQGE,Male,0.0,No,Yes,,Yes,,DSL,No,Yes,Yes,,,No,,No,Credit card (automatic),64.5,1929.95,No
3466-BYAVD,Male,0.0,Yes,Yes,15.0,,No,DSL,,,,Yes,,Yes,,Yes,Mailed check,69.5,1071.4,No
3780-YVMFA,Female,0.0,Yes,Yes,8.0,,,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No
3874-EQOEP,Male,0.0,No,,7.0,Yes,Yes,Fiber optic,No,No,,No,Yes,Yes,Month-to-month,,Mailed check,95.0,,Yes
,,0.0,Yes,Yes,,Yes,Yes,Fiber optic,Yes,Yes,Yes,,Yes,,One year,Yes,Credit card (automatic),108.15,7930.55,
9073-ZZIAY,Male,0.0,,Yes,62.0,Yes,No,DSL,Yes,,Yes,Yes,Yes,Yes,Two year,No,,86.1,5215.25,
3077-RSNTJ,Female,0.0,Yes,,6.0,Yes,,No,No internet service,No internet service,,No internet service,,No internet service,,No,Mailed check,19.7,113.5,No
6551-GNYDG,Female,0.0,,Yes,14.0,,No,Fiber optic,No,No,No,,,,,Yes,Bank transfer (automatic),80.9,1152.8,
9167-APMXZ,Female,0.0,No,No,22.0,,,,No,,No,No,,No,Month-to-month,,Bank transfer (automatic),84.15,1821.95,
2749-CTKAJ,Male,0.0,Yes,Yes,22.0,Yes,,,No internet service,,,No internet service,No internet service,No internet service,,No,Mailed check,,419.9,No
6371-NZYEG,Male,0.0,,,16.0,Yes,No,DSL,,No,Yes,,Yes,,,,,,1024,No
7554-NEWDD,Male,0.0,,No,10.0,Yes,Yes,No,,,No internet service,No internet service,No internet service,No internet service,Two year,,Bank transfer (automatic),25.7,,No
8992-VONJD,Female,,No,Yes,13.0,Yes,,,Yes,Yes,No,No,No,,Month-to-month,Yes,Electronic check,56.0,764.55,No
0867-MKZVY,Female,0.0,,No,,Yes,Yes,Fiber optic,,No,No,,No,No,Month-to-month,,Electronic check,,1592.35,
4482-EWFMI,Female,0.0,No,,2.0,Yes,No,Fiber optic,,No,No,No,No,,Month-to-month,Yes,Electronic check,69.7,,
4648-YPBTM,Male,0.0,No,No,,,Yes,DSL,No,Yes,,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),,3958.25,No
,,0.0,,Yes,,,No,No,No internet service,No internet service,,No internet service,No internet service,,One year,No,Mailed check,20.6,233.9,No
6345-FZOQH,,0.0,Yes,No,69.0,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,,Mailed check,19.9,1363.45,No
3376-BMGFE,,,,,4.0,Yes,,Fiber optic,No,No,,,,,,Yes,Bank transfer (automatic),,273,Yes
5997-OPVFA,Male,0.0,Yes,,72.0,,Yes,DSL,Yes,Yes,,Yes,,Yes,,Yes,Bank transfer (automatic),89.05,,No
3445-HXXGF,Male,1.0,,,58.0,No,No phone service,DSL,No,Yes,,,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes
1159-WFSGR,Female,0.0,Yes,Yes,16.0,,No,,No internet service,,No internet service,,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,No
7654-YWJUF,Male,0.0,Yes,No,,,No,Fiber optic,Yes,,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),,3539.25,
1875-QIVME,Female,0.0,Yes,No,2.0,Yes,Yes,Fiber optic,No,No,,Yes,,Yes,,Yes,Electronic check,104.4,,Yes
6727-IOTLZ,Male,0.0,,No,14.0,Yes,No,DSL,No,Yes,,Yes,Yes,Yes,,No,Mailed check,,1181.75,
0691-JVSYA,Female,,Yes,No,53.0,Yes,No,Fiber optic,No,No,Yes,,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,
5918-VUKWP,Female,0.0,No,No,,,No,,No internet service,,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),,,
1744-JHKYS,Female,0.0,,,34.0,Yes,,,,No internet service,No internet service,No internet service,No internet service,No internet service,,No,,24.7,780.2,
2656-FMOKZ,Female,1.0,,No,,,,Fiber optic,,No,No,No,No,No,Month-to-month,,,74.45,,Yes
2070-FNEXE,Female,1.0,No,,7.0,Yes,No,Fiber optic,Yes,No,No,,,,,No,Bank transfer (automatic),,503.6,
,Female,,Yes,Yes,,,Yes,,No,Yes,Yes,,Yes,Yes,Month-to-month,Yes,,105.35,1559.25,
3712-PKXZA,Male,0.0,Yes,No,61.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),,1252,No
6317-YPKDH,Female,,No,,,,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,
,Female,0.0,No,No,1.0,Yes,No,DSL,,,No,,,No,Month-to-month,No,,45.3,45.3,No
9367-WXLCH,Male,,,,8.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes
,,0.0,,Yes,33.0,,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,,74.75,,No
1918-ZBFQJ,Female,0.0,No,,,Yes,No,,No,Yes,Yes,No,,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes
,,0.0,Yes,No,1.0,,No phone service,DSL,,,No,No,No,No,Month-to-month,,Electronic check,,24.8,
4827-USJHP,Male,,No,No,20.0,Yes,,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,No
8167-GJLRN,Male,0.0,No,No,3.0,No,No phone service,DSL,No,No,,Yes,No,No,,No,Electronic check,30.4,82.15,No
0956-SYCWG,Female,0.0,No,No,13.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,,No internet service,One year,No,,19.65,244.8,
8017-UVSZU,,0.0,Yes,No,,Yes,Yes,DSL,No,,No,No,No,No,,,Credit card (automatic),56.6,2379.1,No
,Male,,,,43.0,Yes,Yes,,,No,No,Yes,No,,,Yes,Credit card (automatic),71.9,3173.35,No
2472-OVKUP,Male,0.0,Yes,,6.0,Yes,No,Fiber optic,No,Yes,,No,,,Month-to-month,Yes,Electronic check,,531,Yes
2984-RGEYA,Female,0.0,Yes,Yes,,Yes,,No,No internet service,,,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,No
9680-NIAUV,,0.0,Yes,Yes,,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,
2146-EGVDT,Male,0.0,Yes,Yes,59.0,,No,No,,No internet service,No internet service,,,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,No
,Female,0.0,Yes,No,20.0,Yes,,Fiber optic,,Yes,,Yes,Yes,No,,Yes,Electronic check,96.55,1901.65,
9178-JHUVJ,Male,0.0,Yes,Yes,24.0,Yes,Yes,No,No internet service,,,No internet service,,,Two year,Yes,,24.1,587.4,No
,Male,0.0,No,No,59.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,,,Month-to-month,Yes,Electronic check,,6519.75,No
