customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
265655cf1f2dfd4fc630004d1fe5f3cb,fc0a9229ea43fea6c9f9d79c06761a1e,,hortolandia,SP
e0ac2a4e5a234620bfcaef3796384831,,27580.0,itatiaia,
,,25245.0,,RJ
,3a62a4803c77457a96c996a9db36a662,28375.0,varre-sai,RJ
,9ccfff93c79f3dd996cce15f26480c5b,21615.0,rio de janeiro,RJ
6b53c8e698ffdea3353ba3339aacfa95,184ff574579b06c07152f2ba4ae74106,,caxias do sul,RS
,84032c13e75382a35c99ae73156b30b9,20250.0,rio de janeiro,
67a28655b804d6a418964f3dd4e214bc,d10582c312d1c3a03ed8ea136273c54d,29101.0,vila velha,ES
ccb8e120e8af0bbf5a1daa2f21984d7b,97dc91f9e896442f6ac9650bb2a9b594,13053.0,campinas,
ee639599beb251bdf7ac32b18eafcfaa,5aa54d66adf169b992129dd4456b048a,,mangaratiba,RJ
01509d555b8b6775f5847912d8c52d46,cb296f03ccd21cfcb3ba0778c4f3b7d9,12942.0,atibaia,SP
32ef00faaec28f844c83dd9856d67177,,5450.0,,SP
031cd5f826be3d804771e3e3a1b21a1c,,,salvador,BA
0e19f44898c5554faac8f95f1473bb4b,,,maceio,AL
db2da0a7e8fe9eff4dca9a362ce81f2d,75d62b9a2050292984f91605099ca0c6,91350.0,porto alegre,RS
,9aff27e32725e7f7c395e0a79a5d173d,22620.0,rio de janeiro,RJ
e06e47b5560e84764eff2349b2b33f31,b6cdccfa64579c957a905fe68bd435c3,16204.0,birigui,
,2767ebe1fedf70562aa588a37a23080a,,franca,
ac0e954e97b91701a093a47c675c5700,,25675.0,,RJ
70ea60b3eebc4ffc330e070df05f0e00,2c77113623e849d30d75a10480b57108,24220.0,,RJ
75e645f4c54045f7a8d2c28dd10eb587,0ec8a2bcaa8e0b1ca282f7baf9d89513,,,RS
,,13520.0,sao pedro,SP
3714eb406c7704a920e504085717ea5b,56d30b9f16c42d707d89967161296a04,84200.0,jaguariaiva,PR
79adcf02229a33e78f0f5412a2434f53,8c8fccc50566baaed602e3775d9d5665,,rio de janeiro,RJ
,,7847.0,franco da rocha,
dd7eb6ecd787c07ef08423cf05c6e56b,52b0e4c820d4bf6ff9b2f4ca48514319,3609.0,sao paulo,SP
895f2539c30e6bac09c33029e98cfbbd,5bd72a5ba72683010f8385cff8bb92fd,72220.0,brasilia,DF
1b4ff42fd8acd3dc49e2a137021b3524,39e2788db03e5eaeb2935a7e479682c6,12280.0,cacapava,SP
360469aa13eab175485990e06ee97896,99e36749c5c84dc56b13138caac13b55,,jundiai,
c45b7286a9a5cdce0152978d9f615be6,9a855ffadc7ac38bd30515d077c31fbb,,salvador,
f4a9f3a779e9783f7c992f5723bbe3d3,09d4fed6320030973607491be508c075,12420.0,,SP
cad72c6ad6d5b6d95ce0056e1e7948a8,,84500.0,irati,PR
,2274251ce58a8304f8e9b8380db47018,18380.0,ribeira,SP
8c4a94e823813e9e03460f5f42ce4fe8,be4656d02bf1e9d6663764ac9c7909ef,35160.0,,MG
,801b53359d2880a9bff63574103fb74c,4455.0,sao paulo,
2b3d8be4fa506df40afbeba026df7e70,9cea402fce863ec4bee5af27306e213d,,,MG
09f548315be5f30a9610b83ad933aaf1,c1c2fffe3d49911803df2e157bee7aa0,55700.0,limoeiro,PE
4308615296cf4ca17defd8b0d59287d8,,76974.0,espigao do oeste,RO
e4f5e592e5ed9f4ee608a09ae76ea443,,26155.0,,RJ
,,,sao jose dos campos,
91ef77a365c213f04954c1527081b016,,70770.0,brasilia,DF
101a5d44d7659f8b2ec49d385d80a1ed,29ea68ebb3474676eee3322428dcb0af,35171.0,coronel fabriciano,MG
462903f7a882d16b16e174dfec5aece4,,9960.0,diadema,SP
5b7ad66e4a9c19ef5ddceae95d05e46e,b0b18bfffa6a1fb823a25a9167e6877c,72331.0,brasilia,DF
71e31bd9c37b8a1cacc557b87b3e50cb,,,,DF
,b621cb89890e2b002aada225e7c5eaf5,,itanhaem,
7795e422f21ee2057de57ef0212b4d7a,53b5f3ee447865c2de22e4814ef70bbe,,,GO
145ed96e22cdb678a8b4107d72fddcc8,,14709.0,bebedouro,SP
,6ec999e67c5e05c33554a4ba2db847bb,,americana,SP
a56b03f5e6015f1a502b9810309b98b7,b6cbe1a8674ee23e9fb086e3c61677b8,41308.0,salvador,BA
3c5a39f999c141a42792a0f2e1c7726d,,36500.0,,MG
d5a5dcf7970697c1d38458beb2cb264f,,86700.0,arapongas,PR
0b83af8e524bbb2aa83ba090f5be21ff,,13287.0,vinhedo,
b33c387ac5c9922825b25a79b0dc29cf,b5e4462426d75ffafaf0b1a6c912b257,88304.0,itajai,SC
ee7b0a64a42fd92a3144a38c4f347a9e,bd64e82a5bf0ad0166ad7c72b302bbe4,,,MS
bb98e27058a8d72162176e336a2b97a2,22745c06a87ddc1142c22ce98c5bf8d1,17033.0,,
29aec8d00435f9c9bd43485663f7b97a,f96176e892232662d1c1c5896a94e035,14850.0,pradopolis,SP
a187d29dfe942335287dc88897ed265c,34b0cd95480e55c2a701293a2b9671b3,5171.0,sao paulo,SP
47c2b21c22de46f42a427db0ea223499,f054e8c1cbcf5e89ddd9b615c349936b,,aripuana,MT
,9072b46e3b68961565477d90b24092e9,,,SP
,0bf7dfff65267867de74cb029fdd6a75,4374.0,sao paulo,SP
79647ff1cbf238aedace758bd4271aab,b6fda72bacd286a8ac316325ddb5be90,45840.0,guaratinga,BA
,027ef1dce56b52802c3d35cd5beda928,,sao paulo,SP
37922a02f44c5b80004b14cb9a0becb7,4d0bd25308e9d7d0a301223f3d814f85,79904.0,ponta pora,MS
5bfe800011656c0afb81db64519982db,0071f46a072a9ae25bbe4438b15efe9c,16011.0,aracatuba,SP
7569ea856f1959d0371e70135efb6df7,316d6ccdf24ac783b5e4ccdff8506af9,27265.0,volta redonda,RJ
287e3d0a0a8910d94375eb917fce9743,50aef30dabc7aca975dbdec85dcb848f,87025.0,maringa,PR
b09ff235742f48bfa743f3e9474d36ef,016a5760b723a3a0bcb4b294d4bc6b45,,guarulhos,SP
d703cdda08125e2b263b92746af0f23c,4669d94e1e35f2493af76862ff85beba,1527.0,,SP
d472d9abe6d6bb1ee558dc98a1ea89ea,a1e5fdb1a21a5a35f49da96f780f4229,4845.0,sao paulo,SP
872a25f014b99c4c17341cd9ad0d468f,,14802.0,araraquara,
e22da2634721c7cb676fc0a5da6317f3,c2e9a50bcf76b5783bc96f906f95bceb,,matipo,MG
37b40b75293bd84e07bde8ad83066841,744fcfb3939c1c57f16cb00f263c3929,24230.0,niteroi,RJ
545aa46e4e68df2b3b8dcc06f735e179,104ae9a43b6e639f45bd5e3bc19210f3,36205.0,barbacena,MG
800282b8afaaf9ed8bb6ed9adcf83e61,8e0275b5c7fb6f05e312a1079a674410,91130.0,,RS
,437869c8fa511c68c9e1f61cfc11d30e,95500.0,santo antonio da patrulha,RS
dcb6e7bc4e65d815025d0aa14349a4ca,,1230.0,sao paulo,SP
,55caae104bb0aefc6d44031e49373db4,91760.0,porto alegre,
2bfd566c10ff41c47dc6e2f9dd51b467,31d01917860b026341cdde17c942b59b,27351.0,barra mansa,RJ
3aec4688b93d6061ec5061721ad493a7,,60181.0,,CE
e13b1d1fab9d212d258c2e6d0f69f6c1,8ee330dd325716db048bf014601e3fa9,39100.0,diamantina,MG
c0fe0fbc24994167dce810f83cb96890,,30330.0,belo horizonte,MG
,bb03ed8d9549898e869f0e6774064096,71505.0,,DF
0c5eb0e9e15cf4e836c7188ece714fcc,,87050.0,,PR
5ad00fc41f0c73546227681216f7df04,cff4ca65539a18d2726699ecc1ba6aa7,41720.0,,BA
279a316b31aac761c16483859fa9d33b,7fe108cef30f4cca2f8696a711a07d0b,4003.0,sao paulo,SP
60bb8e0e1f7e340af936ec2882d8ae8d,c1a56ed1e45dde68378dcbb50655ea47,27913.0,macae,RJ
1914576a74b2122c63a456293cf7e52c,8574faf241b0a789d42051aa783d46dd,5792.0,sao paulo,SP
,0f6371fc9c2e78818a6e7aa33022a506,18120.0,mairinque,
be6ad148cd108f6148d20a8ec756fa1c,30e105cba6d3ced811512c8cf4f50a82,31615.0,,MG
fa85d6a9093fe47d96171fe07423e12d,13c50fe55067ed2a26e2f85810326e50,,capitao leonidas marques,
8094bd1ea8a8453c1855f06552200117,23f014663c70f3a8cf6f1be263c89933,,rio de janeiro,RJ
8a3083e3f5500b50d6f4f3003604df87,ad1ba362b0121447945a47fe07fef188,37950.0,sao sebastiao do paraiso,MG
