age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
53.0,Self-emp-not-inc,105478.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2415.0,,,>50K
50.0,Self-emp-not-inc,42402.0,Prof-school,,Married-civ-spouse,Prof-specialty,Husband,White,,0.0,2415.0,30.0,United-States,
41.0,Self-emp-inc,114580.0,,15.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,2415.0,55.0,United-States,>50K
36.0,Private,346478.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,2415.0,45.0,,>50K
,,,,,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,90.0,,>50K
54.0,Private,35576.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,2415.0,50.0,United-States,>50K
50.0,Private,102346.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,2415.0,20.0,United-States,>50K
,Private,148995.0,,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2415.0,60.0,United-States,
47.0,,102308.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,,White,Male,,2415.0,45.0,United-States,
67.0,Private,105252.0,Bachelors,13.0,Widowed,Exec-managerial,Not-in-family,White,Male,0.0,2392.0,40.0,United-States,>50K
67.0,Self-emp-inc,106175.0,Bachelors,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2392.0,75.0,United-States,>50K
72.0,Self-emp-not-inc,52138.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,,0.0,2392.0,25.0,United-States,>50K
72.0,?,118902.0,Doctorate,,Married-civ-spouse,?,Husband,White,Male,0.0,,6.0,,>50K
46.0,Self-emp-inc,191978.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,,2392.0,50.0,United-States,>50K
,Self-emp-inc,188044.0,Bachelors,,,Exec-managerial,Husband,White,Male,0.0,2392.0,40.0,United-States,>50K
71.0,Self-emp-inc,66624.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2392.0,60.0,United-States,>50K
83.0,Self-emp-inc,153183.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2392.0,55.0,United-States,
68.0,Private,211287.0,Masters,14.0,,Exec-managerial,Husband,White,Male,0.0,2392.0,40.0,United-States,>50K
26.0,Private,181655.0,Assoc-voc,,,Adm-clerical,Husband,White,Male,,2377.0,45.0,United-States,
68.0,State-gov,235882.0,Doctorate,,Married-civ-spouse,Prof-specialty,Husband,White,Male,,2377.0,60.0,United-States,>50K
,Self-emp-inc,158685.0,HS-grad,9.0,Married-civ-spouse,,Wife,White,Female,0.0,2377.0,40.0,United-States,>50K
,,370767.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,,0.0,2377.0,60.0,United-States,<=50K
70.0,Self-emp-not-inc,155141.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,,12.0,United-States,>50K
27.0,Private,156516.0,Some-college,,Married-civ-spouse,Adm-clerical,Wife,,Female,0.0,2377.0,20.0,United-States,
35.0,Local-gov,177305.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2377.0,40.0,United-States,<=50K
23.0,Private,162945.0,HS-grad,9.0,,Sales,Husband,White,Male,0.0,2377.0,40.0,United-States,<=50K
,Private,177408.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2377.0,26.0,United-States,>50K
66.0,Self-emp-not-inc,,Doctorate,16.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,2377.0,25.0,United-States,>50K
71.0,Private,152307.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2377.0,45.0,United-States,>50K
68.0,Private,218637.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,2377.0,55.0,United-States,>50K
68.0,State-gov,202699.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2377.0,42.0,?,
65.0,?,240857.0,Bachelors,13.0,Married-civ-spouse,?,Husband,White,Male,0.0,2377.0,,United-States,>50K
52.0,Private,222405.0,,9.0,Married-civ-spouse,Sales,,Black,Male,0.0,2377.0,40.0,United-States,<=50K
40.0,Self-emp-inc,110862.0,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,,White,Male,0.0,2377.0,,United-States,<=50K
68.0,?,257269.0,Bachelors,13.0,Married-civ-spouse,?,Husband,White,Male,,2377.0,35.0,United-States,>50K
21.0,Private,377931.0,Some-college,10.0,,,Husband,White,Male,0.0,2377.0,48.0,United-States,<=50K
35.0,Private,192923.0,HS-grad,9.0,,Craft-repair,Husband,White,,0.0,2377.0,40.0,United-States,<=50K
70.0,Self-emp-inc,,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,,0.0,2377.0,50.0,United-States,
61.0,Self-emp-not-inc,,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,2352.0,,United-States,<=50K
65.0,Self-emp-inc,81413.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,2352.0,65.0,United-States,<=50K
46.0,Private,214955.0,5th-6th,3.0,,Craft-repair,Not-in-family,White,Female,0.0,2339.0,45.0,United-States,<=50K
26.0,Local-gov,,Bachelors,13.0,Never-married,,Not-in-family,White,,0.0,,55.0,United-States,<=50K
59.0,Local-gov,147707.0,HS-grad,9.0,Widowed,Farming-fishing,Unmarried,,Male,0.0,2339.0,,United-States,<=50K
61.0,Private,43554.0,5th-6th,3.0,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,,40.0,United-States,<=50K
60.0,State-gov,358893.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,,Female,0.0,2339.0,40.0,United-States,<=50K
49.0,Self-emp-inc,141058.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,2339.0,50.0,,<=50K
34.0,,25322.0,Bachelors,13.0,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0.0,2339.0,40.0,,<=50K
25.0,Private,,Bachelors,,Never-married,Prof-specialty,Own-child,White,Female,0.0,2339.0,35.0,United-States,<=50K
55.0,Private,158702.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,2339.0,45.0,,<=50K
59.0,Local-gov,171328.0,HS-grad,9.0,Separated,Protective-serv,Other-relative,Black,Female,0.0,,40.0,United-States,<=50K
28.0,State-gov,381789.0,Some-college,10.0,Separated,Exec-managerial,Own-child,White,Male,0.0,2339.0,40.0,United-States,
43.0,?,152569.0,Assoc-voc,11.0,Widowed,?,Not-in-family,White,,0.0,2339.0,36.0,United-States,
56.0,Self-emp-not-inc,346635.0,Masters,14.0,Divorced,Sales,Unmarried,White,,0.0,2339.0,60.0,United-States,<=50K
41.0,Private,162140.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,2339.0,40.0,United-States,<=50K
42.0,Private,191765.0,HS-grad,9.0,Never-married,Adm-clerical,Other-relative,Black,Female,,2339.0,,Trinadad&Tobago,<=50K
28.0,Private,251905.0,Prof-school,15.0,Never-married,,,White,Male,0.0,2339.0,40.0,Canada,<=50K
40.0,Self-emp-not-inc,33310.0,Prof-school,15.0,,Other-service,Not-in-family,White,Female,0.0,2339.0,35.0,United-States,<=50K
69.0,Private,228921.0,Bachelors,13.0,Widowed,Prof-specialty,Not-in-family,White,Male,,2282.0,40.0,United-States,>50K
66.0,Local-gov,36364.0,HS-grad,,Married-civ-spouse,Craft-repair,Husband,White,,,2267.0,40.0,United-States,<=50K
69.0,Private,,5th-6th,3.0,Married-civ-spouse,,Husband,White,Male,0.0,2267.0,40.0,United-States,<=50K
55.0,Local-gov,176046.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,,40.0,United-States,<=50K
,Federal-gov,370890.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,2258.0,,United-States,<=50K
20.0,Self-emp-not-inc,157145.0,Some-college,10.0,,Farming-fishing,Own-child,White,Male,0.0,2258.0,10.0,United-States,<=50K
33.0,Private,,,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,2258.0,84.0,United-States,<=50K
30.0,Self-emp-not-inc,257295.0,Some-college,10.0,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,0.0,,40.0,South,<=50K
,Private,287983.0,,13.0,Never-married,Tech-support,,Asian-Pac-Islander,Female,0.0,2258.0,48.0,Philippines,<=50K
,Private,101978.0,Some-college,10.0,Separated,Machine-op-inspct,Not-in-family,White,Male,0.0,2258.0,55.0,United-States,>50K
46.0,State-gov,192779.0,Assoc-acdm,12.0,Divorced,Adm-clerical,Unmarried,White,,0.0,2258.0,38.0,United-States,>50K
29.0,Private,135296.0,Bachelors,,,Exec-managerial,,White,Female,0.0,2258.0,,,>50K
57.0,,199114.0,Bachelors,13.0,,Adm-clerical,,,Male,0.0,,40.0,United-States,<=50K
39.0,Private,156897.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,2258.0,42.0,United-States,>50K
47.0,Private,,Bachelors,13.0,Divorced,Exec-managerial,,White,Male,0.0,2258.0,40.0,,>50K
26.0,Private,279833.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,,Male,0.0,2258.0,45.0,United-States,>50K
27.0,Self-emp-not-inc,208577.0,HS-grad,,Never-married,,Not-in-family,White,Male,0.0,,50.0,United-States,<=50K
23.0,Private,102942.0,Bachelors,13.0,Never-married,Prof-specialty,,White,Female,0.0,2258.0,40.0,United-States,>50K
34.0,Private,36385.0,Masters,,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,2258.0,50.0,,<=50K
33.0,Private,,,8.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,2258.0,42.0,United-States,
38.0,Local-gov,162613.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,,Female,,2258.0,60.0,United-States,<=50K
57.0,Private,121362.0,Some-college,,Widowed,Adm-clerical,Unmarried,White,Female,0.0,2258.0,38.0,,>50K
36.0,Private,145933.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,2258.0,70.0,United-States,<=50K
44.0,,29591.0,Bachelors,13.0,Divorced,Tech-support,Not-in-family,White,Male,0.0,2258.0,40.0,United-States,>50K
,State-gov,269417.0,Doctorate,16.0,Never-married,Exec-managerial,Not-in-family,,Female,0.0,2258.0,50.0,United-States,>50K
44.0,Self-emp-inc,178510.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,2258.0,60.0,United-States,<=50K
55.0,Private,41108.0,Some-college,10.0,,,Not-in-family,White,Male,0.0,2258.0,,,>50K
,Private,187901.0,,9.0,Divorced,Farming-fishing,Not-in-family,White,Male,0.0,2258.0,44.0,United-States,>50K
48.0,Private,175070.0,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,,40.0,United-States,>50K
31.0,Private,263561.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2246.0,45.0,United-States,>50K
,Local-gov,99131.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0.0,2246.0,40.0,United-States,>50K
70.0,Self-emp-not-inc,143833.0,Some-college,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2246.0,40.0,,>50K
70.0,Self-emp-not-inc,124449.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,,Male,0.0,2246.0,8.0,United-States,
73.0,Private,336007.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2246.0,40.0,,
72.0,Self-emp-not-inc,285408.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2246.0,28.0,United-States,>50K
31.0,,327825.0,HS-grad,9.0,Separated,Machine-op-inspct,Unmarried,,Female,0.0,2238.0,,United-States,<=50K
28.0,,129460.0,10th,6.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,2238.0,,United-States,<=50K
23.0,Self-emp-not-inc,258298.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,,Male,0.0,2231.0,40.0,United-States,>50K
49.0,Local-gov,102359.0,9th,5.0,Widowed,Handlers-cleaners,Unmarried,White,Male,0.0,2231.0,40.0,,
27.0,Local-gov,,Some-college,10.0,,Protective-serv,Not-in-family,White,Male,0.0,2231.0,,United-States,>50K
,Private,51744.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,,Male,0.0,2206.0,40.0,United-States,<=50K
68.0,Private,166149.0,HS-grad,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,,30.0,United-States,<=50K
65.0,Private,,HS-grad,,Divorced,Adm-clerical,Unmarried,White,Female,0.0,2206.0,59.0,Canada,<=50K
65.0,?,143118.0,HS-grad,9.0,Widowed,?,Unmarried,White,Female,0.0,,10.0,United-States,<=50K
67.0,Private,118363.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,,Female,0.0,2206.0,5.0,,<=50K
66.0,Local-gov,362165.0,Bachelors,13.0,Widowed,Prof-specialty,Not-in-family,Black,Female,0.0,2206.0,25.0,United-States,<=50K
24.0,Private,,,10.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,2205.0,24.0,United-States,<=50K
,Self-emp-not-inc,171424.0,Some-college,10.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,2205.0,,United-States,<=50K
35.0,Private,108293.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,,40.0,United-States,<=50K
20.0,Private,107801.0,Assoc-acdm,12.0,Never-married,Other-service,Own-child,,Female,0.0,2205.0,18.0,United-States,
38.0,Private,,HS-grad,9.0,,Craft-repair,Not-in-family,White,,0.0,2205.0,40.0,United-States,<=50K
39.0,Private,155603.0,Some-college,10.0,Never-married,Other-service,Own-child,,Female,0.0,2205.0,40.0,United-States,<=50K
32.0,Private,27882.0,,10.0,Never-married,Machine-op-inspct,Other-relative,White,Female,0.0,2205.0,40.0,Holand-Netherlands,<=50K
42.0,,,7th-8th,4.0,Never-married,Handlers-cleaners,,Black,Male,0.0,2205.0,40.0,United-States,<=50K
63.0,?,234083.0,HS-grad,9.0,Divorced,?,Not-in-family,White,Female,0.0,2205.0,40.0,United-States,<=50K
42.0,Self-emp-inc,23510.0,Masters,14.0,Divorced,Exec-managerial,,Asian-Pac-Islander,Male,0.0,2201.0,60.0,India,>50K
,Private,181232.0,11th,7.0,,Craft-repair,Husband,White,Male,0.0,2179.0,40.0,United-States,<=50K
