age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
37.0,Private,,,,Never-married,,Not-in-family,White,Male,0.0,2824.0,40.0,United-States,>50K
29.0,Private,77009.0,11th,,,Sales,,White,Female,0.0,2754.0,,United-States,
61.0,Private,29059.0,HS-grad,9.0,,Sales,Unmarried,,Female,0.0,2754.0,,,<=50K
51.0,Private,153870.0,Some-college,10.0,,Transport-moving,,White,Male,0.0,2603.0,40.0,United-States,<=50K
61.0,?,,,9.0,Married-civ-spouse,?,Husband,,Male,,,32.0,United-States,<=50K
21.0,Private,34310.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2603.0,,United-States,<=50K
33.0,Private,,1st-4th,2.0,,Craft-repair,,White,Male,0.0,,,Mexico,<=50K
49.0,Private,122066.0,5th-6th,3.0,,,Husband,White,,0.0,2603.0,,,<=50K
,Self-emp-inc,107164.0,,6.0,,Transport-moving,,White,Male,0.0,,,,
38.0,Private,175360.0,10th,6.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,2559.0,90.0,United-States,
23.0,Private,,Some-college,10.0,Separated,Other-service,,,Male,0.0,2559.0,40.0,United-States,>50K
59.0,Self-emp-inc,,10th,6.0,Widowed,Exec-managerial,Unmarried,,,0.0,,,United-States,
52.0,Private,198863.0,Prof-school,15.0,Divorced,Exec-managerial,Not-in-family,White,Male,,2559.0,60.0,United-States,>50K
51.0,Private,123011.0,,13.0,,Exec-managerial,,White,,0.0,2559.0,50.0,United-States,
,Self-emp-not-inc,205246.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,Black,Male,0.0,2559.0,50.0,United-States,>50K
63.0,Federal-gov,39181.0,Doctorate,16.0,Divorced,Exec-managerial,,White,Female,0.0,,60.0,,>50K
53.0,Private,149650.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,2559.0,48.0,United-States,
51.0,,197163.0,Prof-school,15.0,Never-married,,,White,Female,0.0,2559.0,50.0,United-States,>50K
37.0,Self-emp-not-inc,137527.0,,,,Prof-specialty,Not-in-family,,Female,0.0,2559.0,,United-States,>50K
,Private,161691.0,,14.0,Divorced,Prof-specialty,,White,Female,0.0,2559.0,40.0,United-States,>50K
,Private,326232.0,Bachelors,13.0,,,,White,Male,0.0,2547.0,50.0,United-States,>50K
43.0,Private,115806.0,Masters,,Divorced,Exec-managerial,Unmarried,,Female,0.0,2547.0,40.0,United-States,>50K
51.0,,115066.0,Some-college,10.0,Divorced,,,White,Female,,,40.0,United-States,>50K
43.0,Private,,Masters,14.0,,Prof-specialty,Unmarried,White,,,2547.0,40.0,United-States,>50K
,?,100820.0,HS-grad,,Married-civ-spouse,?,Husband,White,Male,0.0,2489.0,15.0,United-States,<=50K
48.0,Private,,,13.0,Married-spouse-absent,Sales,Unmarried,White,Female,0.0,,,United-States,>50K
71.0,Private,110380.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,,0.0,2467.0,52.0,United-States,<=50K
73.0,Self-emp-not-inc,233882.0,,9.0,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,,0.0,2457.0,40.0,Vietnam,<=50K
,?,192052.0,Some-college,10.0,Married-civ-spouse,?,Wife,White,Female,,2457.0,40.0,,<=50K
67.0,?,174995.0,Some-college,,Married-civ-spouse,?,,White,Male,,2457.0,40.0,United-States,<=50K
40.0,Self-emp-not-inc,,,15.0,Never-married,,,,Male,0.0,2444.0,45.0,United-States,>50K
50.0,Private,237729.0,HS-grad,9.0,,Sales,Not-in-family,White,Female,0.0,,72.0,United-States,>50K
,State-gov,68898.0,Assoc-voc,11.0,Divorced,Tech-support,Not-in-family,White,,0.0,2444.0,39.0,United-States,
42.0,Private,107276.0,,10.0,Never-married,Exec-managerial,,,,,2444.0,40.0,United-States,>50K
,Private,141584.0,Masters,14.0,,,,,,,2444.0,,,>50K
,,207668.0,Bachelors,13.0,Never-married,Exec-managerial,,White,,0.0,2444.0,,United-States,>50K
53.0,,,Some-college,,,,Not-in-family,White,Male,0.0,2444.0,,United-States,>50K
40.0,Local-gov,,Some-college,10.0,Never-married,Protective-serv,Not-in-family,White,,0.0,2444.0,40.0,,>50K
38.0,Private,237608.0,Bachelors,,,Sales,,,Female,0.0,2444.0,,,>50K
33.0,Private,,Assoc-voc,,Separated,Craft-repair,Not-in-family,,Male,0.0,2444.0,42.0,United-States,
,Private,,,12.0,Divorced,Craft-repair,,White,Male,0.0,2444.0,,United-States,>50K
50.0,Self-emp-inc,,11th,,Never-married,Exec-managerial,,,Male,0.0,2444.0,40.0,United-States,
,,162028.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,2415.0,6.0,United-States,>50K
,Self-emp-not-inc,,Bachelors,13.0,Married-civ-spouse,Sales,Husband,,,0.0,2415.0,40.0,China,>50K
,Private,132222.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,40.0,United-States,
60.0,Self-emp-inc,,Assoc-voc,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,2415.0,70.0,?,
37.0,Private,329980.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2415.0,60.0,United-States,>50K
55.0,Self-emp-inc,124137.0,Prof-school,15.0,Married-civ-spouse,,Husband,White,Male,0.0,2415.0,,,>50K
39.0,Self-emp-inc,329980.0,Bachelors,13.0,,Sales,Husband,White,,0.0,,60.0,United-States,
42.0,Self-emp-inc,,,15.0,Married-civ-spouse,Prof-specialty,Husband,,Male,0.0,2415.0,60.0,United-States,
,,199029.0,Bachelors,13.0,,Sales,Husband,White,Male,0.0,2415.0,55.0,United-States,>50K
,Self-emp-not-inc,,,,Married-civ-spouse,Exec-managerial,Husband,,,0.0,2415.0,50.0,United-States,>50K
41.0,Local-gov,297248.0,,15.0,,Prof-specialty,Husband,White,Male,0.0,2415.0,45.0,,>50K
,Self-emp-inc,227856.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,,Male,0.0,2415.0,,,>50K
39.0,,179731.0,Masters,,Married-civ-spouse,Exec-managerial,Wife,White,Female,,2415.0,,United-States,>50K
,,154374.0,Bachelors,13.0,Married-civ-spouse,,Husband,White,,0.0,2415.0,60.0,United-States,>50K
41.0,?,27187.0,Assoc-voc,11.0,Married-civ-spouse,,Husband,White,Male,0.0,2415.0,12.0,United-States,
,Private,326857.0,,14.0,Married-civ-spouse,Sales,Husband,,Male,0.0,,65.0,United-States,>50K
40.0,Private,,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,,0.0,2415.0,45.0,United-States,
,Private,,Bachelors,,Married-civ-spouse,,Husband,White,,,2415.0,48.0,United-States,>50K
41.0,Self-emp-inc,151089.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0.0,2415.0,55.0,United-States,
60.0,Self-emp-inc,336188.0,Prof-school,15.0,Married-civ-spouse,,,White,,,2415.0,80.0,United-States,
31.0,Private,279015.0,Masters,14.0,,,Husband,White,Male,0.0,2415.0,70.0,Taiwan,
58.0,Self-emp-not-inc,,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0.0,2415.0,,United-States,
37.0,,30529.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,,,,
44.0,Self-emp-not-inc,,Bachelors,13.0,Married-civ-spouse,Exec-managerial,,White,Male,0.0,2415.0,50.0,United-States,>50K
39.0,Self-emp-not-inc,218490.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,50.0,?,>50K
,Federal-gov,156996.0,Prof-school,15.0,Married-civ-spouse,,,,,0.0,2415.0,55.0,?,>50K
,Self-emp-inc,298449.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,,White,Male,,2415.0,,United-States,>50K
44.0,Self-emp-inc,191712.0,,14.0,Married-civ-spouse,,Husband,White,Male,0.0,2415.0,55.0,United-States,
,,198654.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,,Asian-Pac-Islander,Male,0.0,2415.0,67.0,India,>50K
46.0,Self-emp-not-inc,102308.0,Bachelors,13.0,,Sales,Husband,,Male,0.0,2415.0,40.0,United-States,
39.0,Private,,,,Married-civ-spouse,Farming-fishing,Husband,,Male,0.0,2415.0,99.0,United-States,>50K
62.0,,56248.0,Bachelors,,Married-civ-spouse,Farming-fishing,,,Male,,2415.0,60.0,United-States,>50K
31.0,Self-emp-not-inc,252752.0,HS-grad,,Married-civ-spouse,Other-service,Wife,White,Female,0.0,,,United-States,>50K
46.0,Private,192963.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,,0.0,2415.0,35.0,,>50K
46.0,,198759.0,Prof-school,15.0,Married-civ-spouse,,Husband,White,Male,0.0,2415.0,80.0,United-States,
39.0,,143123.0,Assoc-voc,,Married-civ-spouse,Craft-repair,Husband,White,,0.0,2415.0,40.0,United-States,
,Private,237713.0,Prof-school,,,Sales,Husband,White,,0.0,2415.0,99.0,United-States,
,,81929.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,,Male,0.0,,45.0,,>50K
50.0,Self-emp-inc,167793.0,,15.0,,Prof-specialty,,White,Male,0.0,2415.0,,,
,,456062.0,,16.0,,Prof-specialty,Husband,White,Male,0.0,2415.0,,United-States,>50K
,,105478.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,,White,Male,0.0,2415.0,40.0,United-States,>50K
50.0,,,,15.0,,Prof-specialty,Husband,White,,0.0,,,United-States,
41.0,Self-emp-inc,114580.0,Prof-school,,Married-civ-spouse,Exec-managerial,Wife,White,,,2415.0,55.0,,
36.0,,346478.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,,Male,,2415.0,,United-States,>50K
38.0,,187870.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,,0.0,2415.0,90.0,United-States,
54.0,Private,,Some-college,,Married-civ-spouse,Sales,,White,Male,0.0,,50.0,,
50.0,Private,102346.0,,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,,2415.0,20.0,,
47.0,Private,148995.0,Bachelors,13.0,,Exec-managerial,Husband,,Male,0.0,2415.0,60.0,United-States,>50K
47.0,Self-emp-inc,102308.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,45.0,United-States,>50K
,,105252.0,Bachelors,13.0,,Exec-managerial,Not-in-family,White,,0.0,2392.0,40.0,United-States,>50K
67.0,Self-emp-inc,106175.0,Bachelors,,,,Husband,White,Male,0.0,2392.0,75.0,United-States,>50K
72.0,Self-emp-not-inc,52138.0,Doctorate,,Married-civ-spouse,Prof-specialty,Husband,,Male,0.0,2392.0,25.0,United-States,>50K
72.0,?,118902.0,Doctorate,16.0,Married-civ-spouse,?,Husband,White,Male,0.0,2392.0,6.0,United-States,>50K
46.0,Self-emp-inc,,,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,,50.0,United-States,
,Self-emp-inc,188044.0,Bachelors,,Married-civ-spouse,Exec-managerial,Husband,,,0.0,2392.0,40.0,United-States,>50K
71.0,Self-emp-inc,,Bachelors,13.0,,Exec-managerial,Husband,White,Male,0.0,2392.0,60.0,United-States,>50K
83.0,Self-emp-inc,153183.0,Bachelors,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2392.0,55.0,United-States,>50K
,Private,,,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2392.0,40.0,,>50K
,,,,,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,2377.0,45.0,United-States,
,,235882.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,,,,>50K
,Self-emp-inc,158685.0,,9.0,Married-civ-spouse,Adm-clerical,,White,,0.0,2377.0,,United-States,>50K
,Private,370767.0,,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2377.0,60.0,United-States,<=50K
,Self-emp-not-inc,155141.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,,,12.0,United-States,>50K
27.0,,156516.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,,Female,0.0,2377.0,,United-States,<=50K
,Local-gov,177305.0,Some-college,,Married-civ-spouse,Exec-managerial,,,Male,0.0,2377.0,,United-States,
23.0,Private,162945.0,HS-grad,9.0,Married-civ-spouse,Sales,,White,,0.0,,40.0,United-States,
81.0,Private,177408.0,HS-grad,9.0,,,Husband,White,,0.0,,,,>50K
66.0,Self-emp-not-inc,427422.0,Doctorate,,Married-civ-spouse,Sales,Husband,,Male,0.0,2377.0,25.0,,
71.0,Private,152307.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,2377.0,45.0,,>50K
,Private,218637.0,,10.0,Married-civ-spouse,Sales,Husband,,,0.0,2377.0,,United-States,>50K
68.0,State-gov,202699.0,Masters,14.0,,,Husband,White,Male,0.0,2377.0,42.0,?,>50K
65.0,?,240857.0,Bachelors,13.0,Married-civ-spouse,?,,White,,0.0,2377.0,40.0,,
52.0,Private,222405.0,HS-grad,9.0,Married-civ-spouse,,Husband,Black,Male,0.0,,40.0,United-States,<=50K
,Self-emp-inc,110862.0,,12.0,Married-civ-spouse,Craft-repair,,White,Male,0.0,2377.0,,United-States,<=50K
68.0,?,,Bachelors,13.0,Married-civ-spouse,?,Husband,White,Male,0.0,2377.0,35.0,United-States,
21.0,Private,377931.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,,,2377.0,,United-States,
35.0,Private,192923.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,,0.0,2377.0,40.0,,<=50K
70.0,Self-emp-inc,207938.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,,Male,,2377.0,50.0,,>50K
61.0,Self-emp-not-inc,,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,,2352.0,50.0,United-States,<=50K
65.0,Self-emp-inc,,HS-grad,,Married-civ-spouse,Farming-fishing,Husband,White,,0.0,2352.0,65.0,United-States,<=50K
46.0,Private,214955.0,,3.0,,Craft-repair,,White,Female,0.0,,45.0,United-States,<=50K
,Local-gov,166295.0,,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,2339.0,55.0,United-States,<=50K
59.0,,147707.0,HS-grad,9.0,Widowed,,,White,Male,,2339.0,,United-States,<=50K
61.0,Private,43554.0,,,Never-married,Handlers-cleaners,,,Male,0.0,2339.0,,,<=50K
,State-gov,358893.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,2339.0,40.0,,<=50K
49.0,Self-emp-inc,141058.0,Some-college,,Divorced,Exec-managerial,Not-in-family,,Male,0.0,2339.0,50.0,United-States,
,Private,25322.0,Bachelors,13.0,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,,0.0,2339.0,,?,<=50K
25.0,,77071.0,,13.0,,,Own-child,White,Female,0.0,2339.0,35.0,,
55.0,Private,158702.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,,Female,0.0,2339.0,45.0,?,<=50K
59.0,,171328.0,HS-grad,,,,Other-relative,Black,,0.0,2339.0,40.0,,
28.0,State-gov,381789.0,Some-college,10.0,Separated,Exec-managerial,Own-child,White,Male,0.0,2339.0,,United-States,<=50K
,?,152569.0,Assoc-voc,11.0,,,Not-in-family,White,,,2339.0,36.0,United-States,<=50K
56.0,Self-emp-not-inc,,Masters,,Divorced,,Unmarried,White,,0.0,2339.0,60.0,United-States,<=50K
41.0,Private,162140.0,HS-grad,9.0,Divorced,Craft-repair,,White,Male,,,40.0,,
42.0,Private,191765.0,HS-grad,9.0,Never-married,,,,Female,0.0,,40.0,Trinadad&Tobago,<=50K
,Private,251905.0,Prof-school,,Never-married,,Not-in-family,White,Male,0.0,,40.0,Canada,<=50K
40.0,Self-emp-not-inc,,Prof-school,,Divorced,Other-service,Not-in-family,White,Female,,2339.0,35.0,United-States,
69.0,Private,228921.0,Bachelors,,Widowed,,Not-in-family,White,Male,0.0,2282.0,40.0,United-States,>50K
66.0,Local-gov,36364.0,HS-grad,9.0,,Craft-repair,Husband,White,Male,0.0,2267.0,,,
69.0,Private,124930.0,5th-6th,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,0.0,2267.0,40.0,,
55.0,Local-gov,,Masters,,Married-civ-spouse,Prof-specialty,Wife,White,Female,,2267.0,40.0,United-States,<=50K
57.0,Federal-gov,,HS-grad,,Never-married,,Not-in-family,White,Male,0.0,2258.0,40.0,United-States,
20.0,Self-emp-not-inc,157145.0,Some-college,10.0,,Farming-fishing,Own-child,White,Male,,2258.0,10.0,,<=50K
33.0,Private,288825.0,HS-grad,,Divorced,Craft-repair,Not-in-family,White,,0.0,2258.0,84.0,United-States,<=50K
30.0,Self-emp-not-inc,,Some-college,10.0,Never-married,Sales,Other-relative,,,0.0,2258.0,40.0,South,<=50K
40.0,Private,287983.0,,13.0,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,,0.0,,,Philippines,<=50K
,Private,,Some-college,,Separated,Machine-op-inspct,Not-in-family,White,Male,,2258.0,55.0,,>50K
46.0,State-gov,192779.0,Assoc-acdm,12.0,Divorced,Adm-clerical,Unmarried,White,Male,0.0,2258.0,38.0,United-States,
,Private,135296.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,,0.0,2258.0,45.0,United-States,>50K
57.0,Federal-gov,,Bachelors,13.0,Never-married,Adm-clerical,,,Male,0.0,,40.0,United-States,<=50K
39.0,Private,156897.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,,,0.0,2258.0,,,>50K
47.0,Private,138107.0,,,Divorced,,Not-in-family,White,Male,0.0,2258.0,40.0,United-States,>50K
26.0,Private,,,13.0,Never-married,Exec-managerial,Not-in-family,,,,2258.0,,United-States,>50K
27.0,Self-emp-not-inc,,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,,0.0,2258.0,,United-States,<=50K
23.0,Private,102942.0,Bachelors,13.0,,Prof-specialty,Own-child,White,Female,0.0,,40.0,United-States,>50K
34.0,,36385.0,Masters,14.0,,,,White,Male,0.0,2258.0,,United-States,<=50K
33.0,Private,,12th,8.0,,Craft-repair,Not-in-family,White,Male,,,42.0,,<=50K
,,,Masters,,,Prof-specialty,Not-in-family,White,Female,,2258.0,60.0,United-States,<=50K
,Private,121362.0,Some-college,10.0,Widowed,,,White,Female,0.0,,38.0,United-States,>50K
36.0,Private,,HS-grad,9.0,,,Not-in-family,White,Male,0.0,2258.0,70.0,United-States,<=50K
44.0,,29591.0,Bachelors,13.0,Divorced,,Not-in-family,White,,,,,United-States,>50K
49.0,State-gov,269417.0,Doctorate,16.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,2258.0,50.0,,>50K
44.0,Self-emp-inc,,,10.0,Never-married,Sales,Not-in-family,White,,,2258.0,60.0,United-States,<=50K
55.0,Private,41108.0,,10.0,,,,White,,,2258.0,,United-States,>50K
45.0,Private,,HS-grad,9.0,,Farming-fishing,,White,Male,0.0,2258.0,44.0,United-States,>50K
48.0,Private,175070.0,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,,0.0,2258.0,40.0,United-States,>50K
31.0,Private,263561.0,Bachelors,,,Exec-managerial,Husband,White,Male,0.0,2246.0,45.0,United-States,
,Local-gov,99131.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,,,Female,,2246.0,40.0,,
70.0,Self-emp-not-inc,143833.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0.0,,,United-States,
70.0,Self-emp-not-inc,,Masters,14.0,Married-civ-spouse,,,White,Male,,2246.0,8.0,United-States,>50K
73.0,Private,336007.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2246.0,40.0,United-States,>50K
72.0,,,Prof-school,15.0,Married-civ-spouse,Prof-specialty,,White,Male,0.0,,28.0,United-States,>50K
,Private,327825.0,HS-grad,,Separated,Machine-op-inspct,Unmarried,White,Female,0.0,2238.0,40.0,United-States,
28.0,Private,129460.0,,6.0,Widowed,Adm-clerical,Unmarried,White,Female,,2238.0,35.0,United-States,<=50K
23.0,Self-emp-not-inc,258298.0,Bachelors,,Never-married,Adm-clerical,Own-child,White,Male,0.0,2231.0,,,
,Local-gov,102359.0,9th,5.0,Widowed,Handlers-cleaners,Unmarried,White,,,2231.0,40.0,United-States,>50K
27.0,Local-gov,92431.0,Some-college,10.0,Never-married,,,,Male,0.0,2231.0,40.0,United-States,>50K
90.0,Private,51744.0,HS-grad,,Never-married,Other-service,Not-in-family,,Male,0.0,2206.0,,,<=50K
,Private,166149.0,HS-grad,9.0,Widowed,Adm-clerical,,White,,,2206.0,30.0,,<=50K
65.0,Private,149811.0,HS-grad,9.0,Divorced,,Unmarried,White,Female,0.0,2206.0,59.0,Canada,
,?,143118.0,HS-grad,9.0,Widowed,?,,White,Female,0.0,2206.0,10.0,United-States,
67.0,Private,,Bachelors,13.0,Divorced,,Not-in-family,White,Female,0.0,,,,<=50K
66.0,Local-gov,362165.0,Bachelors,13.0,Widowed,,Not-in-family,,Female,0.0,2206.0,25.0,United-States,<=50K
24.0,Private,379066.0,Some-college,,Never-married,Adm-clerical,Not-in-family,,Male,,2205.0,24.0,United-States,<=50K
44.0,Self-emp-not-inc,171424.0,Some-college,10.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,,2205.0,,United-States,
35.0,Private,108293.0,,10.0,Never-married,Adm-clerical,Own-child,,Female,0.0,2205.0,,United-States,<=50K
,Private,,,12.0,Never-married,Other-service,Own-child,,Female,0.0,,18.0,United-States,<=50K
38.0,Private,126675.0,,9.0,,Craft-repair,,White,Male,0.0,2205.0,40.0,United-States,<=50K
,,155603.0,,10.0,Never-married,Other-service,Own-child,Black,Female,0.0,2205.0,40.0,United-States,<=50K
32.0,,27882.0,Some-college,,Never-married,Machine-op-inspct,,White,Female,0.0,,40.0,Holand-Netherlands,
42.0,Private,242564.0,,,Never-married,Handlers-cleaners,Not-in-family,Black,,,2205.0,,United-States,<=50K
63.0,,234083.0,HS-grad,9.0,Divorced,?,Not-in-family,,,,2205.0,40.0,,<=50K
,,23510.0,Masters,14.0,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,,0.0,2201.0,60.0,India,
,,181232.0,11th,7.0,,Craft-repair,Husband,White,,0.0,2179.0,40.0,United-States,<=50K
28.0,,166481.0,,,,,Husband,Other,Male,0.0,2179.0,40.0,,<=50K
41.0,Self-emp-inc,139916.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,Other,Male,,2179.0,84.0,Mexico,<=50K
41.0,Self-emp-not-inc,144594.0,,4.0,Married-civ-spouse,,Husband,White,Male,0.0,,40.0,United-States,<=50K
,,266707.0,,2.0,Married-civ-spouse,Transport-moving,,White,Male,,2179.0,18.0,,<=50K
59.0,State-gov,303176.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0.0,2179.0,,United-States,<=50K
,Self-emp-not-inc,56460.0,,,Married-civ-spouse,Farming-fishing,Wife,White,,0.0,2179.0,12.0,United-States,
45.0,Private,,HS-grad,9.0,Married-civ-spouse,Transport-moving,,White,Male,,2179.0,45.0,United-States,<=50K
29.0,Private,119004.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,,White,,0.0,,40.0,,
47.0,Private,,10th,6.0,Married-civ-spouse,Sales,Husband,White,,0.0,,52.0,United-States,
40.0,Private,,,10.0,Married-civ-spouse,Machine-op-inspct,Husband,,Male,0.0,,40.0,United-States,<=50K
47.0,,191175.0,,3.0,Married-civ-spouse,Sales,Husband,,Male,0.0,,50.0,Mexico,
,,83043.0,Bachelors,13.0,,?,Husband,White,,,2179.0,,United-States,<=50K
41.0,Self-emp-not-inc,170214.0,HS-grad,9.0,,,Husband,,Male,,2179.0,40.0,United-States,<=50K
,Private,180714.0,Some-college,10.0,,Transport-moving,Husband,Black,Male,0.0,2179.0,40.0,United-States,<=50K
,?,177351.0,Bachelors,,Married-civ-spouse,?,Husband,White,Male,0.0,2174.0,40.0,,>50K
65.0,Self-emp-not-inc,,Some-college,10.0,Married-civ-spouse,Exec-managerial,,White,,0.0,,,,
70.0,Private,,,,,Handlers-cleaners,,White,,0.0,2174.0,,United-States,>50K
,,309955.0,Prof-school,,Married-civ-spouse,Prof-specialty,Husband,,Male,0.0,2174.0,50.0,,
65.0,,,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,,,United-States,>50K
,Federal-gov,,,10.0,,Exec-managerial,Husband,Black,Male,0.0,,40.0,United-States,>50K
73.0,Private,,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2174.0,,United-States,>50K
60.0,?,141221.0,Bachelors,13.0,Married-civ-spouse,,Husband,,Male,0.0,2163.0,25.0,South,
68.0,Self-emp-not-inc,116903.0,Assoc-voc,,,Prof-specialty,Husband,White,,,2149.0,40.0,,<=50K
74.0,,,HS-grad,9.0,Married-civ-spouse,,Husband,,Male,0.0,,20.0,United-States,<=50K
43.0,Private,,5th-6th,,Married-civ-spouse,,Wife,,,0.0,2129.0,72.0,?,<=50K
19.0,,342384.0,11th,7.0,Married-civ-spouse,Craft-repair,Own-child,White,Male,0.0,2129.0,55.0,,<=50K
37.0,,68899.0,,,Married-civ-spouse,Craft-repair,Husband,,Male,0.0,2129.0,40.0,United-States,<=50K
