country,year,iso_code,population,gdp,gdp_per_capita,poverty_rate,gini_index,income_top1,income_top10,income_bottom50
,2007.0,ALB,,,7694.39,,,7.85,32.08,18.89
Albania,,ALB,,25006230217.0,,0.8273079060018063,29.98467088,8.57,,
Albania,2009.0,ALB,,,8719.12,,,8.51,32.75,19.11
Albania,2010.0,ALB,2928731.0,26747818608.0,9132.9,,,8.41,,19.13
,2011.0,ALB,2911499.0,27431048326.0,,,,,,19.04
Albania,2012.0,ALB,,,9560.06,1.7945902422070503,28.96048427,8.54,,19.11
Albania,,ALB,,28098562696.0,9663.93,,,9.31,34.61,17.97
Albania,2014.0,ALB,2903748.0,28597169040.0,9848.36,3.6761395633220673,34.59889591,9.59,,
Albania,2015.0,,2898634.0,29231663899.0,10084.63,,32.7537328,9.62,,17.65
Albania,2016.0,ALB,2897868.0,30200694449.0,10421.69,1.140619721263647,33.73629749,,35.77,16.49
Albania,,ALB,2898245.0,31348975722.0,10816.54,1.4444440603256226,33.05566311,9.48,35.45,
,2018.0,ALB,2894229.0,,11266.9,1.0100294835865498,30.14828265,9.29,35.03,
,2019.0,ALB,,33289747424.0,11538.86,0.2723694546148181,30.11576831,9.33,,
Albania,2020.0,ALB,2871950.0,32130726850.0,11187.77,,29.41963077,,34.48,
Albania,2021.0,ALB,2849641.0,34866976278.0,,,,,34.35,17.94
Albania,2022.0,,2827614.0,36171005594.0,12792.06,,,,34.66,17.23
,2023.0,ALB,,,,,,9.32,34.37,
Albania,2024.0,,2791756.0,,,,,9.32,34.37,17.76
Algeria,1980.0,,18607175.0,,5077.7,,,15.72,,15.08
Algeria,1981.0,DZA,19220708.0,,5039.38,,,15.72,46.6,
,,DZA,19872353.0,103073663847.0,,,,15.72,46.6,15.08
,,DZA,20558120.0,,5274.33,,,,46.6,15.08
Algeria,1984.0,DZA,21271969.0,114406671796.0,5378.28,,,15.72,,
Algeria,1985.0,,22008542.0,120364208777.0,,,,15.72,46.6,15.08
Algeria,,DZA,,119145030269.0,5238.18,,,15.72,46.6,
Algeria,1987.0,DZA,23443627.0,118321211437.0,,,,15.72,,15.08
Algeria,,DZA,,,,,37.35699356,,,15.08
Algeria,1989.0,DZA,24754488.0,119762433617.0,4838.01,,,15.72,46.6,15.08
Algeria,1990.0,DZA,,,4643.92,,,15.72,46.6,15.08
,1991.0,,,121105141795.0,4660.05,,,,46.6,15.08
Algeria,1992.0,DZA,,,4806.22,,,,46.6,15.08
Algeria,,,,,4776.02,,,15.72,46.6,15.08
Algeria,,,,134279859768.0,4815.09,,,15.72,46.6,15.08
,,DZA,28470194.0,145054664533.0,5094.97,11.806999891996384,35.33005416,15.72,,15.08
Algeria,,DZA,,,5393.13,,,15.72,46.6,
Algeria,,,29579299.0,164644463404.0,5566.21,,,15.72,46.6,15.08
Algeria,1998.0,DZA,30054135.0,179962887740.0,,,,15.72,46.6,15.08
Algeria,1999.0,DZA,,193179776879.0,6339.09,,,,46.6,15.08
Algeria,2000.0,DZA,30903894.0,208554150552.0,6748.47,,,,46.6,15.08
,2001.0,,,,7130.91,,,,46.6,
Algeria,,DZA,31750832.0,245360923720.0,7727.7,,,15.72,46.6,
,2003.0,DZA,32175813.0,,8502.31,,,,46.6,15.08
,,DZA,32628286.0,296773569597.0,9095.59,,,,,15.08
Algeria,2005.0,DZA,,,9872.0,,,15.72,46.6,15.08
Algeria,2006.0,DZA,33623505.0,345705309468.0,10281.66,,,15.72,46.6,15.08
Algeria,2007.0,DZA,34189420.0,371665260161.0,10870.77,,,15.77,45.91,
Algeria,,DZA,34816963.0,395658515586.0,11363.96,,,15.81,45.24,
Algeria,,,35490442.0,418247711085.0,11784.8,,,15.85,44.57,17.19
Algeria,2010.0,DZA,36188237.0,450705801593.0,12454.48,,,15.89,43.92,
Algeria,,DZA,36903374.0,482028679734.0,13061.91,0.0,27.61573195,15.93,43.27,
,2012.0,,37646165.0,,13239.53,,,19.55,46.65,17.18
Algeria,,,38414176.0,512373332647.0,13338.13,,,23.25,50.1,15.78
Algeria,2014.0,,39205035.0,,13565.69,,,23.25,,15.78
Algeria,2015.0,,40019528.0,551521739825.0,13781.32,,,23.25,50.1,15.78
Algeria,2016.0,DZA,,569170418715.0,13932.94,,,23.25,,
Algeria,,DZA,41689302.0,577138830559.0,13843.81,,,23.25,50.1,15.78
Algeria,2018.0,DZA,42505033.0,,13741.07,,,23.25,50.1,
Algeria,,DZA,43294551.0,589905104177.0,13625.39,,,,,15.78
Algeria,2020.0,DZA,,559819958223.0,12711.02,,,,50.1,15.78
Algeria,2021.0,DZA,,,,,,23.25,,15.78
Algeria,2022.0,DZA,45477391.0,595820067103.0,13101.46,,,23.25,50.1,15.78
Algeria,2023.0,DZA,46164222.0,,,,,23.25,50.1,15.78
Algeria,2024.0,,46814302.0,,,,,23.25,,
Andorra,1980.0,AND,35802.0,,,,,9.09,32.28,20.3
Andorra,1981.0,AND,37194.0,,,,,9.07,32.3,20.27
Andorra,,AND,38785.0,,,,,9.04,32.24,20.17
Andorra,1983.0,AND,40586.0,,,,,,,
Andorra,,,,,,,,9.35,32.7,20.21
Andorra,,,,,,,,9.37,32.9,
Andorra,,AND,,,,,,9.35,32.56,20.07
,1987.0,AND,47677.0,,,,,,32.53,
Andorra,1988.0,AND,49441.0,,,,,,32.45,
Andorra,1989.0,AND,,,,,,9.44,32.62,20.66
Andorra,1990.0,AND,,,,,,9.23,32.53,20.87
,1991.0,AND,,,,,,9.15,32.32,21.0
Andorra,1992.0,AND,60217.0,,,,,9.51,,20.55
Andorra,1993.0,AND,63293.0,,,,,9.62,33.43,19.92
Andorra,1994.0,AND,64631.0,,,,,10.07,34.16,19.39
Andorra,1995.0,AND,63936.0,,,,,9.75,33.86,19.56
,1996.0,AND,64006.0,,,,,10.09,,19.5
Andorra,1997.0,AND,64722.0,,,,,10.68,34.82,19.18
Andorra,1998.0,AND,,,,,,10.81,34.95,
,,AND,65732.0,,,,,10.88,34.99,
Andorra,2000.0,AND,65703.0,,,,,11.29,35.56,18.93
Andorra,2001.0,AND,,,,,,10.86,,18.92
Andorra,2002.0,AND,,,,,,10.5,34.6,19.19
Andorra,2003.0,AND,69507.0,,,,,10.74,,18.96
Andorra,2004.0,,,,,,,11.14,34.98,
Andorra,2005.0,AND,77436.0,,,,,11.33,35.23,18.44
Andorra,2006.0,AND,79609.0,,,,,12.0,35.96,
Andorra,2007.0,AND,81901.0,,,,,11.98,36.07,18.4
Andorra,,,83513.0,,,,,10.78,34.24,19.16
,2009.0,AND,,,,,,9.88,,
Andorra,2010.0,AND,80727.0,,,,,,,18.4
Andorra,,,77801.0,,,,,10.87,35.05,
,2012.0,,,,,,,,34.39,18.46
Andorra,2013.0,,75220.0,,,,,,,18.16
,2014.0,,73755.0,,,,,10.86,,
,2015.0,,,,,,,10.66,34.99,
Andorra,,AND,,,,,,10.78,35.15,18.14
Andorra,,AND,73780.0,,,,,,35.3,18.26
Andorra,,AND,75181.0,,,,,10.84,35.28,18.42
Andorra,2019.0,AND,76492.0,,,,,10.5,35.05,
Andorra,,AND,77397.0,,,,,10.59,34.89,18.52
Andorra,,,78379.0,,,,,,35.57,
Andorra,,AND,79722.0,,,,,11.51,,
Andorra,2023.0,AND,80869.0,,,,,11.51,35.71,18.4
Andorra,2024.0,AND,,,,,,,,18.4
,1980.0,AGO,8133867.0,10330398679.0,1270.05,,,22.0,58.03,9.15
Angola,1981.0,AGO,,10119853675.0,1199.66,,,22.0,,9.15
Angola,1982.0,AGO,8751653.0,9643454557.0,1101.9,,,22.0,58.03,9.15
,1983.0,AGO,9082985.0,,1026.73,,,22.0,58.03,
Angola,1984.0,,,,994.07,,,22.0,58.03,9.15
Angola,1985.0,AGO,9779125.0,9420208558.0,,,,22.0,58.03,9.15
Angola,,AGO,10139459.0,8569986810.0,845.21,,,22.0,58.03,9.15
Angola,1987.0,AGO,,,908.83,,,,58.03,
Angola,1988.0,AGO,10861299.0,10911810585.0,,,,22.0,58.03,9.15
Angola,1989.0,AGO,11238562.0,11089228164.0,,,,,58.03,
Angola,,AGO,11626361.0,11482503320.0,987.63,,,22.0,58.03,9.15
Angola,1991.0,AGO,12023532.0,12341156472.0,,,,,58.03,9.15
Angola,1992.0,AGO,12423717.0,12363420423.0,995.15,,,,58.03,9.15
Angola,,AGO,12827136.0,9985477687.0,,,,22.0,58.03,9.15
Angola,,,13249763.0,10760814258.0,,,,22.0,58.03,9.15
Angola,1995.0,AGO,13699780.0,,,,,22.0,,9.15
Angola,1996.0,AGO,,15819838004.0,1116.36,,,22.0,58.03,9.15
Angola,1997.0,AGO,14660419.0,17972296931.0,1225.91,,,22.0,58.03,
,1998.0,AGO,,19905045075.0,,,,,58.03,9.15
Angola,,AGO,15667235.0,21527478033.0,1374.04,,,,,
Angola,2000.0,AGO,,23512184116.0,1451.83,,51.9451499,22.0,58.03,9.15
,,AGO,16747204.0,26015021059.0,,,,21.16,56.95,9.53
Angola,2002.0,AGO,,,1811.54,,,20.33,55.86,9.92
,2003.0,AGO,17943718.0,35081368421.0,,,,,54.78,10.3
Angola,2004.0,AGO,,41307235678.0,2220.77,,,18.66,53.69,10.69
,2005.0,,19291160.0,51967661783.0,2693.86,,,17.82,,
,2006.0,AGO,20015281.0,66749579296.0,3334.93,,,16.99,,11.46
,2007.0,AGO,20778570.0,87086353818.0,,,,16.15,,11.85
Angola,2008.0,AGO,21578656.0,105593132748.0,4893.41,22.079582512378693,42.71551371,15.3,49.32,12.23
Angola,,,,115247846475.0,5141.6,,,16.38,50.19,11.91
Angola,,,23294822.0,126984175354.0,,,,17.45,51.06,11.59
Angola,,,24218358.0,,,,,,51.93,11.27
Angola,2012.0,,25177398.0,152476849129.0,6056.1,,,19.59,52.8,
,,AGO,26165616.0,160032073258.0,6116.12,,,20.65,53.67,10.63
Angola,2014.0,AGO,27160767.0,167750415635.0,,,,21.72,54.54,
Angola,2015.0,,28157802.0,169333972139.0,6013.75,,,22.79,,9.99
Angola,2016.0,AGO,29183072.0,164965166058.0,5652.77,,,,56.28,9.67
Angola,,AGO,30234836.0,164717711409.0,,,,,57.14,9.36
Angola,2018.0,AGO,31297160.0,162550037080.0,5193.76,39.29470479488373,51.26428604,,58.01,
Angola,2019.0,AGO,,161408924528.0,4985.51,,,25.98,58.01,9.04
Angola,2020.0,,33451139.0,152308692850.0,4553.17,,,25.98,58.01,
,2021.0,AGO,,153971902307.0,,,,,58.01,
Angola,2022.0,AGO,,158346237030.0,4443.56,,,25.98,,
,2023.0,AGO,,,,,,25.98,,
Angola,2024.0,,37885854.0,,,,,25.98,58.01,9.04
Antigua and Barbuda,1980.0,ATG,64531.0,,,,,,55.94,
Antigua and Barbuda,1981.0,ATG,64686.0,,,,,,55.93,8.16
Antigua and Barbuda,,ATG,,,,,,23.53,55.93,
,1983.0,ATG,64952.0,,,,,23.42,,8.1
Antigua and Barbuda,1984.0,ATG,64899.0,,,,,23.31,55.92,8.07
Antigua and Barbuda,1985.0,,64606.0,,,,,23.19,55.92,8.03
,1986.0,,64292.0,,,,,23.07,,8.0
Antigua and Barbuda,,ATG,63964.0,,,,,22.95,55.91,7.96
,1988.0,ATG,63641.0,,,,,22.83,,7.93
Antigua and Barbuda,1989.0,,63346.0,,,,,22.7,,7.89
Antigua and Barbuda,1990.0,,63087.0,,,,,22.58,55.9,7.85
Antigua and Barbuda,1991.0,ATG,,,,,,22.57,55.8,
Antigua and Barbuda,1992.0,,64422.0,,,,,,55.7,7.93
Antigua and Barbuda,1993.0,ATG,65601.0,,,,,22.54,55.6,
Antigua and Barbuda,1994.0,,66860.0,,,,,,55.5,
Antigua and Barbuda,1995.0,ATG,68210.0,,,,,22.52,55.4,8.04
Antigua and Barbuda,1996.0,ATG,69629.0,,,,,22.51,,8.07
,1997.0,ATG,,,,,,22.5,55.21,8.11
,,ATG,72430.0,,,,,22.49,55.12,8.14
Antigua and Barbuda,1999.0,ATG,73681.0,,,,,22.48,,8.18
Antigua and Barbuda,,ATG,74929.0,,,,,22.47,54.94,8.21
Antigua and Barbuda,2001.0,ATG,76082.0,,,,,22.31,,8.26
Antigua and Barbuda,2002.0,ATG,77049.0,,,,,22.16,54.6,
Antigua and Barbuda,2003.0,,77896.0,,,,,22.02,54.45,8.35
,,,,,,,,,54.3,
Antigua and Barbuda,,ATG,,,,,,21.76,,8.43
Antigua and Barbuda,2006.0,ATG,,,,,,21.64,,
Antigua and Barbuda,,,,,,,,21.53,,8.5
,2008.0,,82926.0,,,,,21.42,53.78,
Antigua and Barbuda,,ATG,84193.0,,,,,21.31,53.66,
Antigua and Barbuda,2010.0,ATG,,,,,,21.21,,8.6
,2011.0,,,,,,,21.2,53.03,9.17
Antigua and Barbuda,2012.0,ATG,87275.0,,,,,21.2,52.52,
Antigua and Barbuda,2013.0,,88074.0,,,,,21.2,52.0,
,,ATG,,,,,,21.2,51.5,10.86
Antigua and Barbuda,,ATG,89421.0,,,,,21.19,50.99,11.41
Antigua and Barbuda,,ATG,89980.0,,,,,,50.49,11.97
Antigua and Barbuda,2017.0,ATG,90483.0,,,,,,,12.51
Antigua and Barbuda,,ATG,90942.0,,,,,21.18,49.5,
Antigua and Barbuda,2019.0,ATG,91377.0,,,,,21.18,49.01,13.6
,2020.0,,91864.0,,,,,21.18,48.52,14.13
Antigua and Barbuda,2021.0,,,,,,,21.18,48.52,
Antigua and Barbuda,2022.0,ATG,92850.0,,,,,,48.52,14.13
,,ATG,93331.0,,,,,21.18,,14.13
Antigua and Barbuda,2024.0,ATG,93782.0,,,,,21.18,48.52,
Argentina,1980.0,,28011597.0,,,,,14.86,50.57,8.17
Argentina,,,,,12288.59,,,14.86,50.57,8.17
Argentina,1982.0,ARG,,338761500000.0,11712.02,,,14.86,50.57,8.17
Argentina,,ARG,29391334.0,350706600000.0,11932.31,,,14.86,,8.17
Argentina,1984.0,ARG,,357844347000.0,,,,,50.57,8.17
Argentina,1985.0,ARG,30336448.0,,,,,,50.57,8.17
Argentina,1986.0,ARG,30811982.0,358634675000.0,11639.45,,,14.86,50.57,8.17
Argentina,,,31291764.0,367893625000.0,11756.88,,,14.86,50.57,8.17
Argentina,,ARG,31780534.0,,11356.67,,,14.86,50.57,
Argentina,1989.0,ARG,,338520796000.0,10489.95,,,,50.57,8.17
Argentina,1990.0,,32755907.0,,,,,14.86,50.57,8.17
,1991.0,ARG,33230293.0,376057930424.0,,,,14.86,50.57,
Argentina,1992.0,,33693532.0,416679827242.0,12366.76,,,14.86,50.57,8.17
Argentina,,ARG,,,13023.28,,,14.86,50.57,8.17
Argentina,,ARG,34613492.0,472926751991.0,,,,,,8.17
Argentina,1995.0,,35070016.0,461601030169.0,13162.27,,,14.86,50.57,8.17
Argentina,,ARG,35513795.0,,13780.74,,,14.86,50.57,8.17
Argentina,,ARG,35947790.0,,14786.07,,,,50.57,8.17
Argentina,1998.0,ARG,36372862.0,554567078807.0,15246.73,,,14.86,50.57,
Argentina,1999.0,ARG,36794687.0,538270560194.0,,,,14.86,,8.17
Argentina,2000.0,ARG,37213986.0,536480965694.0,,,,,,8.17
Argentina,,ARG,,514867255248.0,,,,14.58,51.66,7.03
Argentina,2002.0,ARG,38029345.0,,12110.61,,,16.61,53.24,7.0
,,ARG,,503104157615.0,13093.39,,,16.1,50.25,
Argentina,2004.0,ARG,38815915.0,550306327169.0,14177.34,,,16.53,49.5,10.28
Argentina,,,39216786.0,601050418142.0,15326.36,,,,46.74,
Argentina,,,39622113.0,,,,,11.33,44.55,11.62
Argentina,2007.0,ARG,,714725198062.0,17860.64,,,16.68,47.42,11.45
Argentina,2008.0,ARG,40424151.0,747157417513.0,18482.95,,,15.68,,12.84
Argentina,2009.0,ARG,40854832.0,,,,,13.06,41.71,12.21
Argentina,2010.0,ARG,41288694.0,785785170150.0,,,,13.17,42.58,12.82
Argentina,2011.0,,,,20074.99,,,12.52,40.03,13.66
,2012.0,ARG,42161718.0,829147409948.0,19665.88,,,9.16,38.81,14.04
Argentina,2013.0,ARG,,849088398588.0,,,,11.16,39.85,13.97
Argentina,2014.0,,43024071.0,,19239.25,,,12.37,41.6,12.94
Argentina,2015.0,ARG,43477011.0,850356641236.0,19558.77,,,13.25,41.65,13.12
Argentina,2016.0,ARG,,832669278245.0,18967.27,,,14.15,41.72,
Argentina,2017.0,,44288898.0,856142153676.0,19330.85,,,,41.79,
Argentina,2018.0,ARG,44654876.0,833736983405.0,18670.68,,,12.38,,13.47
,2019.0,ARG,44973469.0,817053926667.0,18167.47,,,14.82,43.7,
,2020.0,,,,16281.97,,,,45.11,10.63
Argentina,2021.0,ARG,45312282.0,812324184006.0,,,,14.38,42.67,13.22
Argentina,2022.0,ARG,45407904.0,,18827.44,,,12.52,43.23,13.26
Argentina,2023.0,ARG,45538402.0,,,,,18.1,45.11,12.21
Argentina,2024.0,ARG,45696153.0,,,,,18.1,45.11,12.21
Armenia,1980.0,,3107418.0,,9314.53,,,4.06,24.72,
,1981.0,ARM,3135354.0,,,,,4.22,24.72,27.71
Armenia,,ARM,3163145.0,31572139214.0,9981.25,,,4.38,24.71,27.69
,1983.0,ARM,3191549.0,,,,,4.54,24.71,27.67
Armenia,1984.0,ARM,3224549.0,33825293751.0,,,,4.69,24.71,27.65
,1985.0,ARM,3260438.0,,10848.69,,,4.84,,
Armenia,1986.0,ARM,3294857.0,,10795.02,,,,24.68,27.61
Armenia,1987.0,,3328525.0,33956640522.0,10201.71,,,5.15,24.66,
Armenia,1988.0,,3355123.0,32698725941.0,,,,5.3,24.64,27.58
Armenia,1989.0,ARM,,35006065203.0,10167.03,,,5.59,,27.38
Armenia,1990.0,ARM,,32650114430.0,9191.7,,,7.45,23.95,
Armenia,1991.0,,3613978.0,27959799817.0,7736.57,,,9.36,27.74,
Armenia,,ARM,,,,,,11.28,31.52,
,1993.0,ARM,3453339.0,13153115049.0,,,,13.19,,21.01
,,ARM,3364620.0,13441640358.0,3995.0,,,,,18.55
Armenia,1995.0,,3307586.0,,4258.56,,,,,
Armenia,,ARM,,14363162631.0,4380.7,,,,46.77,13.48
Armenia,,ARM,3246292.0,14402224399.0,4436.52,,,,,14.23
,1998.0,ARM,3208399.0,14841976252.0,4625.98,,,17.77,44.85,15.12
,1999.0,,3167282.0,,4688.78,21.16912305355072,,17.39,44.17,15.68
Armenia,2000.0,ARM,,,4877.36,,,15.89,43.09,16.48
Armenia,2001.0,ARM,3084350.0,16184137401.0,5247.18,24.141234159469604,,,,
Armenia,2002.0,ARM,,,,19.766227900981903,,,42.91,16.84
Armenia,2003.0,,3038976.0,19928773567.0,6557.73,14.845049381256104,33.02808702,17.02,42.55,17.53
Armenia,2004.0,,3022544.0,21350959248.0,7063.9,,37.50563264,18.8,45.67,16.14
Armenia,2005.0,ARM,3006360.0,,,6.114460155367851,35.99235415,,45.0,16.48
,,ARM,2990371.0,25937834265.0,8673.78,4.513620585203171,29.70998585,13.15,37.77,19.32
Armenia,2007.0,ARM,,28610365796.0,9617.5,3.690280020236969,31.22605681,,38.41,18.56
,2008.0,ARM,2959996.0,29672467967.0,10024.5,2.005504444241524,,12.59,36.96,19.33
Armenia,2009.0,ARM,2945518.0,24704739187.0,8387.23,3.114195726811886,28.0158788,,36.37,
Armenia,2010.0,ARM,2931083.0,24485670654.0,8353.8,2.9445042833685875,,14.76,39.12,18.78
Armenia,,ARM,,24860520809.0,8504.36,3.1296055763959885,29.35294509,13.26,37.29,19.48
,2012.0,ARM,2922529.0,26634064691.0,9113.36,2.4987928569316864,29.60226238,,37.7,19.63
Armenia,,ARM,,,,2.9467811807990074,,13.87,37.99,19.06
Armenia,2014.0,ARM,2922433.0,28536291283.0,9764.57,,31.4832896,,,
Armenia,2015.0,ARM,2921179.0,29464863299.0,10086.63,2.8523972257971764,,15.04,40.56,18.03
Armenia,2016.0,ARM,2918796.0,,10114.55,,32.54794776,16.53,,17.36
Armenia,2017.0,ARM,2914966.0,31741802974.0,10889.25,2.362477779388428,33.62183869,18.72,43.5,16.83
Armenia,,ARM,2909971.0,33400320594.0,11477.89,2.896632254123688,34.43349898,17.46,43.74,
Armenia,,,2903975.0,35949092334.0,12379.27,,30.03121316,15.0,39.6,18.59
,2020.0,ARM,,33378378959.0,,1.516591850668192,25.13160408,15.0,39.6,18.59
Armenia,2021.0,ARM,,,12289.7,2.11808942258358,27.94013023,,,18.59
Armenia,2022.0,ARM,2880880.0,39721734780.0,13788.06,1.8968814983963969,27.94529498,15.0,39.6,18.59
Armenia,2023.0,ARM,2943398.0,,,1.9280258566141129,27.15465128,,39.6,18.59
,,,2973843.0,,,,,15.0,39.6,18.59
Australia,1980.0,AUS,,335756463773.0,,,,,24.85,19.55
Australia,1981.0,AUS,14949210.0,348726734203.0,23327.44,0.9935030713677406,,5.27,24.79,
Australia,,AUS,15192484.0,348301464000.0,22925.91,,,5.31,,19.17
Australia,,AUS,,,22598.51,,,5.29,,19.45
Australia,,AUS,15620653.0,,,,,,,19.43
Australia,1985.0,AUS,15835743.0,391229265000.0,24705.46,,32.496351,,25.52,19.27
Australia,1986.0,AUS,16069631.0,399344400000.0,24850.88,,,6.37,26.29,
,1987.0,AUS,,419094027000.0,,,,7.51,,18.26
Australia,1988.0,AUS,,,,,,9.22,29.48,17.83
Australia,1989.0,AUS,16869362.0,,27100.98,0.7442749571055174,,,27.53,
Australia,,AUS,17126304.0,464136588000.0,27100.8,,,,,18.81
,1991.0,AUS,,,26583.13,,,7.0,,18.76
,,AUS,17549286.0,478633731062.0,,,,6.87,,19.14
Australia,1993.0,AUS,,,,,,7.23,29.88,18.78
,,AUS,,527993237904.0,29501.06,,,7.59,30.34,
Australia,1995.0,,18095340.0,549038744439.0,,0.9927314706146716,32.57850111,,30.87,18.47
Australia,1996.0,AUS,,574765618472.0,31398.86,,,8.29,30.94,18.68
Australia,1997.0,,18504911.0,601472798853.0,32503.41,,,7.51,30.34,18.54
Australia,1998.0,AUS,18701710.0,634847053105.0,33945.94,,,8.13,31.07,18.2
Australia,1999.0,AUS,18909980.0,664520698611.0,,,,,31.15,17.99
Australia,2000.0,AUS,,692059312020.0,36171.98,,,,31.89,17.96
Australia,2001.0,AUS,19365438.0,713890072308.0,,0.9920649230480194,33.46192837,8.94,,18.63
