abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
['Shed Skin'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,,,1.0,1.0,20.0,,70.0,205.0,120,,55.0,1000000.0,,,,Metapod,,11.0,25.0,25.0,,,,9.9,1.0,
,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,,1.0,,3840.0,70.0,395.0,45,Butterfly Pokémon,50.0,1000000.0,1.1,,,,50.0,12.0,90.0,80.0,,bug,,32.0,1.0,0.0
"['Shield Dust', 'Run Away']",0.5,1.0,1.0,,0.5,0.25,2.0,,1.0,0.25,1.0,1.0,1.0,,2.0,2.0,,1.0,35.0,3840.0,,195.0,,Hairy Pokémon,30.0,1000000.0,0.3,40.0,,,50.0,13.0,20.0,20.0,50.0,bug,poison,3.2,1.0,0.0
['Shed Skin'],0.5,1.0,1.0,1.0,0.5,,2.0,2.0,1.0,0.25,,1.0,1.0,,2.0,,1.0,1.0,25.0,3840.0,70.0,205.0,120,Cocoon Pokémon,50.0,1000000.0,,45.0,,Kakuna,50.0,14.0,25.0,25.0,35.0,bug,poison,10.0,1.0,0.0
"['Swarm', 'Sniper']",,1.0,1.0,1.0,0.5,,2.0,,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,150.0,,70.0,,45,Poison Bee Pokémon,40.0,1000000.0,1.0,,Spearスピアー,Beedrill,50.0,15.0,15.0,80.0,145.0,bug,poison,,1.0,0.0
"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1.0,,,1.0,1.0,,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,45.0,3840.0,70.0,,255,Tiny Bird Pokémon,40.0,1059860.0,0.3,40.0,Poppoポッポ,Pidgey,50.0,16.0,35.0,35.0,56.0,normal,flying,1.8,,0.0
"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,60.0,3840.0,70.0,349.0,120,Bird Pokémon,,1059860.0,1.1,63.0,Pigeonピジョン,,50.0,,50.0,50.0,71.0,normal,flying,30.0,,0.0
"['Keen Eye', 'Tangled Feet', 'Big Pecks']",,1.0,1.0,2.0,1.0,,1.0,,0.0,0.5,0.0,2.0,,1.0,1.0,2.0,1.0,1.0,80.0,,70.0,579.0,45,Bird Pokémon,80.0,1059860.0,1.5,83.0,Pigeotピジョット,Pidgeot,,,135.0,80.0,121.0,normal,flying,,1.0,0.0
,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,,,70.0,253.0,255,Mouse Pokémon,35.0,,,30.0,Korattaコラッタ,Rattata,50.0,19.0,,,72.0,normal,,,1.0,
"['Run Away', 'Guts', 'Hustle', 'Gluttony', 'Hustle', 'Thick Fat']",1.0,1.0,,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,71.0,3840.0,70.0,,127,,70.0,1000000.0,,75.0,Rattaラッタ,Raticate,50.0,,,80.0,77.0,normal,dark,,,
"['Keen Eye', 'Sniper']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,60.0,3840.0,70.0,262.0,255,Tiny Bird Pokémon,30.0,,0.3,40.0,,,50.0,21.0,,31.0,70.0,normal,flying,2.0,1.0,0.0
"['Keen Eye', 'Sniper']",,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,3840.0,70.0,,90,Beak Pokémon,65.0,1000000.0,1.2,,,Fearow,50.0,,61.0,61.0,100.0,normal,,38.0,1.0,0.0
"['Intimidate', 'Shed Skin', 'Unnerve']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,,0.5,2.0,1.0,,0.5,2.0,1.0,1.0,1.0,,,,288.0,,Snake Pokémon,44.0,,,35.0,Arboアーボ,Ekans,50.0,23.0,40.0,54.0,55.0,poison,,6.9,1.0,0.0
"['Intimidate', 'Shed Skin', 'Unnerve']",,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,,,1.0,1.0,,2.0,1.0,1.0,1.0,95.0,,70.0,448.0,,,69.0,1000000.0,3.5,60.0,Arbokアーボック,,50.0,24.0,65.0,79.0,,,,65.0,,0.0
"['Static', 'Lightningrod']",,1.0,1.0,,1.0,1.0,1.0,0.5,,,,1.0,1.0,1.0,1.0,,0.5,,,2560.0,,320.0,190,,40.0,1000000.0,,35.0,Pikachuピカチュウ,,50.0,25.0,50.0,,,electric,,6.0,1.0,0.0
"['Static', 'Lightningrod', 'Surge Surfer']",,1.0,1.0,,1.0,,,0.5,1.0,,,,1.0,,1.0,,0.5,1.0,85.0,2560.0,,485.0,,Mouse Pokémon,50.0,,,60.0,Raichuライチュウ,Raichu,50.0,,95.0,85.0,,electric,electric,,1.0,0.0
"['Sand Veil', 'Sand Rush', 'Snow Cloak', 'Slush Rush']",1.0,1.0,,0.0,1.0,1.0,,1.0,,,,2.0,,0.5,1.0,0.5,1.0,,75.0,,70.0,,255,,90.0,1000000.0,,50.0,,,50.0,27.0,10.0,35.0,40.0,ground,ice,,1.0,
"['Sand Veil', 'Sand Rush', 'Snow Cloak', 'Slush Rush']",1.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,0.5,1.0,,,2.0,,5120.0,,,90,Mouse Pokémon,120.0,,,,Sandpanサンドパン,,,28.0,25.0,65.0,65.0,,ice,,1.0,0.0
"['Poison Point', 'Rivalry', 'Hustle']",0.5,1.0,,1.0,0.5,0.5,1.0,1.0,1.0,,,1.0,,0.5,2.0,,1.0,,47.0,5120.0,70.0,275.0,235,,52.0,,0.4,55.0,Nidoran?ニドラン♀,,0.0,,40.0,,,poison,,7.0,1.0,
,0.5,1.0,,1.0,0.5,,1.0,,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,62.0,5120.0,70.0,365.0,120,,,1059860.0,,70.0,Nidorinaニドリーナ,Nidorina,0.0,30.0,55.0,,,,,20.0,,0.0
"['Poison Point', 'Rivalry', 'Sheer Force']",0.5,1.0,1.0,0.0,,0.5,1.0,1.0,1.0,,2.0,2.0,1.0,,,,1.0,,92.0,5120.0,70.0,505.0,45,,,1059860.0,1.3,90.0,,Nidoqueen,0.0,,75.0,,76.0,poison,ground,60.0,1.0,0.0
"['Poison Point', 'Rivalry', 'Hustle']",0.5,,1.0,,0.5,0.5,,1.0,,0.5,2.0,1.0,,0.5,2.0,1.0,1.0,1.0,57.0,5120.0,70.0,273.0,,Poison Pin Pokémon,40.0,1059860.0,,,Nidoran?ニドラン♂,Nidoran♂,,32.0,,,,poison,,9.0,1.0,0.0
,,,1.0,1.0,,,1.0,1.0,1.0,0.5,,1.0,,,,1.0,,1.0,72.0,5120.0,,365.0,120,Poison Pin Pokémon,,,0.9,61.0,Nidorinoニドリーノ,,100.0,33.0,55.0,55.0,65.0,,,19.5,1.0,0.0
"['Poison Point', 'Rivalry', 'Sheer Force']",0.5,1.0,1.0,,0.5,,1.0,1.0,,1.0,2.0,2.0,1.0,,2.0,0.5,1.0,2.0,102.0,5120.0,70.0,505.0,45,Drill Pokémon,77.0,,1.4,81.0,Nidokingニドキング,Nidoking,100.0,,85.0,75.0,85.0,,,,1.0,0.0
"['Cute Charm', 'Magic Guard', 'Friend Guard']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0,,,2.0,,1.0,2.0,1.0,45.0,,,323.0,150,Fairy Pokémon,48.0,,0.6,70.0,Pippiピッピ,Clefairy,,35.0,60.0,65.0,,,,,1.0,0.0
"['Cute Charm', 'Magic Guard', 'Unaware']",,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,2.0,1.0,70.0,2560.0,140.0,,,Fairy Pokémon,,800000.0,1.3,95.0,,,,36.0,95.0,90.0,60.0,fairy,,,,0.0
"['Flash Fire', 'Drought', 'Snow Cloak', 'Snow Warning']",0.5,1.0,1.0,1.0,0.5,,0.5,,1.0,0.5,2.0,0.5,,1.0,,2.0,0.5,2.0,41.0,5120.0,70.0,299.0,,Fox Pokémon,,,,38.0,Rokonロコン,,24.6,37.0,50.0,65.0,65.0,fire,ice,,1.0,0.0
"['Flash Fire', 'Drought', 'Snow Cloak', 'Snow Warning']",0.5,,1.0,1.0,0.5,,0.5,,1.0,0.5,2.0,0.5,1.0,1.0,1.0,,,2.0,67.0,,70.0,505.0,75,,75.0,1000000.0,,73.0,Kyukonキュウコン,,24.6,38.0,,100.0,109.0,fire,ice,,,0.0
"['Cute Charm', 'Competitive', 'Friend Guard']",0.5,,,1.0,,,1.0,1.0,0.0,1.0,1.0,,,2.0,1.0,1.0,2.0,1.0,45.0,2560.0,,,170,Balloon Pokémon,20.0,,0.5,115.0,Purinプリン,,,,45.0,,,normal,fairy,5.5,1.0,0.0
,,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,2.0,,1.0,2.0,1.0,70.0,2560.0,70.0,435.0,50,,45.0,800000.0,1.0,,Pukurinプクリン,Wigglytuff,,,,50.0,45.0,,fairy,12.0,1.0,0.0
"['Inner Focus', 'Infiltrator']",0.25,,,2.0,,0.25,1.0,1.0,1.0,,0.0,2.0,1.0,,2.0,2.0,,1.0,,,70.0,245.0,255,Bat Pokémon,,1000000.0,0.8,40.0,Zubatズバット,Zubat,50.0,,,,55.0,poison,flying,7.5,,0.0
"['Inner Focus', 'Infiltrator']",0.25,1.0,1.0,2.0,0.5,0.25,1.0,1.0,1.0,0.25,0.0,2.0,1.0,0.5,2.0,2.0,,1.0,80.0,3840.0,70.0,455.0,90,Bat Pokémon,70.0,,1.6,75.0,Golbatゴルバット,,50.0,42.0,65.0,75.0,90.0,poison,flying,55.0,1.0,0.0
"['Chlorophyll', 'Run Away']",1.0,1.0,1.0,0.5,,0.5,2.0,,1.0,,1.0,2.0,1.0,1.0,,1.0,,0.5,50.0,5120.0,70.0,320.0,255,Weed Pokémon,55.0,1059860.0,0.5,,,,50.0,,75.0,65.0,,grass,,5.4,1.0,0.0
"['Chlorophyll', 'Stench']",1.0,1.0,1.0,,0.5,,2.0,2.0,1.0,0.25,,2.0,1.0,1.0,,1.0,1.0,0.5,65.0,5120.0,,,120,Weed Pokémon,70.0,,0.8,60.0,,Gloom,50.0,,85.0,75.0,40.0,grass,poison,8.6,1.0,
,,,,0.5,0.5,0.5,2.0,,1.0,0.25,,,1.0,1.0,2.0,1.0,1.0,0.5,,,70.0,,,Flower Pokémon,85.0,1059860.0,,,Ruffresiaラフレシア,Vileplume,50.0,45.0,,90.0,50.0,,poison,18.6,1.0,0.0
"['Effect Spore', 'Dry Skin', 'Damp']",2.0,1.0,,,1.0,0.5,4.0,4.0,1.0,0.25,0.25,,,2.0,,,1.0,,70.0,,70.0,285.0,190,Mushroom Pokémon,,1000000.0,0.3,,Parasパラス,Paras,50.0,46.0,45.0,55.0,25.0,bug,,5.4,1.0,0.0
"['Effect Spore', 'Dry Skin', 'Damp']",2.0,1.0,,0.5,1.0,0.5,,,1.0,0.25,0.25,,1.0,,1.0,2.0,1.0,0.5,95.0,5120.0,70.0,,,Mushroom Pokémon,80.0,1000000.0,1.0,60.0,Parasectパラセクト,Parasect,,,60.0,,30.0,bug,,29.5,1.0,0.0
"['Compoundeyes', 'Tinted Lens', 'Run Away']",0.5,1.0,1.0,1.0,,0.25,2.0,2.0,,0.25,1.0,,,0.5,,,,1.0,55.0,5120.0,70.0,,190,Insect Pokémon,50.0,1000000.0,1.0,60.0,Kongpangコンパン,Venonat,50.0,,,55.0,,,,,1.0,0.0
"['Shield Dust', 'Tinted Lens', 'Wonder Skin ']",0.5,,1.0,1.0,0.5,0.25,,,1.0,0.25,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,65.0,5120.0,70.0,450.0,75,Poison Moth Pokémon,60.0,1000000.0,1.5,70.0,Morphonモルフォン,Venomoth,50.0,,,75.0,,bug,poison,12.5,1.0,0.0
"['Sand Veil', 'Arena Trap', 'Sand Force', 'Sand Veil', 'Tangling Hair', 'Sand Force']",1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,,1.0,0.5,,2.0,,5120.0,70.0,,,Mole Pokémon,30.0,1000000.0,,10.0,Digdaディグダ,Diglett,50.0,50.0,35.0,,90.0,,,,1.0,0.0
,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,2.0,1.0,0.5,1.0,0.5,,2.0,100.0,5120.0,,425.0,50,Mole Pokémon,60.0,,,35.0,,,50.0,51.0,50.0,70.0,110.0,ground,ground,,,0.0
"['Pickup', 'Technician', 'Unnerve', 'Pickup', 'Technician', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,35.0,5120.0,70.0,290.0,255,Scratch Cat Pokémon,35.0,1000000.0,,,,,,,50.0,40.0,90.0,normal,dark,,1.0,
"['Limber', 'Technician', 'Unnerve', 'Fur Coat', 'Technician', 'Rattled']",1.0,1.0,,,,2.0,,,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,5120.0,70.0,,90,Classy Cat Pokémon,60.0,1000000.0,,65.0,Persianペルシアン,Persian,50.0,,75.0,65.0,115.0,normal,dark,,1.0,0.0
"['Damp', 'Cloud Nine', 'Swift Swim']",1.0,1.0,,,,1.0,0.5,1.0,1.0,2.0,1.0,0.5,,1.0,1.0,,,0.5,,5120.0,70.0,320.0,190,Duck Pokémon,,1000000.0,0.8,50.0,Koduckコダック,,50.0,54.0,65.0,,55.0,water,,19.6,1.0,0.0
,1.0,,1.0,2.0,1.0,1.0,0.5,1.0,1.0,,,,1.0,1.0,,1.0,0.5,0.5,82.0,,70.0,500.0,75,Duck Pokémon,78.0,1000000.0,1.7,80.0,Golduckゴルダック,Golduck,50.0,55.0,95.0,80.0,85.0,,,76.6,,0.0
"['Vital Spirit', 'Anger Point', 'Defiant']",0.5,0.5,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,,5120.0,,305.0,190,Pig Monkey Pokémon,35.0,,0.5,,Mankeyマンキー,Mankey,50.0,,,45.0,,fighting,,,1.0,0.0
"['Vital Spirit', 'Anger Point', 'Defiant']",0.5,0.5,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,2.0,0.5,1.0,1.0,105.0,,,455.0,75,Pig Monkey Pokémon,60.0,1000000.0,,65.0,Okorizaruオコリザル,,50.0,57.0,,70.0,95.0,,,32.0,1.0,0.0
,,1.0,1.0,,,,0.5,1.0,1.0,0.5,2.0,0.5,1.0,,1.0,2.0,0.5,2.0,70.0,5120.0,70.0,,,Puppy Pokémon,45.0,1250000.0,0.7,,,Growlithe,,58.0,70.0,50.0,60.0,fire,,19.0,1.0,0.0
"['Intimidate', 'Flash Fire', 'Justified']",0.5,,,1.0,0.5,1.0,0.5,,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,,110.0,5120.0,,555.0,75,Legendary Pokémon,80.0,1250000.0,,90.0,Windieウインディ,Arcanine,75.4,,100.0,80.0,95.0,,,155.0,1.0,0.0
"['Water Absorb', 'Damp', 'Swift Swim']",,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,,0.5,1.0,1.0,1.0,1.0,0.5,0.5,,,,300.0,255,,40.0,1059860.0,,40.0,,Poliwag,50.0,60.0,40.0,40.0,90.0,water,,12.4,1.0,
"['Water Absorb', 'Damp', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,,1.0,,,0.5,1.0,1.0,1.0,1.0,0.5,0.5,,5120.0,70.0,,,,65.0,1059860.0,,65.0,Nyorozoニョロゾ,Poliwhirl,50.0,61.0,50.0,,90.0,water,,20.0,1.0,0.0
"['Water Absorb', 'Damp', 'Swift Swim']",,,1.0,2.0,2.0,1.0,0.5,2.0,,2.0,1.0,0.5,1.0,,2.0,0.5,0.5,,95.0,5120.0,,510.0,45,Tadpole Pokémon,95.0,,,90.0,Nyorobonニョロボン,Poliwrath,50.0,62.0,70.0,,70.0,water,fighting,,1.0,0.0
"['Synchronize', 'Inner Focus', 'Magic Guard']",2.0,2.0,,1.0,1.0,0.5,,1.0,2.0,,,1.0,1.0,,0.5,,1.0,1.0,20.0,,,310.0,200,Psi Pokémon,15.0,1059860.0,0.9,25.0,,Abra,75.4,63.0,105.0,55.0,90.0,psychic,,19.5,1.0,0.0
"['Synchronize', 'Inner Focus', 'Magic Guard']",2.0,2.0,1.0,1.0,,0.5,1.0,1.0,2.0,,1.0,1.0,1.0,,0.5,1.0,,1.0,35.0,5120.0,70.0,,100,Psi Pokémon,30.0,1059860.0,1.3,40.0,,,75.4,64.0,120.0,70.0,105.0,psychic,,,1.0,0.0
"['Synchronize', 'Inner Focus', 'Magic Guard']",2.0,2.0,,1.0,1.0,0.5,1.0,,,,1.0,1.0,,1.0,0.5,1.0,1.0,1.0,,5120.0,,600.0,50,Psi Pokémon,65.0,1059860.0,1.5,55.0,Foodinフーディン,Alakazam,75.4,65.0,175.0,,150.0,psychic,,48.0,1.0,
,0.5,0.5,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,,80.0,5120.0,70.0,,180,Superpower Pokémon,50.0,1059860.0,0.8,70.0,,,75.4,66.0,35.0,35.0,,fighting,,19.5,1.0,0.0
,,0.5,1.0,1.0,2.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,0.5,1.0,1.0,,5120.0,70.0,405.0,90,,,1059860.0,,80.0,,Machoke,75.4,67.0,50.0,60.0,45.0,fighting,,70.5,,
,0.5,0.5,,,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,,1.0,2.0,0.5,1.0,1.0,,5120.0,70.0,505.0,45,Superpower Pokémon,80.0,1059860.0,1.6,90.0,,Machamp,75.4,68.0,65.0,85.0,55.0,fighting,,,1.0,0.0
,1.0,1.0,1.0,0.5,0.5,,2.0,2.0,1.0,0.25,1.0,2.0,,,2.0,1.0,,0.5,75.0,5120.0,,,,Flower Pokémon,35.0,,0.7,50.0,Madatsubomiマダツボミ,Bellsprout,50.0,69.0,70.0,30.0,40.0,grass,poison,4.0,1.0,0.0
,1.0,1.0,1.0,0.5,,,,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,,,90.0,5120.0,70.0,390.0,120,,50.0,1059860.0,1.0,65.0,Utsudonウツドン,Weepinbell,,70.0,85.0,45.0,,grass,poison,,1.0,0.0
,,1.0,1.0,0.5,,,2.0,2.0,1.0,0.25,1.0,2.0,,1.0,2.0,,1.0,,105.0,,70.0,490.0,,Flycatcher Pokémon,,1059860.0,1.7,80.0,Utsubotウツボット,Victreebel,50.0,71.0,100.0,70.0,70.0,,poison,15.5,,0.0
"['Clear Body', 'Liquid Ooze', 'Rain Dish']",,1.0,1.0,2.0,,,0.5,1.0,,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,40.0,5120.0,,335.0,190,Jellyfish Pokémon,35.0,,0.9,,,Tentacool,50.0,72.0,50.0,100.0,70.0,water,poison,45.5,1.0,0.0
"['Clear Body', 'Liquid Ooze', 'Rain Dish']",,,1.0,2.0,0.5,0.5,,1.0,,1.0,2.0,,1.0,,,,0.5,0.5,70.0,5120.0,70.0,515.0,,Jellyfish Pokémon,65.0,1250000.0,,80.0,Dokukurageドククラゲ,Tentacruel,,73.0,80.0,120.0,100.0,,,55.0,1.0,0.0
,1.0,1.0,1.0,0.0,1.0,,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,,,4.0,80.0,,70.0,300.0,255,Rock Pokémon,100.0,1059860.0,,,Isitsubuteイシツブテ,Geodude,50.0,74.0,,30.0,20.0,rock,,,1.0,0.0
"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,,,0.5,0.5,1.0,4.0,2.0,2.0,,0.25,,,2.0,4.0,95.0,3840.0,70.0,,120,,115.0,1059860.0,,55.0,,Graveler,50.0,75.0,45.0,45.0,35.0,rock,,,1.0,0.0
"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",,1.0,,0.0,1.0,,0.5,0.5,1.0,,,2.0,,0.25,1.0,,2.0,4.0,120.0,3840.0,,495.0,45,Megaton Pokémon,130.0,,,,,Golem,,76.0,55.0,65.0,45.0,rock,ground,,1.0,0.0
"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1.0,1.0,1.0,0.5,,0.5,1.0,1.0,0.5,,,1.0,1.0,1.0,2.0,0.5,2.0,85.0,,70.0,410.0,,Fire Horse Pokémon,,1000000.0,1.0,50.0,,,,77.0,65.0,,90.0,fire,,30.0,,0.0
"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,,,,2.0,,,1.0,1.0,2.0,,2.0,100.0,5120.0,70.0,500.0,60,Fire Horse Pokémon,,,1.7,65.0,,Rapidash,50.0,,80.0,,105.0,fire,,95.0,,0.0
,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,,65.0,5120.0,70.0,315.0,190,,65.0,1000000.0,1.2,90.0,Yadonヤドン,Slowpoke,,79.0,40.0,,15.0,water,psychic,36.0,,
"['Oblivious', 'Own Tempo', 'Regenerator']",,2.0,1.0,2.0,1.0,0.5,0.5,,2.0,,1.0,0.5,1.0,1.0,0.5,,0.5,,75.0,5120.0,,590.0,75,Hermit Crab Pokémon,,1000000.0,,95.0,Yadoranヤドラン,Slowbro,50.0,80.0,130.0,,,water,,78.5,,0.0
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,,0.5,0.5,,,,,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,,,,325.0,190,Magnet Pokémon,70.0,1000000.0,0.3,25.0,Coilコイル,Magnemite,,81.0,,,45.0,,steel,6.0,1.0,0.0
,,1.0,0.5,0.5,0.5,,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,,60.0,5120.0,70.0,,60,,95.0,1000000.0,1.0,50.0,Rarecoilレアコイル,Magneton,,82.0,120.0,70.0,70.0,electric,,60.0,1.0,
"['Keen Eye', 'Inner Focus', 'Defiant']",0.5,,1.0,2.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,5120.0,70.0,,45,Wild Duck Pokémon,55.0,1000000.0,0.8,52.0,,,50.0,83.0,58.0,,60.0,normal,flying,15.0,1.0,
"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85.0,5120.0,70.0,310.0,190,Twin Bird Pokémon,45.0,1000000.0,,35.0,Dodoドードー,Doduo,50.0,,35.0,35.0,,normal,flying,,1.0,0.0
"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1.0,,,,1.0,1.0,1.0,0.0,,0.0,2.0,1.0,1.0,,,1.0,,110.0,5120.0,,470.0,45,Triple Bird Pokémon,70.0,1000000.0,,,,Dodrio,50.0,85.0,60.0,60.0,,,flying,85.2,1.0,0.0
