customer_id,transaction_date,product_category,amount,quantity,customer_rating,region,is_member,loyalty_points
225,2025-01-10 08:00:00,Clothing,28.64,8,5,West,False,171
226,2025-01-10 09:00:00,Clothing,46.0,7,4,North,True,17
227,2025-01-10 10:00:00,Electronics,43.56,2,2,East,True,234
228,2025-01-10 11:00:00,Clothing,58.83,6,2,South,True,309
229,2025-01-10 12:00:00,Electronics,26.03,8,1,East,True,894
230,2025-01-10 13:00:00,Electronics,56.93,7,2,East,True,668
231,2025-01-10 14:00:00,Clothing,80.36,1,1,East,True,722
232,2025-01-10 15:00:00,Books,29.55,5,5,North,False,280
233,2025-01-10 16:00:00,Books,52.85,2,5,West,False,830
234,2025-01-10 17:00:00,Books,40.07,6,5,South,True,195
235,2025-01-10 18:00:00,Books,56.39,7,1,East,True,114
236,2025-01-10 19:00:00,Books,50.29,7,5,West,False,396
237,2025-01-10 20:00:00,Clothing,40.38,3,3,North,False,671
238,2025-01-10 21:00:00,Clothing,57.32,7,2,East,True,666
239,2025-01-10 22:00:00,Food,77.07,5,1,West,False,562
240,2025-01-10 23:00:00,Books,47.14,8,5,North,True,417
241,2025-01-11 00:00:00,Clothing,60.8,8,3,West,False,283
242,2025-01-11 01:00:00,Food,30.6,7,2,South,False,584
243,2025-01-11 02:00:00,Books,35.65,6,2,West,False,327
244,2025-01-11 03:00:00,Electronics,57.09,2,5,West,False,340
245,2025-01-11 04:00:00,Food,72.26,6,3,South,False,621
246,2025-01-11 05:00:00,Clothing,55.33,9,1,South,True,797
247,2025-01-11 06:00:00,Electronics,45.3,2,5,West,True,220
248,2025-01-11 07:00:00,Electronics,49.99,1,2,South,False,8
249,2025-01-11 08:00:00,Electronics,31.24,5,2,West,True,908
250,2025-01-11 09:00:00,Food,59.07,6,2,East,True,81
251,2025-01-11 10:00:00,Clothing,63.23,3,5,West,False,831
252,2025-01-11 11:00:00,Electronics,43.22,8,4,North,True,293
253,2025-01-11 12:00:00,Books,42.95,7,4,South,True,374
254,2025-01-11 13:00:00,Electronics,53.99,2,4,East,False,533
255,2025-01-11 14:00:00,Electronics,43.45,7,3,South,True,414
256,2025-01-11 15:00:00,Food,49.01,1,5,South,False,98
257,2025-01-11 16:00:00,Food,81.5,9,2,South,False,681
258,2025-01-11 17:00:00,Clothing,46.29,7,3,North,True,701
259,2025-01-11 18:00:00,Books,44.62,6,4,North,False,617
260,2025-01-11 19:00:00,Food,40.29,2,1,West,True,831
261,2025-01-11 20:00:00,Electronics,61.16,3,3,North,True,969
262,2025-01-11 21:00:00,Clothing,47.28,1,3,South,False,776
263,2025-01-11 22:00:00,Electronics,40.26,5,5,East,True,381
264,2025-01-11 23:00:00,Electronics,69.82,9,3,East,True,862
265,2025-01-12 00:00:00,Food,71.29,6,5,East,True,939
266,2025-01-12 01:00:00,Clothing,40.99,5,1,South,True,503
267,2025-01-12 02:00:00,Books,22.0,3,2,North,True,446
268,2025-01-12 03:00:00,Books,65.11,5,2,East,True,679
269,2025-01-12 04:00:00,Food,39.73,8,4,South,True,343
270,2025-01-12 05:00:00,Food,61.86,2,4,South,False,424
271,2025-01-12 06:00:00,Clothing,20.45,5,1,East,True,624
272,2025-01-12 07:00:00,Books,63.39,6,2,East,False,839
273,2025-01-12 08:00:00,Books,31.83,8,4,West,False,305
274,2025-01-12 09:00:00,Books,60.96,8,3,West,True,147
275,2025-01-12 10:00:00,Electronics,50.21,5,5,South,False,848
276,2025-01-12 11:00:00,Books,35.69,9,4,West,False,731
277,2025-01-12 12:00:00,Electronics,43.89,4,1,West,False,453
278,2025-01-12 13:00:00,Clothing,60.29,9,2,East,True,937
279,2025-01-12 14:00:00,Electronics,51.59,7,1,West,False,32
280,2025-01-12 15:00:00,Clothing,58.77,6,5,South,False,731
281,2025-01-12 16:00:00,Books,79.65,4,5,East,False,500
282,2025-01-12 17:00:00,Books,26.54,2,1,West,False,318
283,2025-01-12 18:00:00,Clothing,74.26,8,4,West,False,696
284,2025-01-12 19:00:00,Food,51.57,6,4,West,False,192
285,2025-01-12 20:00:00,Clothing,36.52,3,2,North,True,872
286,2025-01-12 21:00:00,Food,30.05,7,2,West,False,179
287,2025-01-12 22:00:00,Electronics,47.16,7,3,West,False,866
288,2025-01-12 23:00:00,Electronics,63.82,6,3,South,True,983
289,2025-01-13 00:00:00,Electronics,48.09,2,2,West,True,517
290,2025-01-13 01:00:00,Books,72.67,8,3,North,False,390
291,2025-01-13 02:00:00,Electronics,28.23,1,1,East,False,520
292,2025-01-13 03:00:00,Food,49.82,1,4,West,True,356
293,2025-01-13 04:00:00,Electronics,31.21,6,3,West,False,572
294,2025-01-13 05:00:00,Clothing,55.45,5,3,South,False,463
295,2025-01-13 06:00:00,Clothing,63.3,9,1,West,True,929
296,2025-01-13 07:00:00,Books,43.69,7,5,West,False,674
297,2025-01-13 08:00:00,Clothing,10.94,2,2,West,True,98
298,2025-01-13 09:00:00,Food,52.98,7,1,West,False,147
299,2025-01-13 10:00:00,Electronics,56.55,3,5,East,False,569
300,2025-01-13 11:00:00,Books,56.06,1,1,South,True,726
301,2025-01-13 12:00:00,Electronics,68.54,8,4,East,True,315
302,2025-01-13 13:00:00,Electronics,33.93,3,1,North,False,181
303,2025-01-13 14:00:00,Food,60.2,8,1,West,False,546
304,2025-01-13 15:00:00,Clothing,67.89,7,4,North,False,302
305,2025-01-13 16:00:00,Clothing,23.32,2,2,East,True,557
306,2025-01-13 17:00:00,Electronics,54.79,1,5,North,True,598
307,2025-01-13 18:00:00,Books,42.44,7,3,West,True,3
308,2025-01-13 19:00:00,Clothing,48.78,1,2,North,True,777
309,2025-01-13 20:00:00,Books,55.22,6,1,East,True,106
310,2025-01-13 21:00:00,Clothing,42.69,8,3,West,True,74
311,2025-01-13 22:00:00,Books,39.86,7,4,South,False,39
312,2025-01-13 23:00:00,Food,50.51,4,2,East,True,638
313,2025-01-14 00:00:00,Books,33.69,1,5,West,True,694
314,2025-01-14 01:00:00,Food,33.71,1,2,South,True,118
315,2025-01-14 02:00:00,Food,60.19,4,2,North,True,72
316,2025-01-14 03:00:00,Books,32.77,5,3,North,False,551
317,2025-01-14 04:00:00,Food,59.99,7,4,North,True,203
318,2025-01-14 05:00:00,Electronics,56.94,4,4,West,False,976
319,2025-01-14 06:00:00,Food,24.11,1,2,North,True,95
320,2025-01-14 07:00:00,Clothing,39.84,7,4,North,False,278
321,2025-01-14 08:00:00,Books,67.91,2,3,South,True,142
322,2025-01-14 09:00:00,Electronics,35.28,2,3,South,True,114
323,2025-01-14 10:00:00,Books,43.03,8,5,South,True,475
324,2025-01-14 11:00:00,Clothing,56.93,5,4,West,True,883
325,2025-01-14 12:00:00,Clothing,61.75,2,5,East,False,997
326,2025-01-14 13:00:00,Clothing,46.23,5,1,North,False,132
327,2025-01-14 14:00:00,Food,41.04,8,3,North,True,167
328,2025-01-14 15:00:00,Food,71.34,6,2,West,True,913
329,2025-01-14 16:00:00,Books,76.08,3,3,North,False,244
330,2025-01-14 17:00:00,Books,64.68,8,1,West,False,276
331,2025-01-14 18:00:00,Electronics,51.28,9,2,West,False,974
332,2025-01-14 19:00:00,Electronics,37.88,5,4,West,True,258
333,2025-01-14 20:00:00,Books,37.54,2,4,East,False,45
334,2025-01-14 21:00:00,Food,57.84,2,3,West,True,345
335,2025-01-14 22:00:00,Clothing,56.28,7,2,East,True,846
336,2025-01-14 23:00:00,Books,71.02,1,2,East,False,894
337,2025-01-15 00:00:00,Electronics,59.76,2,5,North,True,236
338,2025-01-15 01:00:00,Food,27.45,4,1,South,True,52
339,2025-01-15 02:00:00,Books,65.78,1,4,East,False,147
340,2025-01-15 03:00:00,Books,35.03,4,3,East,True,698
341,2025-01-15 04:00:00,Food,44.24,5,2,South,False,532
342,2025-01-15 05:00:00,Books,53.75,9,4,East,False,89
343,2025-01-15 06:00:00,Food,79.94,1,3,South,False,232
344,2025-01-15 07:00:00,Clothing,96.65,5,4,North,True,726
345,2025-01-15 08:00:00,Food,59.1,2,3,West,False,880
346,2025-01-15 09:00:00,Food,47.25,9,4,South,False,50
347,2025-01-15 10:00:00,Food,58.02,6,5,West,True,664
348,2025-01-15 11:00:00,Books,63.31,2,1,South,True,835
349,2025-01-15 12:00:00,Books,45.19,3,4,West,False,627
350,2025-01-15 13:00:00,Food,76.93,8,1,North,True,393
351,2025-01-15 14:00:00,Books,53.45,1,4,East,True,213
352,2025-01-15 15:00:00,Electronics,57.47,3,2,North,True,450
353,2025-01-15 16:00:00,Electronics,59.99,1,5,East,True,338
354,2025-01-15 17:00:00,Books,56.32,8,5,West,True,350
355,2025-01-15 18:00:00,Books,62.58,1,1,West,False,648
356,2025-01-15 19:00:00,Food,40.74,5,2,East,False,284
357,2025-01-15 20:00:00,Clothing,41.63,4,3,South,False,932
358,2025-01-15 21:00:00,Books,33.5,7,5,North,True,877
359,2025-01-15 22:00:00,Electronics,56.59,5,2,South,True,582
360,2025-01-15 23:00:00,Food,61.68,8,2,West,False,244
361,2025-01-16 00:00:00,Books,56.87,1,1,North,False,549
362,2025-01-16 01:00:00,Electronics,75.12,5,2,North,False,727
363,2025-01-16 02:00:00,Electronics,49.92,4,2,South,True,638
364,2025-01-16 03:00:00,Clothing,60.03,3,3,East,False,583
365,2025-01-16 04:00:00,Food,33.62,5,1,East,True,225
366,2025-01-16 05:00:00,Food,44.19,3,1,North,False,826
367,2025-01-16 06:00:00,Clothing,60.43,8,2,East,False,440
368,2025-01-16 07:00:00,Clothing,62.74,3,3,West,True,473
369,2025-01-16 08:00:00,Food,45.59,1,4,South,True,443
370,2025-01-16 09:00:00,Food,48.93,9,5,South,False,795
371,2025-01-16 10:00:00,Books,27.23,9,1,South,False,411
372,2025-01-16 11:00:00,Books,44.64,6,3,North,False,813
373,2025-01-16 12:00:00,Clothing,63.36,1,3,North,True,245
374,2025-01-16 13:00:00,Books,58.63,8,2,East,True,582
375,2025-01-16 14:00:00,Electronics,57.51,2,5,South,False,706
376,2025-01-16 15:00:00,Books,50.75,9,1,West,False,499
377,2025-01-16 16:00:00,Books,50.11,8,4,West,False,981
378,2025-01-16 17:00:00,Electronics,40.1,3,2,South,True,950
379,2025-01-16 18:00:00,Clothing,60.48,5,1,North,False,549
380,2025-01-16 19:00:00,Electronics,56.31,9,1,North,False,116
381,2025-01-16 20:00:00,Books,57.38,1,3,North,True,749
382,2025-01-16 21:00:00,Clothing,42.11,9,5,West,False,363
383,2025-01-16 22:00:00,Books,17.7,4,4,South,False,913
384,2025-01-16 23:00:00,Electronics,66.46,4,5,West,True,203
385,2025-01-17 00:00:00,Electronics,42.82,4,3,South,True,350
386,2025-01-17 01:00:00,Books,37.06,9,4,West,False,318
387,2025-01-17 02:00:00,Food,60.4,6,4,West,True,358
388,2025-01-17 03:00:00,Food,44.12,8,2,East,True,516
389,2025-01-17 04:00:00,Electronics,65.9,4,4,West,True,939
390,2025-01-17 05:00:00,Electronics,59.26,3,1,South,True,488
391,2025-01-17 06:00:00,Food,60.25,1,5,West,True,668
392,2025-01-17 07:00:00,Food,29.51,7,5,East,True,106
393,2025-01-17 08:00:00,Books,68.18,4,2,East,True,739
394,2025-01-17 09:00:00,Books,53.92,8,4,South,False,653
395,2025-01-17 10:00:00,Food,44.46,3,3,East,True,825
396,2025-01-17 11:00:00,Books,52.15,1,1,East,True,171
397,2025-01-17 12:00:00,Books,23.36,5,2,North,True,657
398,2025-01-17 13:00:00,Clothing,56.13,2,4,South,True,518
399,2025-01-17 14:00:00,Books,34.56,3,3,East,False,854
400,2025-01-17 15:00:00,Electronics,29.71,6,4,East,False,864
401,2025-01-17 16:00:00,Books,27.16,3,2,East,True,957
402,2025-01-17 17:00:00,Books,66.69,3,3,South,False,812
403,2025-01-17 18:00:00,Food,40.56,6,3,North,False,527
404,2025-01-17 19:00:00,Electronics,73.01,5,3,West,False,319
405,2025-01-17 20:00:00,Books,41.96,9,3,North,False,36
406,2025-01-17 21:00:00,Books,24.39,1,4,South,False,498
407,2025-01-17 22:00:00,Clothing,33.25,3,3,South,True,664
408,2025-01-17 23:00:00,Books,68.54,3,4,South,True,264
409,2025-01-18 00:00:00,Books,47.66,6,3,West,True,694
410,2025-01-18 01:00:00,Clothing,41.78,8,3,South,False,667
411,2025-01-18 02:00:00,Food,52.4,3,2,North,True,648
412,2025-01-18 03:00:00,Books,57.53,3,4,East,False,907
413,2025-01-18 04:00:00,Clothing,66.76,6,4,East,True,401
414,2025-01-18 05:00:00,Electronics,71.73,8,5,South,True,986
415,2025-01-18 06:00:00,Food,44.6,6,2,South,True,601
416,2025-01-18 07:00:00,Electronics,30.11,3,4,West,True,951
417,2025-01-18 08:00:00,Electronics,43.8,4,2,East,False,217
418,2025-01-18 09:00:00,Clothing,53.9,1,2,West,True,329
419,2025-01-18 10:00:00,Books,35.54,8,2,West,True,185
420,2025-01-18 11:00:00,Clothing,35.64,4,1,West,False,380
421,2025-01-18 12:00:00,Clothing,55.16,6,4,West,False,208
422,2025-01-18 13:00:00,Clothing,49.27,3,2,North,True,562
