account_id,date,transaction_type,amount,balance,status,branch_code
76,2025-03-17,Withdrawal,607.74,10375.12504168056,Completed,LAX
77,2025-03-18,Transfer,404.79,10380.126708902968,Completed,LAX
78,2025-03-19,Deposit,386.36,10385.128376125374,Completed,NYC
79,2025-03-20,Deposit,682.99,10390.130043347783,Completed,NYC
80,2025-03-21,Transfer,357.48,10395.13171057019,Completed,CHI
81,2025-03-22,Transfer,571.53,10400.133377792597,Completed,NYC
82,2025-03-23,Withdrawal,543.91,10405.135045015006,Completed,LAX
83,2025-03-24,Deposit,389.7,10410.136712237412,Completed,NYC
84,2025-03-25,Transfer,575.95,10415.13837945982,Completed,CHI
85,2025-03-26,Transfer,389.68,10420.140046682227,Completed,NYC
86,2025-03-27,Transfer,391.04,10425.141713904635,Completed,LAX
87,2025-03-28,Deposit,361.04,10430.143381127042,Completed,NYC
88,2025-03-29,Deposit,583.43,10435.14504834945,Completed,CHI
89,2025-03-30,Withdrawal,455.07,10440.146715571856,Completed,LAX
90,2025-03-31,Withdrawal,608.53,10445.148382794265,Completed,LAX
91,2025-04-01,Withdrawal,418.99,10450.150050016673,Completed,LAX
92,2025-04-02,Deposit,561.47,10455.15171723908,Completed,CHI
93,2025-04-03,Deposit,640.74,10460.153384461488,Completed,CHI
94,2025-04-04,Withdrawal,491.4,10465.155051683894,Completed,LAX
95,2025-04-05,Withdrawal,387.45,10470.156718906303,Completed,NYC
96,2025-04-06,Transfer,465.74,10475.158386128709,Completed,CHI
97,2025-04-07,Deposit,625.67,10480.160053351117,Completed,CHI
98,2025-04-08,Withdrawal,573.91,10485.161720573524,Completed,LAX
99,2025-04-09,Transfer,461.4,10490.163387795932,Completed,LAX
100,2025-04-10,Transfer,325.56,10495.165055018339,Completed,NYC
101,2025-04-11,Deposit,571.55,10500.166722240747,Completed,NYC
102,2025-04-12,Withdrawal,663.09,10505.168389463155,Completed,LAX
103,2025-04-13,Withdrawal,664.86,10510.170056685562,Completed,CHI
104,2025-04-14,Deposit,543.28,10515.17172390797,Completed,NYC
105,2025-04-15,Deposit,480.9,10520.173391130376,Completed,LAX
106,2025-04-16,Deposit,421.39,10525.175058352785,Completed,NYC
107,2025-04-17,Transfer,442.74,10530.176725575191,Completed,CHI
108,2025-04-18,Deposit,335.02,10535.1783927976,Completed,LAX
109,2025-04-19,Withdrawal,713.46,10540.180060020006,Completed,CHI
110,2025-04-20,Deposit,497.3,10545.181727242414,Completed,NYC
111,2025-04-21,Withdrawal,738.44,10550.183394464822,Completed,NYC
112,2025-04-22,Deposit,492.55,10555.185061687229,Completed,CHI
113,2025-04-23,Deposit,338.17,10560.186728909637,Completed,LAX
114,2025-04-24,Transfer,686.16,10565.188396132044,Completed,LAX
115,2025-04-25,Deposit,414.02,10570.190063354452,Completed,CHI
116,2025-04-26,Withdrawal,456.21,10575.191730576858,Completed,NYC
117,2025-04-27,Transfer,664.86,10580.193397799267,Completed,CHI
118,2025-04-28,Deposit,645.88,10585.195065021673,Completed,NYC
119,2025-04-29,Withdrawal,297.38,10590.196732244081,Completed,LAX
120,2025-04-30,Withdrawal,500.11,10595.198399466488,Completed,LAX
121,2025-05-01,Deposit,391.05,10600.200066688896,Completed,LAX
122,2025-05-02,Transfer,553.91,10605.201733911304,Completed,CHI
123,2025-05-03,Deposit,681.22,10610.203401133711,Completed,NYC
124,2025-05-04,Deposit,448.25,10615.20506835612,Completed,NYC
125,2025-05-05,Deposit,649.32,10620.206735578526,Completed,CHI
126,2025-05-06,Deposit,407.14,10625.208402800934,Completed,NYC
127,2025-05-07,Withdrawal,717.23,10630.21007002334,Completed,NYC
128,2025-05-08,Transfer,417.43,10635.211737245749,Completed,CHI
129,2025-05-09,Deposit,453.67,10640.213404468155,Completed,NYC
130,2025-05-10,Withdrawal,529.7,10645.215071690563,Completed,CHI
131,2025-05-11,Deposit,359.94,10650.216738912972,Completed,NYC
132,2025-05-12,Transfer,654.96,10655.218406135378,Completed,LAX
133,2025-05-13,Withdrawal,393.0,10660.220073357787,Completed,NYC
134,2025-05-14,Transfer,561.4,10665.221740580193,Completed,CHI
135,2025-05-15,Deposit,371.09,10670.223407802601,Completed,CHI
136,2025-05-16,Deposit,510.98,10675.225075025008,Completed,LAX
137,2025-05-17,Transfer,498.95,10680.226742247416,Completed,NYC
138,2025-05-18,Transfer,461.18,10685.228409469823,Completed,NYC
139,2025-05-19,Transfer,548.92,10690.23007669223,Completed,NYC
140,2025-05-20,Deposit,388.32,10695.231743914639,Completed,LAX
141,2025-05-21,Withdrawal,652.19,10700.233411137046,Completed,CHI
142,2025-05-22,Transfer,520.24,10705.235078359454,Completed,NYC
143,2025-05-23,Transfer,220.86,10710.23674558186,Completed,NYC
144,2025-05-24,Transfer,700.56,10715.238412804269,Completed,NYC
145,2025-05-25,Transfer,545.27,10720.240080026675,Completed,LAX
146,2025-05-26,Deposit,655.36,10725.241747249083,Completed,LAX
147,2025-05-27,Transfer,482.31,10730.24341447149,Completed,NYC
148,2025-05-28,Withdrawal,273.74,10735.245081693898,Completed,LAX
149,2025-05-29,Withdrawal,458.03,10740.246748916305,Completed,LAX
150,2025-05-30,Transfer,377.39,10745.248416138713,Completed,LAX
151,2025-05-31,Deposit,496.15,10750.250083361121,Completed,NYC
152,2025-06-01,Transfer,451.73,10755.251750583528,Completed,NYC
153,2025-06-02,Deposit,520.9,10760.253417805936,Completed,NYC
154,2025-06-03,Transfer,323.56,10765.255085028342,Completed,LAX
155,2025-06-04,Withdrawal,505.38,10770.25675225075,Completed,NYC
156,2025-06-05,Withdrawal,454.04,10775.258419473157,Completed,NYC
157,2025-06-06,Withdrawal,563.35,10780.260086695565,Completed,NYC
158,2025-06-07,Transfer,330.77,10785.261753917972,Completed,LAX
159,2025-06-08,Withdrawal,457.49,10790.26342114038,Completed,CHI
160,2025-06-09,Withdrawal,665.84,10795.265088362787,Completed,NYC
161,2025-06-10,Deposit,381.89,10800.266755585195,Completed,LAX
162,2025-06-11,Transfer,573.81,10805.268422807603,Completed,NYC
163,2025-06-12,Deposit,633.05,10810.27009003001,Completed,CHI
164,2025-06-13,Withdrawal,498.99,10815.271757252418,Completed,CHI
165,2025-06-14,Deposit,598.85,10820.273424474824,Completed,CHI
166,2025-06-15,Withdrawal,604.14,10825.275091697233,Completed,CHI
167,2025-06-16,Withdrawal,656.98,10830.27675891964,Completed,CHI
168,2025-06-17,Deposit,463.22,10835.278426142047,Completed,CHI
169,2025-06-18,Withdrawal,488.77,10840.280093364454,Completed,NYC
170,2025-06-19,Withdrawal,580.41,10845.281760586862,Completed,NYC
171,2025-06-20,Withdrawal,425.44,10850.28342780927,Completed,NYC
172,2025-06-21,Transfer,504.81,10855.285095031677,Completed,LAX
173,2025-06-22,Withdrawal,430.14,10860.286762254085,Completed,CHI
174,2025-06-23,Deposit,267.1,10865.288429476492,Completed,NYC
175,2025-06-24,Deposit,533.49,10870.2900966989,Completed,LAX
176,2025-06-25,Transfer,670.24,10875.291763921306,Completed,LAX
177,2025-06-26,Withdrawal,462.79,10880.293431143715,Completed,CHI
178,2025-06-27,Deposit,508.43,10885.295098366121,Completed,CHI
179,2025-06-28,Deposit,454.69,10890.29676558853,Completed,CHI
180,2025-06-29,Withdrawal,425.9,10895.298432810938,Completed,LAX
181,2025-06-30,Transfer,513.61,10900.300100033344,Completed,LAX
182,2025-07-01,Withdrawal,607.29,10905.301767255753,Completed,CHI
183,2025-07-02,Withdrawal,721.58,10910.303434478159,Completed,LAX
184,2025-07-03,Deposit,582.65,10915.305101700567,Completed,LAX
185,2025-07-04,Withdrawal,403.86,10920.306768922974,Completed,LAX
186,2025-07-05,Deposit,357.3,10925.308436145382,Completed,CHI
187,2025-07-06,Withdrawal,630.68,10930.310103367789,Completed,LAX
188,2025-07-07,Deposit,531.67,10935.311770590197,Completed,CHI
189,2025-07-08,Withdrawal,438.95,10940.313437812603,Completed,NYC
190,2025-07-09,Withdrawal,394.38,10945.315105035012,Completed,CHI
191,2025-07-10,Withdrawal,419.23,10950.31677225742,Completed,CHI
192,2025-07-11,Withdrawal,623.34,10955.318439479826,Completed,LAX
193,2025-07-12,Deposit,497.76,10960.320106702235,Completed,LAX
194,2025-07-13,Transfer,359.95,10965.321773924641,Completed,NYC
195,2025-07-14,Withdrawal,587.26,10970.32344114705,Completed,NYC
196,2025-07-15,Deposit,531.01,10975.325108369456,Completed,NYC
197,2025-07-16,Deposit,470.89,10980.326775591864,Completed,NYC
198,2025-07-17,Transfer,560.77,10985.32844281427,Completed,LAX
199,2025-07-18,Withdrawal,417.23,10990.330110036679,Completed,NYC
200,2025-07-19,Deposit,596.39,10995.331777259085,Completed,NYC
201,2025-07-20,Transfer,357.51,11000.333444481494,Completed,LAX
202,2025-07-21,Transfer,409.66,11005.335111703902,Completed,LAX
203,2025-07-22,Transfer,362.31,11010.336778926308,Completed,CHI
204,2025-07-23,Deposit,458.34,11015.338446148717,Completed,LAX
205,2025-07-24,Withdrawal,424.25,11020.340113371123,Completed,CHI
206,2025-07-25,Withdrawal,463.74,11025.341780593531,Completed,NYC
207,2025-07-26,Withdrawal,500.48,11030.343447815938,Completed,NYC
208,2025-07-27,Withdrawal,555.43,11035.345115038346,Completed,CHI
209,2025-07-28,Transfer,514.65,11040.346782260753,Completed,CHI
210,2025-07-29,Deposit,525.19,11045.348449483161,Completed,NYC
211,2025-07-30,Deposit,660.43,11050.35011670557,Completed,CHI
212,2025-07-31,Transfer,473.35,11055.351783927976,Completed,LAX
213,2025-08-01,Deposit,354.17,11060.353451150384,Completed,NYC
214,2025-08-02,Withdrawal,595.14,11065.35511837279,Completed,NYC
215,2025-08-03,Deposit,683.59,11070.356785595199,Completed,CHI
216,2025-08-04,Transfer,518.73,11075.358452817605,Completed,LAX
217,2025-08-05,Deposit,583.95,11080.360120040013,Completed,CHI
218,2025-08-06,Transfer,434.44,11085.36178726242,Completed,NYC
219,2025-08-07,Transfer,518.57,11090.363454484828,Completed,CHI
220,2025-08-08,Deposit,563.7,11095.365121707237,Completed,NYC
221,2025-08-09,Withdrawal,537.86,11100.366788929643,Completed,NYC
222,2025-08-10,Deposit,446.03,11105.368456152051,Completed,LAX
223,2025-08-11,Deposit,663.06,11110.370123374458,Completed,CHI
224,2025-08-12,Deposit,517.28,11115.371790596866,Completed,NYC
225,2025-08-13,Withdrawal,593.02,11120.373457819273,Completed,CHI
226,2025-08-14,Transfer,540.58,11125.37512504168,Completed,CHI
227,2025-08-15,Withdrawal,587.37,11130.376792264087,Completed,CHI
228,2025-08-16,Deposit,593.33,11135.378459486496,Completed,NYC
229,2025-08-17,Deposit,478.38,11140.380126708904,Completed,LAX
230,2025-08-18,Deposit,583.37,11145.38179393131,Completed,NYC
231,2025-08-19,Withdrawal,716.05,11150.383461153719,Completed,CHI
232,2025-08-20,Transfer,699.9,11155.385128376125,Completed,LAX
233,2025-08-21,Deposit,576.4,11160.386795598533,Completed,CHI
234,2025-08-22,Deposit,668.73,11165.38846282094,Completed,NYC
235,2025-08-23,Transfer,369.2,11170.390130043348,Completed,LAX
236,2025-08-24,Transfer,647.24,11175.391797265755,Completed,LAX
237,2025-08-25,Transfer,507.49,11180.393464488163,Completed,NYC
238,2025-08-26,Transfer,321.31,11185.39513171057,Completed,CHI
239,2025-08-27,Withdrawal,516.52,11190.396798932978,Completed,LAX
240,2025-08-28,Transfer,597.63,11195.398466155384,Completed,CHI
241,2025-08-29,Deposit,430.4,11200.400133377792,Completed,NYC
242,2025-08-30,Transfer,693.71,11205.4018006002,Completed,LAX
243,2025-08-31,Deposit,634.92,11210.403467822607,Completed,LAX
244,2025-09-01,Deposit,372.49,11215.405135045015,Completed,LAX
245,2025-09-02,Deposit,600.91,11220.406802267422,Completed,NYC
246,2025-09-03,Deposit,511.2,11225.40846948983,Completed,CHI
247,2025-09-04,Withdrawal,444.83,11230.410136712237,Completed,LAX
248,2025-09-05,Transfer,468.34,11235.411803934645,Completed,NYC
249,2025-09-06,Transfer,455.5,11240.413471157051,Completed,CHI
250,2025-09-07,Withdrawal,378.37,11245.41513837946,Completed,LAX
251,2025-09-08,Withdrawal,455.17,11250.416805601868,Completed,CHI
252,2025-09-09,Deposit,569.27,11255.418472824274,Completed,CHI
253,2025-09-10,Transfer,642.59,11260.420140046683,Completed,CHI
254,2025-09-11,Transfer,645.83,11265.42180726909,Completed,LAX
255,2025-09-12,Transfer,442.66,11270.423474491497,Completed,CHI
256,2025-09-13,Deposit,488.28,11275.425141713904,Completed,CHI
257,2025-09-14,Transfer,414.06,11280.426808936312,Completed,NYC
258,2025-09-15,Transfer,603.0,11285.428476158719,Completed,NYC
259,2025-09-16,Withdrawal,335.18,11290.430143381127,Completed,LAX
260,2025-09-17,Deposit,363.67,11295.431810603535,Completed,NYC
261,2025-09-18,Deposit,436.42,11300.433477825942,Completed,NYC
262,2025-09-19,Deposit,525.15,11305.43514504835,Completed,CHI
263,2025-09-20,Deposit,467.89,11310.436812270756,Completed,LAX
264,2025-09-21,Transfer,503.31,11315.438479493165,Completed,NYC
265,2025-09-22,Withdrawal,504.75,11320.440146715571,Completed,LAX
266,2025-09-23,Withdrawal,523.33,11325.44181393798,Completed,LAX
267,2025-09-24,Deposit,396.55,11330.443481160386,Completed,CHI
268,2025-09-25,Transfer,466.06,11335.445148382794,Completed,LAX
269,2025-09-26,Transfer,557.76,11340.446815605203,Completed,LAX
270,2025-09-27,Withdrawal,528.02,11345.448482827609,Completed,NYC
271,2025-09-28,Transfer,609.33,11350.450150050017,Completed,LAX
272,2025-09-29,Withdrawal,425.38,11355.451817272424,Completed,CHI
273,2025-09-30,Transfer,590.63,11360.453484494832,Completed,CHI
274,2025-10-01,Withdrawal,646.66,11365.455151717239,Completed,NYC
275,2025-10-02,Transfer,485.74,11370.456818939647,Completed,LAX
276,2025-10-03,Deposit,526.59,11375.458486162053,Completed,CHI
277,2025-10-04,Deposit,522.52,11380.460153384462,Completed,CHI
278,2025-10-05,Transfer,553.57,11385.461820606868,Completed,LAX
279,2025-10-06,Transfer,538.79,11390.463487829276,Completed,LAX
280,2025-10-07,Deposit,646.95,11395.465155051683,Completed,LAX
281,2025-10-08,Withdrawal,551.34,11400.466822274091,Completed,LAX
282,2025-10-09,Transfer,586.45,11405.4684894965,Completed,LAX
283,2025-10-10,Deposit,533.15,11410.470156718906,Completed,NYC
284,2025-10-11,Transfer,395.82,11415.471823941314,Completed,NYC
285,2025-10-12,Deposit,543.34,11420.47349116372,Completed,CHI
286,2025-10-13,Withdrawal,477.0,11425.475158386129,Completed,LAX
287,2025-10-14,Deposit,436.49,11430.476825608535,Completed,CHI
288,2025-10-15,Deposit,410.56,11435.478492830944,Completed,CHI
289,2025-10-16,Transfer,492.96,11440.48016005335,Completed,NYC
290,2025-10-17,Deposit,439.25,11445.481827275758,Completed,NYC
291,2025-10-18,Transfer,703.97,11450.483494498167,Completed,NYC
292,2025-10-19,Withdrawal,659.68,11455.485161720573,Completed,CHI
293,2025-10-20,Transfer,473.31,11460.486828942981,Completed,CHI
294,2025-10-21,Deposit,570.92,11465.488496165388,Completed,CHI
295,2025-10-22,Deposit,615.7,11470.490163387796,Completed,CHI
296,2025-10-23,Deposit,482.72,11475.491830610203,Completed,NYC
297,2025-10-24,Deposit,684.82,11480.493497832611,Completed,NYC
298,2025-10-25,Transfer,592.21,11485.495165055017,Completed,NYC
299,2025-10-26,Transfer,489.83,11490.496832277426,Completed,CHI
300,2025-10-27,Deposit,320.07,11495.498499499834,Completed,CHI
301,2025-10-28,Transfer,403.4,11500.50016672224,Completed,LAX
302,2025-10-29,Withdrawal,531.87,11505.501833944649,Completed,CHI
303,2025-10-30,Withdrawal,456.17,11510.503501167055,Completed,NYC
304,2025-10-31,Withdrawal,497.92,11515.505168389464,Completed,NYC
305,2025-11-01,Deposit,421.27,11520.50683561187,Completed,NYC
306,2025-11-02,Withdrawal,524.69,11525.508502834278,Completed,CHI
307,2025-11-03,Transfer,454.17,11530.510170056685,Completed,NYC
308,2025-11-04,Withdrawal,344.73,11535.511837279093,Completed,CHI
309,2025-11-05,Transfer,465.84,11540.513504501501,Completed,NYC
310,2025-11-06,Transfer,442.8,11545.515171723908,Completed,NYC
311,2025-11-07,Withdrawal,344.83,11550.516838946316,Completed,CHI
312,2025-11-08,Deposit,642.32,11555.518506168723,Completed,NYC
313,2025-11-09,Withdrawal,492.39,11560.52017339113,Completed,CHI
314,2025-11-10,Transfer,467.31,11565.521840613537,Completed,CHI
315,2025-11-11,Transfer,575.04,11570.523507835946,Completed,LAX
316,2025-11-12,Deposit,491.74,11575.525175058352,Completed,NYC
317,2025-11-13,Deposit,576.73,11580.52684228076,Completed,LAX
318,2025-11-14,Deposit,351.93,11585.528509503169,Completed,NYC
319,2025-11-15,Transfer,396.33,11590.530176725575,Completed,LAX
320,2025-11-16,Deposit,554.52,11595.531843947982,Completed,LAX
321,2025-11-17,Withdrawal,649.19,11600.53351117039,Completed,LAX
322,2025-11-18,Deposit,503.0,11605.535178392798,Completed,CHI
323,2025-11-19,Transfer,521.64,11610.536845615205,Completed,NYC
324,2025-11-20,Transfer,417.66,11615.538512837613,Completed,CHI
325,2025-11-21,Deposit,497.01,11620.54018006002,Completed,CHI
326,2025-11-22,Withdrawal,429.11,11625.541847282428,Completed,LAX
327,2025-11-23,Withdrawal,483.98,11630.543514504834,Completed,NYC
328,2025-11-24,Transfer,572.23,11635.545181727242,Completed,CHI
329,2025-11-25,Withdrawal,300.12,11640.546848949649,Completed,NYC
330,2025-11-26,Transfer,521.3,11645.548516172057,Completed,LAX
331,2025-11-27,Deposit,419.55,11650.550183394465,Completed,CHI
332,2025-11-28,Withdrawal,435.34,11655.551850616872,Completed,LAX
333,2025-11-29,Withdrawal,613.82,11660.55351783928,Completed,NYC
334,2025-11-30,Deposit,529.54,11665.555185061687,Completed,NYC
335,2025-12-01,Withdrawal,593.36,11670.556852284095,Completed,LAX
336,2025-12-02,Withdrawal,323.62,11675.558519506501,Completed,NYC
337,2025-12-03,Transfer,458.98,11680.56018672891,Completed,CHI
338,2025-12-04,Transfer,454.63,11685.561853951316,Completed,CHI
339,2025-12-05,Deposit,441.06,11690.563521173724,Completed,NYC
340,2025-12-06,Transfer,544.02,11695.565188396133,Completed,NYC
341,2025-12-07,Deposit,589.59,11700.56685561854,Completed,NYC
342,2025-12-08,Transfer,389.32,11705.568522840947,Completed,LAX
343,2025-12-09,Deposit,403.73,11710.570190063354,Completed,LAX
344,2025-12-10,Transfer,374.8,11715.571857285762,Completed,CHI
345,2025-12-11,Transfer,614.76,11720.573524508169,Completed,CHI
346,2025-12-12,Deposit,448.53,11725.575191730577,Completed,CHI
347,2025-12-13,Transfer,489.86,11730.576858952983,Completed,CHI
348,2025-12-14,Deposit,466.78,11735.578526175392,Completed,CHI
349,2025-12-15,Transfer,403.63,11740.5801933978,Completed,CHI
350,2025-12-16,Deposit,537.33,11745.581860620206,Completed,NYC
351,2025-12-17,Withdrawal,538.3,11750.583527842615,Completed,LAX
352,2025-12-18,Transfer,594.13,11755.585195065021,Completed,LAX
353,2025-12-19,Withdrawal,477.46,11760.58686228743,Completed,NYC
354,2025-12-20,Deposit,470.29,11765.588529509836,Completed,LAX
355,2025-12-21,Transfer,441.45,11770.590196732244,Completed,LAX
356,2025-12-22,Transfer,648.81,11775.59186395465,Completed,LAX
357,2025-12-23,Transfer,600.76,11780.593531177059,Completed,NYC
358,2025-12-24,Deposit,495.96,11785.595198399467,Completed,NYC
359,2025-12-25,Withdrawal,564.9,11790.596865621874,Completed,LAX
360,2025-12-26,Transfer,441.42,11795.59853284428,Completed,LAX
361,2025-12-27,Withdrawal,705.45,11800.600200066689,Completed,LAX
362,2025-12-28,Withdrawal,440.84,11805.601867289097,Completed,LAX
363,2025-12-29,Withdrawal,462.03,11810.603534511503,Completed,NYC
364,2025-12-30,Withdrawal,462.9,11815.605201733912,Completed,CHI
365,2025-12-31,Deposit,670.12,11820.606868956318,Completed,NYC
366,2026-01-01,Withdrawal,514.76,11825.608536178726,Completed,LAX
367,2026-01-02,Transfer,608.44,11830.610203401133,Completed,CHI
368,2026-01-03,Withdrawal,488.99,11835.611870623541,Completed,CHI
369,2026-01-04,Deposit,378.7,11840.613537845948,Completed,LAX
370,2026-01-05,Deposit,577.55,11845.615205068356,Completed,NYC
371,2026-01-06,Transfer,437.35,11850.616872290764,Completed,CHI
372,2026-01-07,Transfer,368.15,11855.61853951317,Completed,LAX
373,2026-01-08,Withdrawal,458.39,11860.620206735579,Completed,CHI
374,2026-01-09,Deposit,563.17,11865.621873957985,Completed,LAX
375,2026-01-10,Deposit,676.43,11870.623541180394,Completed,LAX
376,2026-01-11,Deposit,361.25,11875.6252084028,Completed,NYC
377,2026-01-12,Transfer,280.09,11880.626875625208,Completed,CHI
378,2026-01-13,Transfer,593.02,11885.628542847615,Completed,LAX
379,2026-01-14,Deposit,530.01,11890.630210070023,Completed,NYC
380,2026-01-15,Withdrawal,443.65,11895.631877292431,Completed,CHI
381,2026-01-16,Withdrawal,541.84,11900.633544514838,Completed,NYC
382,2026-01-17,Withdrawal,572.94,11905.635211737246,Completed,NYC
383,2026-01-18,Transfer,691.21,11910.636878959653,Completed,CHI
384,2026-01-19,Withdrawal,486.97,11915.638546182061,Completed,LAX
385,2026-01-20,Withdrawal,627.98,11920.640213404467,Completed,NYC
386,2026-01-21,Deposit,454.82,11925.641880626876,Completed,CHI
387,2026-01-22,Withdrawal,449.03,11930.643547849282,Completed,CHI
388,2026-01-23,Transfer,542.38,11935.64521507169,Completed,LAX
389,2026-01-24,Deposit,388.5,11940.646882294099,Completed,CHI
390,2026-01-25,Deposit,369.8,11945.648549516505,Completed,NYC
391,2026-01-26,Deposit,596.32,11950.650216738914,Completed,CHI
392,2026-01-27,Transfer,303.69,11955.65188396132,Completed,CHI
393,2026-01-28,Withdrawal,511.33,11960.653551183728,Completed,LAX
394,2026-01-29,Withdrawal,467.53,11965.655218406135,Completed,CHI
395,2026-01-30,Withdrawal,462.7,11970.656885628543,Completed,CHI
396,2026-01-31,Deposit,366.77,11975.65855285095,Completed,LAX
397,2026-02-01,Deposit,296.41,11980.660220073358,Completed,CHI
398,2026-02-02,Deposit,433.91,11985.661887295766,Completed,CHI
399,2026-02-03,Transfer,383.48,11990.663554518173,Completed,NYC
400,2026-02-04,Withdrawal,457.46,11995.66522174058,Completed,NYC
401,2026-02-05,Transfer,508.8,12000.666888962987,Completed,CHI
402,2026-02-06,Transfer,425.82,12005.668556185396,Completed,CHI
