emp_id,department,salary,years_employed,performance_rating,projects_completed,hire_date,is_active
50214,Ops,21942,23,1.5372814792780505,45,1995-08-02,True
50215,IT,14430,25,3.899180093682207,15,1995-08-03,True
50216,HR,117997,19,4.134333824066655,30,1995-08-04,True
50217,Ops,23525,16,5.0,22,1995-08-05,True
50218,Finance,48275,3,4.231802783211948,43,1995-08-06,True
50219,Sales,107923,4,4.013468131134589,44,1995-08-07,True
50220,IT,33910,12,3.5742586046741893,43,1995-08-08,True
50221,Ops,38709,11,3.673458599766599,15,1995-08-09,True
50222,HR,50195,6,3.533857639570856,9,1995-08-10,True
50223,Sales,34627,1,4.408483656094049,46,1995-08-11,True
50224,IT,49920,1,2.5220413604101446,27,1995-08-12,True
50225,Ops,35161,13,3.978706593266763,4,1995-08-13,True
50226,HR,84954,14,3.3804948577485607,9,1995-08-14,True
50227,Sales,57855,2,4.456796522473523,1,1995-08-15,True
50228,HR,21272,27,3.37073912350355,36,1995-08-16,True
50229,HR,19510,1,3.9991441719768193,31,1995-08-17,True
50230,IT,29513,18,3.6284370345589534,10,1995-08-18,True
50231,HR,30131,6,3.404587596076361,10,1995-08-19,True
50232,IT,27932,7,3.325101708552428,16,1995-08-20,True
50233,HR,75916,10,4.115791520692795,27,1995-08-21,True
50234,Sales,28308,10,3.056897265915981,44,1995-08-22,True
50235,HR,33211,20,3.1088548707819648,30,1995-08-23,True
50236,Sales,47581,29,3.0710293105371655,24,1995-08-24,True
50237,Ops,13296,1,2.2786220027688584,7,1995-08-25,True
50238,HR,56681,20,3.298037336213281,49,1995-08-26,True
50239,Ops,62021,25,4.5144573417675815,25,1995-08-27,True
50240,HR,101396,29,3.4481536213532102,14,1995-08-28,True
50241,HR,24377,19,4.187149441857237,35,1995-08-29,True
50242,Ops,33267,23,2.94754081676562,24,1995-08-30,True
50243,Sales,49899,19,2.5048749987342975,23,1995-08-31,True
50244,Ops,35144,3,4.352953118733727,23,1995-09-01,True
50245,IT,18413,25,2.9892391935500435,42,1995-09-02,True
50246,Ops,75850,20,3.0128321505415965,38,1995-09-03,True
50247,Ops,37226,21,4.306896083826258,2,1995-09-04,True
50248,IT,54407,11,3.4279692565610502,11,1995-09-05,True
50249,Finance,23222,16,3.5657489039089842,38,1995-09-06,True
50250,Ops,78439,3,4.253269540497102,49,1995-09-07,True
50251,HR,35883,18,3.69391350575975,38,1995-09-08,True
50252,Ops,28766,8,2.9652850181395025,17,1995-09-09,True
50253,HR,70983,7,3.7953862810733483,44,1995-09-10,True
50254,Ops,85872,10,3.6151872185201577,2,1995-09-11,True
50255,IT,25312,22,4.426821338631797,39,1995-09-12,True
50256,Sales,80402,24,2.9787566034486663,48,1995-09-13,True
50257,Ops,116932,0,3.4261261879184115,42,1995-09-14,True
50258,HR,51866,20,3.263633759554234,48,1995-09-15,True
50259,Finance,19057,23,4.040573823300612,4,1995-09-16,True
50260,Finance,62374,13,2.823240858531515,38,1995-09-17,True
50261,Sales,84039,27,3.5690979719903164,37,1995-09-18,True
50262,IT,24103,17,3.5267609878125628,26,1995-09-19,True
50263,Finance,120932,17,3.1475202638420123,35,1995-09-20,True
50264,IT,39519,0,4.317458014409956,43,1995-09-21,True
50265,Sales,41391,15,3.4016118478749244,21,1995-09-22,True
50266,Finance,85767,21,3.5516917032811848,7,1995-09-23,True
50267,Sales,50428,21,2.9677072060211973,43,1995-09-24,True
50268,HR,94064,7,4.244887299601153,36,1995-09-25,True
50269,Ops,44208,15,4.150828074762528,31,1995-09-26,True
50270,Sales,56212,17,1.5104142216806167,35,1995-09-27,True
50271,Finance,45153,22,4.1202961058762275,19,1995-09-28,True
50272,Sales,51388,23,2.6802643363975225,28,1995-09-29,True
50273,IT,63180,26,1.7692131169856857,6,1995-09-30,True
50274,Sales,59513,25,3.4945095493063607,35,1995-10-01,True
50275,IT,37163,25,3.740862157501724,9,1995-10-02,True
50276,Ops,78116,27,3.5485644629941695,44,1995-10-03,True
50277,HR,42284,10,3.6478566839942705,28,1995-10-04,True
50278,Finance,91594,8,2.6425333653610754,0,1995-10-05,True
50279,HR,64508,12,3.9517930808955275,40,1995-10-06,True
50280,Sales,42246,12,3.930980381420465,30,1995-10-07,True
50281,HR,28732,29,4.60579321566971,23,1995-10-08,True
50282,HR,45693,11,3.106026183397448,2,1995-10-09,True
50283,Ops,102359,22,2.0569524964704513,37,1995-10-10,True
50284,Finance,49982,4,2.8730962909461097,6,1995-10-11,True
50285,Ops,79853,27,3.957901619525408,7,1995-10-12,True
50286,HR,42351,8,4.326863485751641,6,1995-10-13,True
50287,Finance,36929,4,4.663442909263526,48,1995-10-14,True
50288,Sales,29357,14,3.3349378533857283,37,1995-10-15,True
50289,Finance,13910,2,4.795642862948615,42,1995-10-16,True
50290,HR,53731,29,2.449494152286108,34,1995-10-17,True
50291,HR,45513,29,2.3046434710420236,6,1995-10-18,True
50292,Sales,43169,2,3.224447361543482,9,1995-10-19,True
50293,Finance,71012,26,2.9479358690853656,28,1995-10-20,True
50294,Ops,24637,14,2.77380544323609,12,1995-10-21,True
50295,HR,122931,10,2.1004646782972918,47,1995-10-22,True
50296,HR,18478,22,4.6261766704745275,34,1995-10-23,True
50297,Ops,51628,11,2.5416191224302347,40,1995-10-24,True
50298,Ops,21749,29,4.642769901437379,46,1995-10-25,True
50299,Finance,37691,5,3.4319258226047613,45,1995-10-26,True
50300,Sales,88784,6,4.337597440386768,15,1995-10-27,True
50301,HR,18135,9,5.0,37,1995-10-28,True
50302,Ops,49361,21,3.300784394180046,32,1995-10-29,True
50303,Finance,47300,15,3.803010419104867,32,1995-10-30,True
50304,HR,49313,13,3.083632507729474,13,1995-10-31,True
50305,Ops,51585,7,5.0,17,1995-11-01,True
50306,Ops,71621,12,3.5603434053107454,23,1995-11-02,True
50307,IT,59531,8,3.8075465324770073,26,1995-11-03,True
50308,Sales,55475,14,2.5802208692152013,8,1995-11-04,True
50309,Finance,75571,3,3.3769016050158793,31,1995-11-05,True
50310,HR,65843,10,4.989930164250424,40,1995-11-06,True
50311,Finance,40961,0,5.0,0,1995-11-07,True
50312,Sales,21176,12,3.035460148055965,11,1995-11-08,True
50313,Sales,71203,29,4.314923274230091,28,1995-11-09,True
50314,Sales,35956,23,3.4561588877454814,27,1995-11-10,True
50315,HR,118500,6,4.909040254632481,22,1995-11-11,True
50316,Finance,31579,14,4.0985378341985355,12,1995-11-12,True
50317,Sales,21437,24,2.6952209665579865,3,1995-11-13,True
50318,IT,87104,27,3.6121423364455256,27,1995-11-14,True
50319,HR,28245,11,4.434746338815019,39,1995-11-15,True
50320,Ops,17987,17,2.8102876299021595,33,1995-11-16,True
50321,HR,89408,19,3.975636601488793,26,1995-11-17,True
50322,IT,18447,2,2.665642797621268,32,1995-11-18,True
50323,Sales,97116,16,3.356492106333678,26,1995-11-19,True
50324,Finance,24877,29,3.9626748604198996,32,1995-11-20,True
50325,IT,56283,21,3.6645870415351873,24,1995-11-21,True
50326,Ops,50370,6,2.7328847087227928,26,1995-11-22,True
50327,HR,14833,28,5.0,3,1995-11-23,True
50328,Ops,43640,21,3.530361364575469,32,1995-11-24,True
50329,Finance,34225,8,3.1107892449025756,34,1995-11-25,True
50330,IT,47483,23,3.1938350080956694,0,1995-11-26,True
50331,Ops,60549,16,5.0,36,1995-11-27,True
50332,HR,113412,26,3.7238276618729858,40,1995-11-28,True
50333,HR,38166,19,3.0436266203931277,5,1995-11-29,True
50334,IT,41454,8,3.2686106834317883,40,1995-11-30,True
50335,Finance,160151,17,3.1820098654432574,3,1995-12-01,True
50336,Ops,67968,27,3.7556173023279156,42,1995-12-02,True
50337,Sales,69476,2,2.653719431487881,20,1995-12-03,True
50338,Ops,17577,13,2.763828682045304,42,1995-12-04,True
50339,IT,19030,23,4.140308468506648,15,1995-12-05,True
50340,Sales,31577,16,1.9778246188995217,27,1995-12-06,True
50341,HR,39307,21,2.668490868298795,13,1995-12-07,True
50342,IT,58993,11,2.1801201067717444,15,1995-12-08,True
50343,HR,226962,12,3.8970084572563763,14,1995-12-09,True
50344,IT,20749,25,3.7140810873854675,40,1995-12-10,True
50345,HR,34380,25,3.7622307251783202,7,1995-12-11,True
50346,Ops,64095,12,3.78862844287274,2,1995-12-12,True
50347,Ops,51716,4,3.032163452950209,48,1995-12-13,True
50348,IT,86157,28,3.0021470300947124,18,1995-12-14,True
50349,IT,36966,12,2.355423088008272,4,1995-12-15,True
50350,Ops,25642,6,4.148612041965595,24,1995-12-16,True
50351,HR,153915,22,3.781496476426031,46,1995-12-17,True
50352,Finance,57189,29,3.5827329134817907,43,1995-12-18,True
50353,Sales,21417,1,3.3572824664260215,21,1995-12-19,True
50354,Ops,35671,14,3.1165733531403292,29,1995-12-20,True
50355,Finance,42253,27,3.3245806775570443,3,1995-12-21,True
50356,Ops,17902,25,3.456207692182186,24,1995-12-22,True
50357,Ops,69623,23,2.242414642815141,4,1995-12-23,True
50358,Sales,47863,20,3.2709923155120135,13,1995-12-24,True
50359,Sales,35063,19,2.8844056863953798,4,1995-12-25,True
50360,IT,29488,19,3.051246481961848,10,1995-12-26,True
50361,Sales,117019,9,3.6333626671753496,43,1995-12-27,True
50362,Finance,41517,7,3.2094444370708253,1,1995-12-28,True
50363,Ops,27311,27,4.250364458875651,22,1995-12-29,True
50364,Sales,12721,5,3.1359776784475892,23,1995-12-30,True
50365,Finance,22918,11,3.14231715333793,44,1995-12-31,True
50366,Finance,65713,19,4.493667236562192,23,1996-01-01,True
50367,IT,106016,9,4.682823567871773,24,1996-01-02,True
50368,Finance,21541,25,3.9004402135456964,33,1996-01-03,True
50369,Sales,12683,22,3.597652599269556,19,1996-01-04,True
50370,IT,44121,2,3.329045780455923,5,1996-01-05,True
50371,Ops,42022,12,2.0771012336111947,16,1996-01-06,True
50372,Finance,72488,18,3.6670670736778015,29,1996-01-07,True
50373,Ops,28204,16,2.715240149990114,24,1996-01-08,True
50374,IT,46078,4,2.9902183446710477,11,1996-01-09,True
50375,Sales,14167,4,3.1206997010071698,40,1996-01-10,True
50376,Ops,20561,15,1.425793783642856,19,1996-01-11,True
50377,Ops,31094,24,3.622681209350447,24,1996-01-12,True
50378,Sales,33049,5,2.669730908201168,7,1996-01-13,True
50379,IT,59370,20,3.6629074313860546,42,1996-01-14,True
50380,IT,89885,1,4.453171866634619,17,1996-01-15,True
50381,HR,18396,26,2.9459904621638286,43,1996-01-16,True
50382,Ops,118589,11,2.3684993891211437,45,1996-01-17,True
50383,Sales,27555,15,3.0259449266918472,30,1996-01-18,True
50384,Sales,33547,21,2.733742242839068,20,1996-01-19,True
50385,Finance,84997,1,3.5724284074403347,43,1996-01-20,True
50386,Finance,10239,7,2.846971800869459,29,1996-01-21,True
50387,Finance,18097,9,3.0008605938685844,23,1996-01-22,True
50388,Ops,26326,19,2.327963622204283,38,1996-01-23,True
50389,HR,45454,11,2.792945992310341,21,1996-01-24,True
50390,Ops,82937,7,2.5510104559248115,11,1996-01-25,True
50391,Ops,83759,1,2.5953409717351796,4,1996-01-26,True
50392,IT,25069,8,3.3211554656725673,46,1996-01-27,True
50393,Finance,68064,26,2.9480201958543937,1,1996-01-28,True
50394,HR,33755,14,3.497185811718064,49,1996-01-29,True
50395,HR,106145,8,2.1786036238300786,41,1996-01-30,True
50396,Finance,36805,12,3.1979907828009875,3,1996-01-31,True
50397,Sales,82159,16,3.1304911398246515,46,1996-02-01,True
50398,HR,23476,16,3.5973175038907024,19,1996-02-02,True
50399,Sales,69364,16,3.557729284352341,0,1996-02-03,True
50400,Ops,19171,10,4.291497963874686,2,1996-02-04,True
50401,Ops,46497,4,3.6779424979056587,28,1996-02-05,True
50402,Sales,16492,11,4.045835049416424,19,1996-02-06,True
50403,HR,40000,1,3.3967297864617136,0,1996-02-07,True
50404,IT,27181,27,3.5650089557589886,36,1996-02-08,True
50405,IT,24295,17,3.919569544106693,4,1996-02-09,True
50406,IT,50458,21,5.0,37,1996-02-10,True
50407,Sales,70084,18,5.0,4,1996-02-11,True
50408,Finance,46892,2,4.131047047946599,14,1996-02-12,True
50409,Finance,52689,12,2.97626517591246,29,1996-02-13,True
50410,IT,67551,27,3.736709459566594,7,1996-02-14,True
50411,Ops,91083,5,4.679554275681051,20,1996-02-15,True
50412,HR,80811,19,4.666330075902699,31,1996-02-16,True
50413,Ops,55879,10,1.547240149068437,25,1996-02-17,True
50414,HR,145457,17,3.088702007782751,38,1996-02-18,True
50415,IT,32326,21,5.0,39,1996-02-19,True
50416,Ops,70914,29,1.8628590813241486,33,1996-02-20,True
50417,IT,22074,13,2.7539774835018394,3,1996-02-21,True
50418,Ops,184387,0,3.573480410292118,35,1996-02-22,True
50419,IT,37791,8,3.702974257877632,38,1996-02-23,True
50420,IT,48191,13,4.07967577897123,29,1996-02-24,True
50421,Ops,100462,22,3.9869241541711524,12,1996-02-25,True
50422,Sales,39058,11,3.266518811719971,20,1996-02-26,True
50423,Sales,26407,25,4.543275398320337,10,1996-02-27,True
50424,IT,14395,11,3.221072011583896,43,1996-02-28,True
50425,Ops,37182,16,3.043239362845777,35,1996-02-29,True
50426,Ops,149329,12,3.500121475469888,47,1996-03-01,True
50427,Ops,48377,27,3.1436728523962896,8,1996-03-02,True
50428,IT,123730,2,3.6314896846767573,28,1996-03-03,True
50429,HR,71856,19,3.2541411317925846,48,1996-03-04,True
50430,HR,33352,24,3.5911091809192426,42,1996-03-05,True
50431,HR,18664,15,3.5924393304708815,20,1996-03-06,True
50432,HR,38837,19,2.8135536165903114,3,1996-03-07,True
50433,IT,63207,27,3.6280080017637135,5,1996-03-08,True
50434,Ops,38182,9,3.45429590586749,14,1996-03-09,True
50435,Finance,48266,29,3.096554531686616,16,1996-03-10,True
50436,Finance,61552,7,2.634369222202006,37,1996-03-11,True
50437,Sales,34923,9,3.836080635003421,13,1996-03-12,True
50438,Ops,18137,2,3.803763431371477,25,1996-03-13,True
50439,Finance,35546,24,2.277725667981274,25,1996-03-14,True
50440,HR,60926,25,4.084476395581238,34,1996-03-15,True
50441,Finance,26324,11,3.038537939579429,39,1996-03-16,True
50442,Finance,22848,29,2.9103870822623574,9,1996-03-17,True
50443,Ops,23581,14,4.668766779845203,5,1996-03-18,True
50444,IT,37350,16,2.6511774500674483,28,1996-03-19,True
50445,IT,39859,1,3.5471398426024447,40,1996-03-20,True
50446,IT,41478,17,1.9189507524629388,41,1996-03-21,True
50447,Finance,19988,20,4.525505504762457,47,1996-03-22,True
50448,Finance,43591,18,1.9764660689183822,47,1996-03-23,True
50449,Ops,29311,0,3.197262675624258,24,1996-03-24,True
50450,Sales,24229,5,5.0,15,1996-03-25,True
